openalex_id,title,authors_ordered,year,publication_year,publication_date,venue,venue_name,venue_type,publisher,publication_type,doi,url,primary_url,landing_page_url,openalex_url,arxiv_id,arxiv_url,has_arxiv_version,is_arxiv_preprint,in_scope,relevance_score,relevance_reason,exclusion_reason,preliminary_task,entry_type,is_survey,is_deepfake_related,is_image_editing_related,source_query,source_database,manual_review,notes
https://openalex.org/W4406160881,Bi‐ <scp>LORA</scp> : A Vision‐Language Approach for Synthetic Image Detection,"[""Mamadou Keïta"", ""Wassim Hamidouche"", ""Hessen Bougueffa Eutamene"", ""Abdelmalik Taleb‐Ahmed"", ""David Camacho"", ""Abdenour Hadid""]",2025,2025,2025-01-08,Expert Systems,Expert Systems,journal,Wiley,journal,10.1111/exsy.13829,https://doi.org/10.1111/exsy.13829,https://doi.org/10.1111/exsy.13829,https://doi.org/10.1111/exsy.13829,https://openalex.org/W4406160881,,,false,false,true,2,"Matched generation terms: synthetic image, generated image; task terms: detection, detect.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4409149749,Improving Synthetic Image Detection Towards Generalization: An Image Transformation Perspective,"[""Ouxiang Li"", ""Jiayin Cai"", ""Yanbin Hao"", ""X.H. Jiang"", ""Yao Hu"", ""Fuli Feng""]",2025,2025,2025-04-04,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,,,conference,10.1145/3690624.3709392,https://doi.org/10.1145/3690624.3709392,https://doi.org/10.1145/3690624.3709392,https://doi.org/10.1145/3690624.3709392,https://openalex.org/W4409149749,,,false,false,true,2,"Matched generation terms: synthetic image; task terms: detection, detector.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W3134971133,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,"[""Anselmo Ferreira"", ""Ehsan Nowroozi"", ""Mauro Barni""]",2021,2021,2021-03-08,Journal of Imaging,Journal of Imaging,journal,Multidisciplinary Digital Publishing Institute,journal,10.3390/jimaging7030050,https://doi.org/10.3390/jimaging7030050,https://doi.org/10.3390/jimaging7030050,https://doi.org/10.3390/jimaging7030050,https://openalex.org/W3134971133,,,false,false,true,2,"Matched generation terms: synthetic image; task terms: detection, forensic.",,detection,dataset,false,false,true,synthetic image detection | synthetic image source attribution | source attribution of synthetic images,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4399261681,SIDBench: A Python framework for reliably assessing synthetic image detection methods,"[""Manos Schinas"", ""Symeon Papadopoulos""]",2024,2024,2024-06-01,3rd ACM International Workshop on Multimedia AI against Disinformation,3rd ACM International Workshop on Multimedia AI against Disinformation,repository,European Organization for Nuclear Research,journal,10.1145/3643491.3660277,https://doi.org/10.1145/3643491.3660277,https://doi.org/10.1145/3643491.3660277,https://doi.org/10.1145/3643491.3660277,https://openalex.org/W4399261681,2404.18552,https://arxiv.org/abs/2404.18552,true,true,true,2,Matched generation terms: synthetic image; task terms: detection.,,detection,benchmark,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4378506811,Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,"[""Haiwei Wu"", ""Jiantao Zhou"", ""Shile Zhang""]",2023,2023,2023-05-23,arXiv (Cornell University),arXiv (Cornell University),repository,Cornell University,preprint,10.48550/arxiv.2305.13800,http://arxiv.org/abs/2305.13800,http://arxiv.org/abs/2305.13800,http://arxiv.org/abs/2305.13800,https://openalex.org/W4378506811,2305.13800,https://arxiv.org/abs/2305.13800,true,true,true,2,"Matched generation terms: AI-generated image, synthetic image, generated image; task terms: detection, detect, forensic.",,detection,method,false,false,false,synthetic image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4413144629,Any-Resolution AI-Generated Image Detection by Spectral Learning,"[""Dimitrios Karageorgiou"", ""Symeon Papadopoulos"", ""Ioannis Kompatsiaris"", ""Efstratios Gavves""]",2025,2025,2025-06-10,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,conference,10.1109/cvpr52734.2025.01743,https://doi.org/10.1109/cvpr52734.2025.01743,https://doi.org/10.1109/cvpr52734.2025.01743,https://doi.org/10.1109/cvpr52734.2025.01743,https://openalex.org/W4413144629,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4392209962,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,"[""Md. Zahid Hossain"", ""Farhad Uz Zaman"", ""Md Rakibul Islam""]",2023,2023,2023-12-13,2023 26th International Conference on Computer and Information Technology (ICCIT),2023 26th International Conference on Computer and Information Technology (ICCIT),,,conference,10.1109/iccit60459.2023.10440990,https://doi.org/10.1109/iccit60459.2023.10440990,https://doi.org/10.1109/iccit60459.2023.10440990,https://doi.org/10.1109/iccit60459.2023.10440990,https://openalex.org/W4392209962,,,false,false,true,2,"Matched generation terms: AI-generated image, synthetic image, generated image; task terms: detection, detect.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4390189958,Online Detection of AI-Generated Images,"[""David C. Epstein"", ""Ishan Jain"", ""Oliver Wang"", ""Richard Zhang""]",2023,2023,2023-10-02,2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),,,conference,10.1109/iccvw60793.2023.00045,https://doi.org/10.1109/iccvw60793.2023.00045,https://doi.org/10.1109/iccvw60793.2023.00045,https://doi.org/10.1109/iccvw60793.2023.00045,https://openalex.org/W4390189958,,,false,false,true,2,"Matched generation terms: AI-generated image, synthetic image, generated image; task terms: detection, detector.",,detection,method,false,false,true,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4396886753,Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,"[""Achal Shankar Gupta"", ""Krishan Pratap Shreneter"", ""Smriti Sehgal""]",2024,2024,2024-03-14,"2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","2024 11th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",,,conference,10.1109/icrito61523.2024.10522113,https://doi.org/10.1109/icrito61523.2024.10522113,https://doi.org/10.1109/icrito61523.2024.10522113,https://doi.org/10.1109/icrito61523.2024.10522113,https://openalex.org/W4396886753,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, forensic.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4405845641,Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,"[""Vincenzo De Rosa"", ""Fabrizio Guillaro"", ""Giovanni Poggi"", ""Davide Cozzolino"", ""Luisa Verdoliva""]",2024,2024,2024-12-02,2024 IEEE International Workshop on Information Forensics and Security (WIFS),2024 IEEE International Workshop on Information Forensics and Security (WIFS),repository,European Organization for Nuclear Research,journal,10.1109/wifs61860.2024.10810719,https://doi.org/10.1109/wifs61860.2024.10810719,https://doi.org/10.1109/wifs61860.2024.10810719,https://doi.org/10.1109/wifs61860.2024.10810719,https://openalex.org/W4405845641,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detector, detect, forensic.",,detection,analysis,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4391557868,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,"[""Mingqian Lin"", ""Lin Shang"", ""Xiaoying Gao""]",2023,2023,2023-12-04,2023 IEEE International Conference on Data Mining Workshops (ICDMW),2023 IEEE International Conference on Data Mining Workshops (ICDMW),,,conference,10.1109/icdmw60847.2023.00053,https://doi.org/10.1109/icdmw60847.2023.00053,https://doi.org/10.1109/icdmw60847.2023.00053,https://doi.org/10.1109/icdmw60847.2023.00053,https://openalex.org/W4391557868,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detector, detect, forensic.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4405021796,FAMSeC: A Few-Shot-Sample-Based General AI-Generated Image Detection Method,"[""Juncong Xu"", ""Yang Yang"", ""Han Fang"", ""Honggu Liu"", ""Weiming Zhang""]",2024,2024,2024-12-04,IEEE Signal Processing Letters,IEEE Signal Processing Letters,journal,Institute of Electrical and Electronics Engineers,journal,10.1109/lsp.2024.3511421,https://doi.org/10.1109/lsp.2024.3511421,https://doi.org/10.1109/lsp.2024.3511421,https://doi.org/10.1109/lsp.2024.3511421,https://openalex.org/W4405021796,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image, fake image; task terms: detection, detector.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4393021531,A COMPARATIVE REVIEW OF AI-GENERATED IMAGE DETECTION ACROSS SOCIAL MEDIA PLATFORMS,"[""Anjuman Ara, Md Sajadul Alam, Kamrujjaman & Afia Farjana Mifa""]",2024,2024,2024-02-10,GLOBAL MAINSTREAM JOURNAL,GLOBAL MAINSTREAM JOURNAL,journal,,journal,10.62304/jieet.v3i01.77,https://doi.org/10.62304/jieet.v3i01.77,https://doi.org/10.62304/jieet.v3i01.77,https://doi.org/10.62304/jieet.v3i01.77,https://openalex.org/W4393021531,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detect.",,detection,survey,true,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4413145917,A Bias-Free Training Paradigm for More General AI-generated Image Detection,"[""Fabrizio Guillaro"", ""Giada Zingarini"", ""Ben Usman"", ""Avneesh Sud"", ""Davide Cozzolino"", ""Luisa Verdoliva""]",2025,2025,2025-06-10,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,conference,10.1109/cvpr52734.2025.01741,https://doi.org/10.1109/cvpr52734.2025.01741,https://doi.org/10.1109/cvpr52734.2025.01741,https://doi.org/10.1109/cvpr52734.2025.01741,https://openalex.org/W4413145917,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image, fake image; task terms: detection, detector, detect, forensic.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4409032835,Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,"[""Hui Wang""]",2025,2025,2025-03-11,Informatica,Informatica,journal,Slovenian Society Informatika,journal,10.31449/inf.v49i16.7979,https://doi.org/10.31449/inf.v49i16.7979,https://doi.org/10.31449/inf.v49i16.7979,https://doi.org/10.31449/inf.v49i16.7979,https://openalex.org/W4409032835,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detect.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4388927818,PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,"[""Nan Zhong"", ""Yiran Xu"", ""Li, Sheng"", ""Zhenxing Qian"", ""Xinpeng Zhang""]",2023,2023,2023-11-21,arXiv (Cornell University),arXiv (Cornell University),repository,Cornell University,preprint,10.48550/arxiv.2311.12397,http://arxiv.org/abs/2311.12397,http://arxiv.org/abs/2311.12397,http://arxiv.org/abs/2311.12397,https://openalex.org/W4388927818,2311.12397,https://arxiv.org/abs/2311.12397,true,true,true,2,"Matched generation terms: AI-generated image, generated image, fake image; task terms: detection, detector.",,detection,method,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4409368310,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,"[""Yan Hong"", ""Jianming Feng"", ""Haoxing Chen"", ""Jun Lan"", ""Huijia Zhu"", ""Weiqiang Wang"", ""Jianfu Zhang""]",2025,2025,2025-04-11,Proceedings of the AAAI Conference on Artificial Intelligence,Proceedings of the AAAI Conference on Artificial Intelligence,conference,Association for the Advancement of Artificial Intelligence,conference,10.1609/aaai.v39i4.32363,https://doi.org/10.1609/aaai.v39i4.32363,https://doi.org/10.1609/aaai.v39i4.32363,https://doi.org/10.1609/aaai.v39i4.32363,https://openalex.org/W4409368310,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image, fake image, text-to-image; task terms: detection, detect.",,detection,dataset,false,false,false,AI-generated image detection | generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4400222289,A Sanity Check for AI-generated Image Detection,"[""Shilin Yan"", ""Ouxiang Li"", ""Jiayin Cai"", ""Yanbin Hao"", ""Xiaolong Jiang"", ""Yao Hu"", ""Weidi Xie""]",2024,2024,2024-06-27,arXiv (Cornell University),arXiv (Cornell University),repository,Cornell University,preprint,10.48550/arxiv.2406.19435,http://arxiv.org/abs/2406.19435,http://arxiv.org/abs/2406.19435,http://arxiv.org/abs/2406.19435,https://openalex.org/W4400222289,2406.19435,https://arxiv.org/abs/2406.19435,true,true,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detector, detect.",,detection,method,false,false,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4410228077,Enhanced CNN Architecture with Residual Blocks and Regularization for AI-Generated Image Detection,"[""Jayanti Rout"", ""Minati Mishra""]",2025,2025,2025-03-06,2025 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),2025 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),,,conference,10.1109/iatmsi64286.2025.10985062,https://doi.org/10.1109/iatmsi64286.2025.10985062,https://doi.org/10.1109/iatmsi64286.2025.10985062,https://doi.org/10.1109/iatmsi64286.2025.10985062,https://openalex.org/W4410228077,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image, fake image, text-to-image; task terms: detection, detect.",,detection,method,false,true,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4389325598,Raising the Bar of AI-generated Image Detection with CLIP,"[""Davide Cozzolino"", ""Giovanni Poggi"", ""Riccardo Corvi"", ""Matthias Nießner"", ""Luisa Verdoliva""]",2023,2023,2023-11-30,arXiv (Cornell University),arXiv (Cornell University),repository,Cornell University,preprint,10.48550/arxiv.2312.00195,http://arxiv.org/abs/2312.00195,http://arxiv.org/abs/2312.00195,http://arxiv.org/abs/2312.00195,https://openalex.org/W4389325598,2312.00195,https://arxiv.org/abs/2312.00195,true,true,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection, detector.",,detection,method,false,false,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4407467920,Enhancing AI-Generated Image Detection with a Novel Approach and Comparative Analysis,"[""Stuart Weir"", ""Muhammad Shahbaz Khan"", ""Naghmeh Moradpoor"", ""Jawad Ahmad""]",2024,2024,2024-12-02,2024 17th International Conference on Security of Information and Networks (SIN),2024 17th International Conference on Security of Information and Networks (SIN),repository,Edinburgh Napier University,conference,10.1109/sin63213.2024.10871900,https://doi.org/10.1109/sin63213.2024.10871900,https://doi.org/10.1109/sin63213.2024.10871900,https://doi.org/10.1109/sin63213.2024.10871900,https://openalex.org/W4407467920,,,false,false,true,2,"Matched generation terms: AI-generated image, synthetic image, generated image, fake image; task terms: detection, detect.",,detection,method,false,true,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4402952411,Zero-Shot Detection of AI-Generated Images,"[""Davide Cozzolino"", ""Giovanni Poggi"", ""Matthias Nießner"", ""Luisa Verdoliva""]",2024,2024,2024-09-29,Lecture notes in computer science,Lecture notes in computer science,book series,Springer Science+Business Media,book,10.1007/978-3-031-72649-1_4,https://doi.org/10.1007/978-3-031-72649-1_4,https://doi.org/10.1007/978-3-031-72649-1_4,https://doi.org/10.1007/978-3-031-72649-1_4,https://openalex.org/W4402952411,,,false,false,true,2,"Matched generation terms: AI-generated image, generated image; task terms: detection.",,detection,method,false,false,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
https://openalex.org/W4391987733,WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,"[""Hong, Yan"", ""Jianfu Zhang""]",2024,2024,2024-02-19,arXiv (Cornell University),arXiv (Cornell University),repository,Cornell University,preprint,10.48550/arxiv.2402.11843,http://arxiv.org/abs/2402.11843,http://arxiv.org/abs/2402.11843,http://arxiv.org/abs/2402.11843,https://openalex.org/W4391987733,2402.11843,https://arxiv.org/abs/2402.11843,true,true,true,2,"Matched generation terms: AI-generated image, generated image, fake image; task terms: detection, detector, detect.",,detection,dataset,false,false,false,AI-generated image detection,OpenAlex,true,Automatically extracted OpenAlex candidate; all metadata and preliminary labels require manual review.
