openalex_id,in_scope,author_openalex_id,author_name,author_position,author_order,institution_openalex_id,institution_name,city,country,country_code,ror_id,latitude,longitude,raw_affiliation_text,manual_review,notes
https://openalex.org/W3173170759,false,https://openalex.org/A5068616136,Mahesh Gour,middle,3,https://openalex.org/I91277730,Maulana Azad National Institute of Technology,,,IN,026vtd268,,,"Maulana Azad National Institute of Technology, Bhopal, MP 462003, India",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3173170759,false,https://openalex.org/A5024700369,Swetha Vankudothu,last,4,https://openalex.org/I91277730,Maulana Azad National Institute of Technology,,,IN,026vtd268,,,"Maulana Azad National Institute of Technology, Bhopal, MP 462003, India",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4402915983,true,https://openalex.org/A5085769320,Davide Cozzolino,first,1,https://openalex.org/I4210117450,Federico II University Hospital,,,IT,02jr6tp70,,,University Federico II of Naples,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4402915983,true,https://openalex.org/A5081981044,Giovanni Poggi,middle,2,https://openalex.org/I4210117450,Federico II University Hospital,,,IT,02jr6tp70,,,University Federico II of Naples,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4402915983,true,https://openalex.org/A5048938490,Riccardo Corvi,middle,3,https://openalex.org/I4210117450,Federico II University Hospital,,,IT,02jr6tp70,,,University Federico II of Naples,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4402915983,true,https://openalex.org/A5088583491,Matthias Nießner,middle,4,https://openalex.org/I62916508,Technical University of Munich,,,DE,02kkvpp62,,,Technical University of Munich,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4402915983,true,https://openalex.org/A5080842029,Luisa Verdoliva,last,5,https://openalex.org/I4210117450,Federico II University Hospital,,,IT,02jr6tp70,,,University Federico II of Naples,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4395661501,false,https://openalex.org/A5027872563,Daeeol Park,first,1,https://openalex.org/I141371507,Soongsil University,,,KR,017xnm587,,,"Department of Software, Soongsil University, Seoul, South Korea",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4395661501,false,https://openalex.org/A5086270065,Hyunsik Na,middle,2,https://openalex.org/I141371507,Soongsil University,,,KR,017xnm587,,,"Department of Software, Soongsil University, Seoul, South Korea",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4395661501,false,https://openalex.org/A5053797473,Daeseon Choi,last,3,https://openalex.org/I141371507,Soongsil University,,,KR,017xnm587,,,"Department of Software, Soongsil University, Seoul, South Korea",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4388820663,true,https://openalex.org/A5064061658,Ziyi Xi,first,1,https://openalex.org/I157773358,Sun Yat-sen University,,,CN,0064kty71,,,"Sun Yat-sen University,GuangDong Province Key Laboratory of Information Security Technology,GuangZhou,China | GuangDong Province Key Laboratory of Information Security Technology, Sun Yat-sen University, GuangZhou, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4388820663,true,https://openalex.org/A5103170948,Wenmin Huang,middle,2,https://openalex.org/I157773358,Sun Yat-sen University,,,CN,0064kty71,,,"Sun Yat-sen University,GuangDong Province Key Laboratory of Information Security Technology,GuangZhou,China | GuangDong Province Key Laboratory of Information Security Technology, Sun Yat-sen University, GuangZhou, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4388820663,true,https://openalex.org/A5038676203,Kangkang Wei,middle,3,https://openalex.org/I157773358,Sun Yat-sen University,,,CN,0064kty71,,,"Sun Yat-sen University,GuangDong Province Key Laboratory of Information Security Technology,GuangZhou,China | GuangDong Province Key Laboratory of Information Security Technology, Sun Yat-sen University, GuangZhou, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4388820663,true,https://openalex.org/A5102785655,Weiqi Luo,middle,4,https://openalex.org/I157773358,Sun Yat-sen University,,,CN,0064kty71,,,"Sun Yat-sen University,GuangDong Province Key Laboratory of Information Security Technology,GuangZhou,China | GuangDong Province Key Laboratory of Information Security Technology, Sun Yat-sen University, GuangZhou, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4388820663,true,https://openalex.org/A5069998992,Peijia Zheng,last,5,https://openalex.org/I157773358,Sun Yat-sen University,,,CN,0064kty71,,,"Sun Yat-sen University,GuangDong Province Key Laboratory of Information Security Technology,GuangZhou,China | GuangDong Province Key Laboratory of Information Security Technology, Sun Yat-sen University, GuangZhou, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5100824251,Shaoqing Ren,first,1,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China, Hefei, Anhui, China | University of Science and Technology of China,Hefei,Anhui,China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5100700361,Kaiming He,middle,2,https://openalex.org/I1290206253,Microsoft (United States),,,US,00d0nc645,,,"[Visual Computing group, Microsoft Research, Beijing, China]",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5100700361,Kaiming He,middle,2,https://openalex.org/I4210113369,Microsoft Research Asia (China),,,CN,0300m5276,,,"Visual Computing Group, Microsoft Research, Beijing, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5049246408,Ross Girshick,middle,3,https://openalex.org/I4210114444,Meta (United States),,,US,01zbnvs85,,,"Facebook AI Research, Seattle, WA 98109 | Facebook AI Research, Seattle, WA 98109#TAB#",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5101425421,Jian Sun,last,4,https://openalex.org/I1290206253,Microsoft (United States),,,US,00d0nc645,,,"[Visual Computing group, Microsoft Research, Beijing, China]",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W639708223,false,https://openalex.org/A5101425421,Jian Sun,last,4,https://openalex.org/I4210113369,Microsoft Research Asia (China),,,CN,0300m5276,,,"Visual Computing Group, Microsoft Research, Beijing, China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5100418321,Zhendong Wang,first,1,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China,CAS Key Laboratory of GIPAS,EEIS Department | EEIS Department, CAS Key Laboratory of GIPAS, University of Science and Technology of China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5101369681,Jianmin Bao,middle,2,https://openalex.org/I4210113369,Microsoft Research Asia (China),,,CN,0300m5276,,,Microsoft Research Asia,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5046805800,Wengang Zhou,middle,3,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China,CAS Key Laboratory of GIPAS,EEIS Department | EEIS Department, CAS Key Laboratory of GIPAS, University of Science and Technology of China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5046805800,Wengang Zhou,middle,3,https://openalex.org/I4210105595,Institute of Art,,,PL,017fyx225,,,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5046805800,Wengang Zhou,middle,3,https://openalex.org/I4210137491,National Science Centre,,,PL,03ha2q922,,,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5101417440,Weilun Wang,middle,4,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China,CAS Key Laboratory of GIPAS,EEIS Department | EEIS Department, CAS Key Laboratory of GIPAS, University of Science and Technology of China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5035950233,Hezhen Hu,middle,5,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China,CAS Key Laboratory of GIPAS,EEIS Department | EEIS Department, CAS Key Laboratory of GIPAS, University of Science and Technology of China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5100420451,Hong Chen,middle,6,,,,,,,,,Merchants Union Consumer Finance Company,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. Structured institution missing; preserved raw affiliation text for manual resolution."
https://openalex.org/W4390873235,true,https://openalex.org/A5078141810,Houqiang Li,last,7,https://openalex.org/I126520041,University of Science and Technology of China,,,CN,04c4dkn09,,,"University of Science and Technology of China,CAS Key Laboratory of GIPAS,EEIS Department | EEIS Department, CAS Key Laboratory of GIPAS, University of Science and Technology of China",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5078141810,Houqiang Li,last,7,https://openalex.org/I4210105595,Institute of Art,,,PL,017fyx225,,,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W4390873235,true,https://openalex.org/A5078141810,Houqiang Li,last,7,https://openalex.org/I4210137491,National Science Centre,,,PL,03ha2q922,,,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W1686810756,false,https://openalex.org/A5004625775,Karen Simonyan,first,1,https://openalex.org/I40120149,University of Oxford,,,GB,052gg0110,,,"University of Oxford, Oxford, United Kingdom",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W1686810756,false,https://openalex.org/A5057678172,Andrew Zisserman,last,2,https://openalex.org/I40120149,University of Oxford,,,GB,052gg0110,,,"University of Oxford, Oxford, United Kingdom",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5062208799,Luis Álvarez,first,1,https://openalex.org/I119635470,Universidad de Las Palmas de Gran Canaria,,,ES,01teme464,,,"Departamento de Informatica y Sistemas, Universidad de Las Palmas, Avenida Maritima del Sur s/n, 35016 Las Palmas, Spain",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5062208799,Luis Álvarez,first,1,https://openalex.org/I56435720,Université Paris Dauphine-PSL,,,FR,052bz7812,,,"Ceremade, Universite Paris-Dauphine, Place de Lattre de Tassigny, 75775 Paris Cedex 16, France",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5110164014,Pierre-Louis Lions,middle,2,https://openalex.org/I119635470,Universidad de Las Palmas de Gran Canaria,,,ES,01teme464,,,"Departamento de Informatica y Sistemas, Universidad de Las Palmas, Avenida Maritima del Sur s/n, 35016 Las Palmas, Spain",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5110164014,Pierre-Louis Lions,middle,2,https://openalex.org/I56435720,Université Paris Dauphine-PSL,,,FR,052bz7812,,,"Ceremade, Universite Paris-Dauphine, Place de Lattre de Tassigny, 75775 Paris Cedex 16, France",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5057798674,Jean‐Michel Morel,last,3,https://openalex.org/I119635470,Universidad de Las Palmas de Gran Canaria,,,ES,01teme464,,,"Departamento de Informatica y Sistemas, Universidad de Las Palmas, Avenida Maritima del Sur s/n, 35016 Las Palmas, Spain",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2146052399,false,https://openalex.org/A5057798674,Jean‐Michel Morel,last,3,https://openalex.org/I56435720,Université Paris Dauphine-PSL,,,FR,052bz7812,,,"Ceremade, Universite Paris-Dauphine, Place de Lattre de Tassigny, 75775 Paris Cedex 16, France",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3011612142,false,https://openalex.org/A5041731669,Francine Catté,first,1,,,,,,,,,,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. No affiliation information provided by OpenAlex for this authorship."
https://openalex.org/W3011612142,false,https://openalex.org/A5110164014,Pierre-Louis Lions,middle,2,,,,,,,,,,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. No affiliation information provided by OpenAlex for this authorship."
https://openalex.org/W3011612142,false,https://openalex.org/A5057798674,Jean‐Michel Morel,middle,3,,,,,,,,,,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. No affiliation information provided by OpenAlex for this authorship."
https://openalex.org/W3011612142,false,https://openalex.org/A5018862249,Tomeu Coll,last,4,,,,,,,,,,true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually. No affiliation information provided by OpenAlex for this authorship."
https://openalex.org/W2150134853,false,https://openalex.org/A5026825380,Pietro Perona,first,1,https://openalex.org/I95457486,"University of California, Berkeley",,,US,01an7q238,,,"Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2150134853,false,https://openalex.org/A5001594573,Jitendra Malik,last,2,https://openalex.org/I95457486,"University of California, Berkeley",,,US,01an7q238,,,"Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2811414481,true,https://openalex.org/A5038286261,Francesco Marra,first,1,https://openalex.org/I71267560,University of Naples Federico II,,,IT,05290cv24,,,"Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2811414481,true,https://openalex.org/A5038476909,Diego Gragnaniello,middle,2,https://openalex.org/I71267560,University of Naples Federico II,,,IT,05290cv24,,,"Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2811414481,true,https://openalex.org/A5085769320,Davide Cozzolino,middle,3,https://openalex.org/I71267560,University of Naples Federico II,,,IT,05290cv24,,,"Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2811414481,true,https://openalex.org/A5080842029,Luisa Verdoliva,last,4,https://openalex.org/I71267560,University of Naples Federico II,,,IT,05290cv24,,,"Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5101827982,Changhee Han,first,1,https://openalex.org/I184597095,National Institute of Informatics,,,JP,04ksd4g47,,,"Research Center for Medical Big Data, National Institute of Informatics, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5101827982,Changhee Han,first,1,https://openalex.org/I241749,University of Cambridge,,,GB,013meh722,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5101827982,Changhee Han,first,1,https://openalex.org/I4210090013,Cambridge School,,,PT,006k1pa70,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5101827982,Changhee Han,first,1,https://openalex.org/I4210096386,Bridge University,,,SS,00cbm0437,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5101827982,Changhee Han,first,1,https://openalex.org/I74801974,The University of Tokyo,,,JP,057zh3y96,,,"Machine Perception Group, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5081459146,Leonardo Rundo,middle,2,https://openalex.org/I241749,University of Cambridge,,,GB,013meh722,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5081459146,Leonardo Rundo,middle,2,https://openalex.org/I4210089382,Cancer Research UK Cambridge Center,,,GB,0068m0j38,,,"Cancer Research UK Cambridge Institute, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5081459146,Leonardo Rundo,middle,2,https://openalex.org/I4210090013,Cambridge School,,,PT,006k1pa70,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5081459146,Leonardo Rundo,middle,2,https://openalex.org/I4210096386,Bridge University,,,SS,00cbm0437,,,"Department of Radiology, University of Cambridge, Cambridge, U.K",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5081459146,Leonardo Rundo,middle,2,https://openalex.org/I66752286,University of Milano-Bicocca,,,IT,01ynf4891,,,"Department of Informatics, Systems and Communication, University of Milano-Bicocca, Milan, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5072874208,Ryosuke Araki,middle,3,https://openalex.org/I184937672,Chubu University,,,JP,02sps0775,,,"Machine Perception and Robotics Group, Graduate School of Engineering, Chubu University, Kasugai, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5056963377,Yudai Nagano,middle,4,https://openalex.org/I74801974,The University of Tokyo,,,JP,057zh3y96,,,"Machine Perception Group, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5102383633,Yujiro Furukawa,middle,5,https://openalex.org/I115498069,Jikei University School of Medicine,,,JP,039ygjf22,,,"Department of Psychiatry, Jikei University School of Medicine, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5073163964,Giancarlo Mauri,middle,6,https://openalex.org/I66752286,University of Milano-Bicocca,,,IT,01ynf4891,,,"Department of Informatics, Systems and Communication, University of Milano-Bicocca, Milan, Italy",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5050229964,Hideki Nakayama,middle,7,https://openalex.org/I74801974,The University of Tokyo,,,JP,057zh3y96,,,"International Research Center for Neurointelligence (WPI-IRCN), Institutes for Advanced Study, The University of Tokyo, Tokyo, Japan | Machine Perception Group, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5018884738,Hideaki Hayashi,last,8,https://openalex.org/I135598925,Kyushu University,,,JP,00p4k0j84,,,"Department of Advanced Information Technology, Human Interface Laboratory, Kyushu University, Fukuoka, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W2981036610,false,https://openalex.org/A5018884738,Hideaki Hayashi,last,8,https://openalex.org/I184597095,National Institute of Informatics,,,JP,04ksd4g47,,,"Research Center for Medical Big Data, National Institute of Informatics, Tokyo, Japan",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5022455158,Chitwan Saharia,first,1,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5053018827,Jonathan Ho,middle,2,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5102811560,William Chan,middle,3,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5082512329,Tim Salimans,middle,4,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5035123135,David J. Fleet,middle,5,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3155072588,false,https://openalex.org/A5103947107,Mohammad Norouzi,last,6,https://openalex.org/I1291425158,Google (United States),,,US,00njsd438,,,"Google Research, Brain Team, USA",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
https://openalex.org/W3172557238,false,https://openalex.org/A5045311370,William Thielicke,first,1,https://openalex.org/I166433441,Hochschule Bremen,,,DE,04f7jc139,,,"Biomimetics-Innovations-Center, City University of Applied Sciences Bremen",true,"Automatically extracted OpenAlex authorship/affiliation candidate; verify the author, institution, and location manually."
