batch,title,year,match_status,best_match_title,best_match_year,similarity,openalex_url,doi,publication_venue,publication_type,notes,review_decision,review_notes
top50,The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,2026,weak_match,Cybersecurity challenges in vehicular communications,2019,0.436,https://openalex.org/W2992860123,https://doi.org/10.1016/j.vehcom.2019.100214,Vehicular Communications,journal,,include,
top50,Training-free Detection of Text-to-video Generations via Over-coherence,2026,weak_match,"Survey of the State of the Art in Natural Language Generation: Core tasks, applications and evaluation",2018,0.363,https://openalex.org/W2604799547,https://doi.org/10.1613/jair.5477,Journal of Artificial Intelligence Research,journal,,include,
top50,Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,weak_match,"A survey of safety and trustworthiness of deep neural networks: Verification, testing, adversarial attack and defence, and interpretability",2020,0.371,https://openalex.org/W3036286896,https://doi.org/10.1016/j.cosrev.2020.100270,Computer Science Review,journal,,include,
top50,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,weak_match,A foundation model for generalizable disease detection from retinal images,2023,0.452,https://openalex.org/W4386697749,https://doi.org/10.1038/s41586-023-06555-x,Nature,journal,,include,
next50,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,weak_match,Towards trustworthy LLMs: a review on debiasing and dehallucinating in large language models,2024,0.418,https://openalex.org/W4401484139,https://doi.org/10.1007/s10462-024-10896-y,Artificial Intelligence Review,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part1_rerun,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,weak_match,Deep Learning-Based Change Detection in Remote Sensing Images: A Review,2022,0.482,https://openalex.org/W4213124617,https://doi.org/10.3390/rs14040871,Remote Sensing,journal,Best result from 1 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output.,,
part1_rerun,An Adversarial Approach for Anti-Detection of AI Generated Images through Sample Generation,2025,weak_match,Application of generative adversarial networks (GAN) for ophthalmology image domains: a survey,2022,0.396,https://openalex.org/W4210482911,https://doi.org/10.1186/s40662-022-00277-3,Eye and Vision,journal,Best result from 1 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output.,,
part1_rerun,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,weak_match,Comparative Protein Structure Modeling Using MODELLER,2016,0.352,https://openalex.org/W4211196614,https://doi.org/10.1002/cpbi.3,Current Protocols in Bioinformatics,journal,Best result from 2 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output. 1 query variant(s) failed.,,
top50,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,2025,weak_match,Autonomous self-healing organic crystals for nonlinear optics,2023,0.479,https://openalex.org/W4387764609,https://doi.org/10.1038/s41467-023-42131-7,Nature Communications,journal,,include,
next50,Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,weak_match,On instabilities of deep learning in image reconstruction and the potential costs of AI,2020,0.379,https://openalex.org/W2911290743,https://doi.org/10.1073/pnas.1907377117,Proceedings of the National Academy of Sciences,conference,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part1_rerun,Bridging the Gap Between Ideal and Real-world Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,2025,weak_match,Performance of ChatGPT on USMLE: Potential for AI-assisted medical education using large language models,2023,0.407,https://openalex.org/W4319662928,https://doi.org/10.1371/journal.pdig.0000198,PLOS Digital Health,journal,Best result from 3 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output.,,
top50,Detecting Origin Attribution for Text-to-Image Diffusion Models,2025,weak_match,“ <i>They</i> Did It”: The Effects of Emotionalized Blame Attribution in Populist Communication,2016,0.377,https://openalex.org/W2419616447,https://doi.org/10.1177/0093650216644026,Communication Research,journal,,include,
next50,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,weak_match,A Review of Generalized Zero-Shot Learning Methods,2022,0.486,https://openalex.org/W4285787895,https://doi.org/10.1109/tpami.2022.3191696,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,"FLODA: Harnessing Vision-Language Models for Deepfake Assessment. ICCE, 2025",2025,weak_match,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,2026,0.350,https://openalex.org/W7128592463,https://doi.org/10.3390/engproc2026123032,,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part1_rerun,FragFake: A Dataset for Fine-Grained Detection of Edited Images with Vision Language Models. 20250x0x,2025,no_match,,,,,,,,No OpenAlex results for retry title variants.,,
top50,FreqCross: A Multi-Modal Frequency-Spatial Fusion Network for Robust Detection of Stable Diffusion 3.5 Generated Images. 20250708,2025,no_match,,,,,,,,No OpenAlex result,include,
next50,Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,weak_match,Deep learning for deepfakes creation and detection: A survey,2022,0.412,https://openalex.org/W4288102863,https://doi.org/10.1016/j.cviu.2022.103525,Computer Vision and Image Understanding,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,Generalized Design Choices for Deepfake Detectors,2025,weak_match,A Robust Approach to Multimodal Deepfake Detection,2023,0.404,https://openalex.org/W4381140704,https://doi.org/10.3390/jimaging9060122,Journal of Imaging,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part1_rerun,"Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts. GenAIDetect, 2025",2025,weak_match,GenAI Content Detection Task 3: Cross-Domain Machine-Generated Text Detection Challenge,2025,0.404,https://openalex.org/W4406486042,https://doi.org/10.48550/arxiv.2501.08913,ArXiv.org,preprint,Best result from 2 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output.,,
part1_rerun,Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,weak_match,Artificial Intelligence in Education: A Review,2020,0.649,https://openalex.org/W3017131514,https://doi.org/10.1109/access.2020.2988510,IEEE Access,journal,Best result from 2 conservative retry title variant(s). Only match_status=yes is eligible for import-ready output. 1 query variant(s) failed.,,
next50,"LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains. PST, 2025",2025,weak_match,"Surface Plasmon Resonance-Based Biodetection Systems: Principles, Progress and Applications—A Comprehensive Review",2025,0.409,https://openalex.org/W4406214566,https://doi.org/10.3390/bios15010035,Biosensors,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
top50,Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,2025,weak_match,Transductive Zero-Shot Action Recognition by Word-Vector Embedding,2017,0.438,https://openalex.org/W2560129302,https://doi.org/10.1007/s11263-016-0983-5,International Journal of Computer Vision,journal,,include,
part2,No Detector to Rule Them All,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'No Detector to Rule Them All': Could not fetch https://api.openalex.org/works?search=No+Detector+to+Rule+Them+All&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?': Could not fetch https://api.openalex.org/works?search=Organic+or+Diffused%3A+Can+We+Distinguish+Human+Art+from+AI-generated+Images%3F&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Organic or Diffused Can We Distinguish Human Art from AI-generated Images': Could not fetch https://api.openalex.org/works?search=Organic+or+Diffused+Can+We+Distinguish+Human+Art+from+AI-generated+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
next50,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,weak_match,Guaranteed Non-Orthogonal Tensor Decomposition via Alternating Rank-$1$ Updates,2014,0.481,https://openalex.org/W1955967056,https://doi.org/10.48550/arxiv.1402.5180,arXiv (Cornell University),preprint,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,weak_match,Multi-Sensor Fusion in Automated Driving: A Survey,2019,0.348,https://openalex.org/W2996945478,https://doi.org/10.1109/access.2019.2962554,IEEE Access,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,weak_match,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,2026,0.476,https://openalex.org/W7164447787,,arXiv (Cornell University),journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part2,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors': Could not fetch https://api.openalex.org/works?search=RAID%3A+A+Dataset+for+Testing+the+Adversarial+Robustness+of+AI-Generated+Image+Detectors&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'RAID A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors': Could not fetch https://api.openalex.org/works?search=RAID+A+Dataset+for+Testing+the+Adversarial+Robustness+of+AI-Generated+Image+Detectors&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images': Could not fetch https://api.openalex.org/works?search=RealHD%3A+A+High-Quality+Dataset+for+Robust+Detection+of+State-of-the-Art+AI-Generated+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'RealHD A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images': Could not fetch https://api.openalex.org/works?search=RealHD+A+High-Quality+Dataset+for+Robust+Detection+of+State-of-the-Art+AI-Generated+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
next50,"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,weak_match,Exploring the Advancements and Challenges of Deepfake Face-swap: A Survey,2026,0.264,https://openalex.org/W7125510782,https://doi.org/10.1007/s11042-026-21285-8,Multimedia Tools and Applications,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part2,Rich and Poor Texture Contrast: A Simple yet Effective Approach for AI-generated Image Detection,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'Rich and Poor Texture Contrast: A Simple yet Effective Approach for AI-generated Image Detection': Could not fetch https://api.openalex.org/works?search=Rich+and+Poor+Texture+Contrast%3A+A+Simple+yet+Effective+Approach+for+AI-generated+Image+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Rich and Poor Texture Contrast A Simple yet Effective Approach for AI-generated Image Detection': Could not fetch https://api.openalex.org/works?search=Rich+and+Poor+Texture+Contrast+A+Simple+yet+Effective+Approach+for+AI-generated+Image+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Rich and Poor Texture Contrast': Could not fetch https://api.openalex.org/works?search=Rich+and+Poor+Texture+Contrast&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion': Could not fetch https://api.openalex.org/works?search=Sanitizing+Diffusion-Generated+Images+via+Fingerprint+Removal+and+Adversarial+Perturbation+for+Forensic+Evasion&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
next50,"Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency. ICMR, 2025",2025,weak_match,Enhancing EEG Decoding with Selective Augmentation Integration,2026,0.293,https://openalex.org/W7119478889,https://doi.org/10.3390/s26020399,Sensors,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,"Simple Detection of AI-Generated Images based on Noise Correlation. AMLDS, 2025",2025,weak_match,Multi-modal texture fusion network for detecting AI-generated images,2025,0.467,https://openalex.org/W4415418960,https://doi.org/10.3389/frai.2025.1663292,Frontiers in Artificial Intelligence,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
top50,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,weak_match,A Survey on the Use of Large Language Models (LLMs) in Fake News,2024,0.410,https://openalex.org/W4401974878,https://doi.org/10.3390/fi16080298,Future Internet,journal,,include,
next50,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,weak_match,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,0.325,https://openalex.org/W4387377174,https://doi.org/10.3390/app131910980,Applied Sciences,journal,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part2,Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model': Could not fetch https://api.openalex.org/works?search=Stealthdiffusion%3A+Towards+evading+diffusion+forensic+detection+through+diffusion+model&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Stealthdiffusion Towards evading diffusion forensic detection through diffusion model': Could not fetch https://api.openalex.org/works?search=Stealthdiffusion+Towards+evading+diffusion+forensic+detection+through+diffusion+model&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
next50,Task-aligned prompting improves zero-shot detection of AI-generated images by Vision-Language Models,2025,weak_match,A Survey of Large Language Models,2026,0.449,https://openalex.org/W4362515116,https://doi.org/10.1007/s11704-026-60308-3,Frontiers of Computer Science,preprint,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,weak_match,"Bad Actor, Good Advisor: Exploring the Role of Large Language Models in Fake News Detection",2024,0.458,https://openalex.org/W4393160654,https://doi.org/10.1609/aaai.v38i20.30214,Proceedings of the AAAI Conference on Artificial Intelligence,conference,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
part2,Towards the Detection of Diffusion Model Deepfakes cite: 100+ Ruhr University Bochum,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'Towards the Detection of Diffusion Model Deepfakes cite: 100+ Ruhr University Bochum': Could not fetch https://api.openalex.org/works?search=Towards+the+Detection+of+Diffusion+Model+Deepfakes+cite%3A+100%2B+Ruhr+University+Bochum&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Towards the Detection of Diffusion Model Deepfakes Ruhr University Bochum': Could not fetch https://api.openalex.org/works?search=Towards+the+Detection+of+Diffusion+Model+Deepfakes+Ruhr+University+Bochum&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Towards the Detection of Diffusion Model Deepfakes cite': Could not fetch https://api.openalex.org/works?search=Towards+the+Detection+of+Diffusion+Model+Deepfakes+cite&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,query_failed,,,,,,,,OpenAlex retry queries failed: 'UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization': Could not fetch https://api.openalex.org/works?search=UniAIDet%3A+A+Unified+and+Universal+Benchmark+for+AI-Generated+Image+Content+Detection+and+Localization&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'UniAIDet A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization': Could not fetch https://api.openalex.org/works?search=UniAIDet+A+Unified+and+Universal+Benchmark+for+AI-Generated+Image+Content+Detection+and+Localization&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,2025,query_failed,,,,,,,,"OpenAlex retry queries failed: 'Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content': Could not fetch https://api.openalex.org/works?search=Where%E2%80%99s+the+liability+in+the+Generative+Era%3F+Recovery-based+Black-Box+Detection+of+AI-Generated+Content&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | ""Where's the liability in the Generative Era Recovery-based Black-Box Detection of AI-Generated Content"": Could not fetch https://api.openalex.org/works?search=Where%27s+the+liability+in+the+Generative+Era+Recovery-based+Black-Box+Detection+of+AI-Generated+Content&sort=relevance_score%3Adesc&per-page=10: HTTP 429",include,
part2,AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error': Could not fetch https://api.openalex.org/works?search=AEROBLADE%3A+Training-Free+Detection+of+Latent+Diffusion+Images+Using+Autoencoder+Reconstruction+Error&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'AEROBLADE Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error': Could not fetch https://api.openalex.org/works?search=AEROBLADE+Training-Free+Detection+of+Latent+Diffusion+Images+Using+Autoencoder+Reconstruction+Error&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Are CLIP features all you need for Universal Synthetic Image Origin Attribution?,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'Are CLIP features all you need for Universal Synthetic Image Origin Attribution?': Could not fetch https://api.openalex.org/works?search=Are+CLIP+features+all+you+need+for+Universal+Synthetic+Image+Origin+Attribution%3F&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Are CLIP features all you need for Universal Synthetic Image Origin Attribution': Could not fetch https://api.openalex.org/works?search=Are+CLIP+features+all+you+need+for+Universal+Synthetic+Image+Origin+Attribution&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection': Could not fetch https://api.openalex.org/works?search=CLIPping+the+Deception%3A+Adapting+Vision-Language+Models+for+Universal+Deepfake+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'CLIPping the Deception Adapting Vision-Language Models for Universal Deepfake Detection': Could not fetch https://api.openalex.org/works?search=CLIPping+the+Deception+Adapting+Vision-Language+Models+for+Universal+Deepfake+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities': Could not fetch https://api.openalex.org/works?search=Contrasting+Deepfakes+Diffusion+via+Contrastive+Learning+and+Global-Local+Similarities&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles': Could not fetch https://api.openalex.org/works?search=D4%3A+Detection+of+Adversarial+Diffusion+Deepfakes+Using+Disjoint+Ensembles&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'D4 Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles': Could not fetch https://api.openalex.org/works?search=D4+Detection+of+Adversarial+Diffusion+Deepfakes+Using+Disjoint+Ensembles&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Detecting Computer-Generated Images by Using Only Real Images,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'Detecting Computer-Generated Images by Using Only Real Images': Could not fetch https://api.openalex.org/works?search=Detecting+Computer-Generated+Images+by+Using+Only+Real+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Detecting Image Attribution for Text-to-Image Diffusion Models in RGB and Beyond,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'Detecting Image Attribution for Text-to-Image Diffusion Models in RGB and Beyond': Could not fetch https://api.openalex.org/works?search=Detecting+Image+Attribution+for+Text-to-Image+Diffusion+Models+in+RGB+and+Beyond&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics': Could not fetch https://api.openalex.org/works?search=Did+You+Note+My+Palette%3F+Unveiling+Synthetic+Images+Through+Color+Statistics&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'Did You Note My Palette Unveiling Synthetic Images Through Color Statistics': Could not fetch https://api.openalex.org/works?search=Did+You+Note+My+Palette+Unveiling+Synthetic+Images+Through+Color+Statistics&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
part2,"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",2024,query_failed,,,,,,,,"OpenAlex retry queries failed: 'DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection': Could not fetch https://api.openalex.org/works?search=DistilDIRE%3A+A+Small%2C+Fast%2C+Cheap+and+Lightweight+Diffusion+Synthesized+Deepfake+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'DistilDIRE A Small Fast Cheap and Lightweight Diffusion Synthesized Deepfake Detection': Could not fetch https://api.openalex.org/works?search=DistilDIRE+A+Small+Fast+Cheap+and+Lightweight+Diffusion+Synthesized+Deepfake+Detection&sort=relevance_score%3Adesc&per-page=10: HTTP 429",,
part2,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,query_failed,,,,,,,,OpenAlex retry queries failed: 'DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images': Could not fetch https://api.openalex.org/works?search=DRCT%3A+Diffusion+Reconstruction+Contrastive+Training+towards+Universal+Detection+of+Diffusion+Generated+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429 | 'DRCT Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images': Could not fetch https://api.openalex.org/works?search=DRCT+Diffusion+Reconstruction+Contrastive+Training+towards+Universal+Detection+of+Diffusion+Generated+Images&sort=relevance_score%3Adesc&per-page=10: HTTP 429,,
batch2,Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch5,"Fake-GPT: Detecting Fake Image via Large Language Model. PRCV, 2024",2024,weak_match,VidGuard-R1: AI-Generated Video Detection and Explanation via Reasoning MLLMs and RL,2025,0.391,https://openalex.org/W4414928227,https://doi.org/10.48550/arxiv.2510.02282,ArXiv.org,preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Faster Than Lies: Real-time Deepfake Detection using Binary Neural Networks,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,FIDAVL: Fake Image Detection and Attribution using Vision-Language Model,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Frequency-Aware Deepfake Detection: Improving Generalizability through Frequency Space Domain Learning,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Frequency Masking for Universal Deepfake Detection,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,How to Trace Latent Generative Model Generated Images without Artificial Watermark?,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch5,ImagiNet: A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,2024,weak_match,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,0.709,https://openalex.org/W4402963808,https://doi.org/10.48550/arxiv.2407.20020,arXiv (Cornell University),preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch5,Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,weak_match,Testing of detection tools for AI-generated text,2023,0.533,https://openalex.org/W4390175962,https://doi.org/10.1007/s40979-023-00146-z,International Journal for Educational Integrity,journal,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,ManiFPT: Defining and Analyzing Fingerprints of Generative Models,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,MaskSim: Detection of synthetic images by masked spectrum similarity analysis,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
