title,year,normalized_title,openalex_url,doi,author,author_position,raw_affiliation,institution,city,region,country,country_code,latitude,longitude,institution_source,confidence,needs_manual_review,notes
Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,2023,generalizable synthetic image detection via language guided contrastive learning,https://openalex.org/W4378506811,10.48550/arxiv.2305.13800,Haiwei Wu,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,2023,generalizable synthetic image detection via language guided contrastive learning,https://openalex.org/W4378506811,10.48550/arxiv.2305.13800,Jiantao Zhou,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Generalizable Synthetic Image Detection via Language-guided Contrastive Learning,2023,generalizable synthetic image detection via language guided contrastive learning,https://openalex.org/W4378506811,10.48550/arxiv.2305.13800,Shile Zhang,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Yunpeng Luo,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Junlong Du,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Ke Yan,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
LaRE^2: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,2024,lare 2 latent reconstruction error based method for diffusion generated image detection,https://openalex.org/W4393284560,10.48550/arxiv.2403.17465,Shouhong Ding,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Exposing the Fake: Effective Diffusion-Generated Images Detection,2024,exposing the fake effective diffusion generated images detection,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,Ruipeng Ma,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Exposing the Fake: Effective Diffusion-Generated Images Detection,2024,exposing the fake effective diffusion generated images detection,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,Jinhao Duan,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Exposing the Fake: Effective Diffusion-Generated Images Detection,2024,exposing the fake effective diffusion generated images detection,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,Fei Kong,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Exposing the Fake: Effective Diffusion-Generated Images Detection,2024,exposing the fake effective diffusion generated images detection,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,Xiaoshuang Shi,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Exposing the Fake: Effective Diffusion-Generated Images Detection,2024,exposing the fake effective diffusion generated images detection,https://openalex.org/W4384268537,10.48550/arxiv.2307.06272,Kaidi Xu,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Xu Guo,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Chenhao Lin,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Shuai Liu,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Chao Shen,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Hang Wang,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Zhengyu Zhao,6,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Breaking Semantic Artifacts for Generalized AI-generated Image Detection,2024,breaking semantic artifacts for generalized ai generated image detection,https://openalex.org/W4415797310,10.52202/079017-1903,Chende Zheng,7,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Single Simple Patch is All You Need for AI-generated Image Detection,2024,a single simple patch is all you need for ai generated image detection,https://openalex.org/W4391555851,10.48550/arxiv.2402.01123,Jiaxuan Chen,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Single Simple Patch is All You Need for AI-generated Image Detection,2024,a single simple patch is all you need for ai generated image detection,https://openalex.org/W4391555851,10.48550/arxiv.2402.01123,Jieteng Yao,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Single Simple Patch is All You Need for AI-generated Image Detection,2024,a single simple patch is all you need for ai generated image detection,https://openalex.org/W4391555851,10.48550/arxiv.2402.01123,Li Niu,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Nan Zhong,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Yiran Xu,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,"Li, Sheng",3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Zhenxing Qian,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2024,patchcraft exploring texture patch for efficient ai generated image detection,https://openalex.org/W4388927818,10.48550/arxiv.2311.12397,Xinpeng Zhang,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Zhiyuan He,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Pin‐Yu Chen,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
RIGID: A Training-free and Model-Agnostic Framework for Robust AI-Generated Image Detection,2024,rigid a training free and model agnostic framework for robust ai generated image detection,https://openalex.org/W4399252995,10.48550/arxiv.2405.20112,Tsung-Yi Ho,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Shilin Yan,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Ouxiang Li,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Jiayin Cai,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Yanbin Hao,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Xiaolong Jiang,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Yao Hu,6,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
A Sanity Check for AI-generated Image Detection,2025,a sanity check for ai generated image detection,https://openalex.org/W4400222289,10.48550/arxiv.2406.19435,Weidi Xie,7,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Moyang Guo,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Yuepeng Hu,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Zhengyuan Jiang,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Zeyu Li,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Amir Sadovnik,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Arka Daw,6,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
AI-generated Image Detection: Passive or Watermark?,2024,ai generated image detection passive or watermark,https://openalex.org/W4404649743,10.48550/arxiv.2411.13553,Neil Zhenqiang Gong,7,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Mingjian Zhu,1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Hanting Chen,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Qiangyu Yan,3,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Xudong Huang,4,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Guanyu Lin,5,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Wei Li,6,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Zhijun Tu,7,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Hailin Hu,8,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Jie Hu,9,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
Genimage: A million-scale benchmark for detecting ai-generated image,2023,genimage a million scale benchmark for detecting ai generated image,https://openalex.org/W4380993529,10.48550/arxiv.2306.08571,Yunhe Wang,10,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,wildfake a large scale challenging dataset for ai generated images detection,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,"Hong, Yan",1,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
WildFake: A Large-scale Challenging Dataset for AI-Generated Images Detection,2025,wildfake a large scale challenging dataset for ai generated images detection,https://openalex.org/W4391987733,10.48550/arxiv.2402.11843,Jianfu Zhang,2,,,,,,,,,,unresolved,yes,Local candidate metadata supplies paper/author identity but no affiliation or institution evidence; needs_check.
