candidate_id,canonical_title,year,venue,doi,arxiv_id,openalex_id,primary_evidence_url,primary_policy_cluster,previous_provisional_outcome,policy_outcome,primary_exclusion_reason,approved_policy_ids,mechanism_assessment,policy_rationale,evidence_review_question,manual_review,independent_passive_exception_verified,evidence_basis,scope_evidence,original_audit_status
audit:3b7fe82da01522f0,Through the Lens: Benchmarking Deepfake Detectors Against Moiré-Induced Distortions,2026,Advances in Neural Information Processing Systems,10.52202/085713-2740,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/75c4f24bf8a51f0b0870f0f9bceea4ea-Abstract-Datasets_and_Benchmarks_Track.html,MODALITY,PAPER_SPECIFIC_REVIEW,POLICY_EXCLUDE,VIDEO_ONLY_DEEPFAKE,P2;P7,VIDEO_OR_AUDIOVISUAL,"The saved contribution is video/temporal or audio-visual deepfake detection, with no substantive general synthetic-image forensic contribution. Individual frames do not make the task eligible.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Deepfake detection remains a pressing challenge, particularly in real-world settings where smartphone-captured media from digital screens often introduces Moiré artifacts that can distort detection outcomes. This study systematically evaluates state-of-the-art (SOTA) deepfake detectors on Moiré-affected videos—an issue that has received little attention. We collected a dataset of 12,832 videos, spanning 35.64 hours, from Celeb-DF, DFD, DFDC, UADFV, and FF++ datasets, capturing footage under diverse real-world conditions, including varying screens, smartphones, lighting setups, and camera angles. To further examine the influence of Moiré patterns on deepfake detection, we conducted additional experiments using our DeepMoiréFake, referred to as (DMF) dataset, and two synthetic Moiré generation techniques. Across 15 top-performing detectors, our results show that Moiré artifacts degrade performance by as much as 25.4\%, while synthetically generated Moiré patterns lead to a 21.4\% drop in accuracy. Surprisingly, demoiréing methods, intended as a mitigation approach, instead worsened the problem, reducing accuracy by up to 16\%. These findings underscore the urgent need for detection models that can robustly handle Moiré distortions alongside other real-world challenges, such as compression, sharpening, and blurring. By introducing the DMF dataset, we aim to drive future research toward closing the gap between controlled experiments and practical deepfake detection.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:3be864bb29fef423,AdaIFL: Adaptive Image Forgery Localization via a Dynamic and Importance-aware Transformer Network,2024,ECCV 2024 and earlier proceedings,,,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6023_ECCV_2024_paper.php,IMAGE,PAPER_SPECIFIC_REVIEW,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.",Does AdaIFL evaluate generative inpainting/editing or partially synthesized images separately from classical tampering? Identify those datasets and results.,true,false,saved primary abstract/summary and original inventory; no new literature search,"""The rapid development of image processing and manipulation techniques poses unprecedented challenges in multimedia forensics, especially in Image Forgery Localization (IFL). This paper addresses two key challenges in IFL: (1) Various forgery techniques leave distinct forensic traces. However, existing models overlook variations among forgery patterns. The diversity of forgery techniques makes it challenging for a single static detection method and network structure to be universally applicable. To address this, we propose AdaIFL, a dynamic IFL framework that customizes various expert groups for different network components, constructing multiple distinct feature subspaces. By leveraging adaptively activated experts, AdaIFL can capture discriminative features associated with forgery patterns, enhancing the model’s generalization ability. (2) Many forensic traces and artifacts are located at the boundaries of the forged region. Existing models either ignore the differences in discriminative information or use edge supervision loss to force the model to focus on the region boundaries. This hard-constrained approach is prone to attention bias, causing the model to be overly sensitive to image edges or fail to finely capture all forensic traces. In this paper, we propose a feature importance-aware attention, a flexible approach that adaptively perceives the importance of different regions and aggregates region features into variable-length tokens, directing the model’s attention towards more discriminative and informative regions. Extensive experiments on benchmark datasets demonstrate that AdaIFL outperforms state-of-the-art image forgery localization methods. Our code is available at https://github.com/LMIAPC/ AdaIFL.""",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:3c7d7f20e6814f11,ROBIN: Robust and Invisible Watermarks for Diffusion Models with Adversarial Optimization,2024,Advances in Neural Information Processing Systems,10.52202/079017-0129,,,https://papers.nips.cc/paper_files/paper/2024/hash/073c8584ef86bee26fe9d639ec648e28-Abstract-Conference.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Watermarking generative content serves as a vital tool for authentication, ownership protection, and mitigation of potential misuse. Existing watermarking methods face the challenge of balancing robustness and concealment. They empirically inject a watermark that is both invisible and robust and passively achieve concealment by limiting the strength of the watermark, thus reducing the robustness. In this paper, we propose to explicitly introduce a watermark hiding process to actively achieve concealment, thus allowing the embedding of stronger watermarks. To be specific, we implant a robust watermark in an intermediate diffusion state and then guide the model to hide the watermark in the final generated image. We employ an adversarial optimization algorithm to produce the optimal hiding prompt guiding signal for each watermark. The prompt embedding is optimized to minimize artifacts in the generated image, while the watermark is optimized to achieve maximum strength. The watermark can be verified by reversing the generation process. Experiments on various diffusion models demonstrate the watermark remains verifiable even under significant image tampering and shows superior invisibility compared to other state-of-the-art robust watermarking methods.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:3ddb94319e3ac826,DevFD : Developmental Face Forgery Detection by Learning Shared and Orthogonal LoRA Subspaces,2026,Advances in Neural Information Processing Systems,10.52202/085713-0145,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/062cbe9b9f180f3767d106c1221889ce-Abstract-Conference.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The rise of realistic digital face generation and manipulation poses significant social risks. The primary challenge lies in the rapid and diverse evolution of generation techniques, which often outstrip the detection capabilities of existing models. To defend against the ever-evolving new types of forgery, we need to enable our model to quickly adapt to new domains with limited computation and data while avoiding forgetting previously learned forgery types. In this work, we posit that genuine facial samples are abundant and relatively stable in acquisition methods, while forgery faces continuously evolve with the iteration of manipulation techniques. Given the practical infeasibility of exhaustively collecting all forgery variants, we frame face forgery detection as a continual learning problem and allow the model to develop as new forgery types emerge. Specifically, we employ a Developmental Mixture of Experts (MoE) architecture that uses LoRA models as its individual experts. These experts are organized into two groups: a Real-LoRA to learn and refine knowledge of real faces, and multiple Fake-LoRAs to capture incremental information from different forgery types. To prevent catastrophic forgetting, we ensure that the learning direction of Fake-LoRAs is orthogonal to the established subspace. Moreover, we integrate orthogonal gradients into the orthogonal loss of Fake-LoRAs, preventing gradient interference throughout the training process of each task. Experimental results under both the datasets and manipulation types incremental protocols demonstrate the effectiveness of our method.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:3e3ef129a9a7d54a,Towards Reliable Identification of Diffusion-based Image Manipulations,2026,Advances in Neural Information Processing Systems,10.52202/085713-1270,,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/36721d1209a059dcb7a090dd543f34c4-Abstract-Conference.html,IMAGE,LIKELY_INCLUDE,POLICY_INCLUDE,,P3;P7;P8,PASSIVE,"RADAR detects/localizes diffusion edits; BBC-PAIR evaluates manipulations from 28 diffusion models, including changes to gestures and backgrounds, beyond pure facial manipulation.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Changing facial expressions, gestures, or background details may dramatically alter the meaning conveyed by an image. Notably, recent advances in diffusion models greatly improve the quality of image manipulation while also opening the door to misuse. Identifying changes made to authentic images, thus, becomes an important task, constantly challenged by new diffusion-based editing tools. To this end, we propose a novel approach for ReliAble iDentification of inpainted AReas (RADAR). RADAR builds on existing foundation models and combines features from different image modalities. It also incorporates an auxiliary contrastive loss that helps to isolate manipulated image patches. We demonstrate these techniques to significantly improve both the accuracy of our method and its generalisation to a large number of diffusion models. To support realistic evaluation, we further introduce BBC-PAIR, a new comprehensive benchmark, with images tampered by 28 diffusion models. Our experiments show that RADAR achieves excellent results, outperforming the state-of-the-art in detecting and localising image edits made by both seen and unseen diffusion models. Further information about our code, data and models, including separate licensing terms, will be publicly available at https://alex-costanzino.github.io/radar/.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:3f697ad2933e88e9,A Hitchhiker's Guide to Fine-Grained Face Forgery Detection Using Common Sense Reasoning,2024,Advances in Neural Information Processing Systems,10.52202/079017-0097,,,https://papers.nips.cc/paper_files/paper/2024/hash/059d2b9188cdb7ae00f4d78cc9469704-Abstract-Datasets_and_Benchmarks_Track.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Explainability in artificial intelligence is crucial for restoring trust, particularly in areas like face forgery detection, where viewers often struggle to distinguish between real and fabricated content. Vision and Large Language Models (VLLM) bridge computer vision and natural language, offering numerous applications driven by strong common-sense reasoning. Despite their success in various tasks, the potential of vision and language remains underexplored in face forgery detection, where they hold promise for enhancing explainability by leveraging the intrinsic reasoning capabilities of language to analyse fine-grained manipulation areas. For that reason, few works have recently started to frame the problem of deepfake detection as a Visual Question Answering (VQA) task, nevertheless omitting the realistic and informative open-ended multi-label setting. With the rapid advances in the field of VLLM, an exponential rise of investigations in that direction is expected. As such, there is a need for a clear experimental methodology that converts face forgery detection to a Visual Question Answering (VQA) task to systematically and fairly evaluate different VLLM architectures. Previous evaluation studies in deepfake detection have mostly focused on the simpler binary task, overlooking evaluation protocols for multi-label fine-grained detection and text-generative models. We propose a multi-staged approach that diverges from the traditional binary evaluation protocol and conducts a comprehensive evaluation study to compare the capabilities of several VLLMs in this context. In the first stage, we assess the models' performance on the binary task and their sensitivity to given instructions using several prompts. In the second stage, we delve deeper into fine-grained detection by identifying areas of manipulation in a multiple-choice VQA setting. In the third stage, we convert the fine-grained detection to an open-ended question and compare several matching strategies for the multi-label classification task. Finally, we qualitatively evaluate the fine-grained responses of the VLLMs included in the benchmark. We apply our benchmark to several popular models, providing a detailed comparison of binary, multiple-choice, and open-ended VQA evaluation across seven datasets. \url{https://nickyfot.github.io/hitchhickersguide.github.io/}",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:403cc651d6af061c,TalkingHeadBench: A Multi-Modal Benchmark & Analysis of Talking-Head DeepFake Detection,2026,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,,https://openaccess.thecvf.com/content/WACV2026/html/Xiong_TalkingHeadBench_A_Multi-Modal_Benchmark__Analysis_of_Talking-Head_DeepFake_Detection_WACV_2026_paper.html,MODALITY,LIKELY_EXCLUDE,POLICY_EXCLUDE,VIDEO_ONLY_DEEPFAKE,P2;P7,VIDEO_OR_AUDIOVISUAL,"The saved contribution is video/temporal or audio-visual deepfake detection, with no substantive general synthetic-image forensic contribution. Individual frames do not make the task eligible.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The rapid advancement of talking-head deepfake generation fueled by advanced generative models has elevated the realism of synthetic videos to a level that poses substantial risks in domains such as media, politics, and finance. However, current benchmarks for deepfake talking-head detection fail to reflect this progress, relying on outdated generators and offering limited insight into model robustness and generalization. We introduce TalkingHeadBench, a new benchmark designed to address this gap, featuring talking-head videos from six modern generators, with an additional two emerging generators used exclusively for testing generalization. The dataset is built on an expert-led curation process that filters over 60% of samples to remove videos with noticeable artifacts, presenting a more difficult challenge for detectors. Our evaluation protocols are designed to measure generalization across identity and generator shifts. Benchmarking seven state-of-the-art detectors reveals that models with high accuracy on older datasets like FaceForensics++ show a significant performance drop on our curated data, particularly at strict false positive rates (e.g., TPR@FPR=0.1%). In addition, we identify a trend where detectors focus on background cues instead of facial features using Grad-CAM visualization. Our benchmark aims to accelerate research towards more robust and generalizable detection models in the face of rapidly evolving generative techniques. We release our benchmark and dataset with all data splits and protocols at https://anaxqx.github.io/talkingheadbench.github.io.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:407e243b871355cc,Agent4FaceForgery: Multi-Agent LLM Framework for Realistic Face Forgery Detection,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Lai_Agent4FaceForgery_Multi-Agent_LLM_Framework_for_Realistic_Face_Forgery_Detection_CVPR_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Face forgery detection faces a critical challenge: a persistent gap between offline benchmarks and real-world efficacy, which we attribute to the ecological invalidity of training data. This work introduces Agent4FaceForgery to address two fundamental problems: (1) how to capture the diverse intents and iterative processes of human forgery creation, and (2) how to model the complex, often adversarial, text-image interactions that accompany forgeries in social media. To solve this, we propose a multi-agent framework where LLM-powered agents, equipped with profile and memory modules, simulate the forgery creation process. Crucially, these agents interact in a simulated social environment to generate samples labeled for nuanced text-image consistency, moving beyond simple binary classification. An Adaptive Rejection Sampling (ARS) mechanism ensures data quality and diversity. Extensive experiments validate that the data generated by our simulation-driven approach brings significant performance gains to detectors of multiple architectures, fully demonstrating the effectiveness and value of our framework.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:413dd3f70b245a70,"TriDF: Evaluating Perception, Detection, and Hallucination for Interpretable DeepFake Detection",2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang-Lin_TriDF_Evaluating_Perception_Detection_and_Hallucination_for_Interpretable_DeepFake_Detection_CVPR_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,TriDF evaluates person-driven deepfake manipulations across image/video/audio. Its multiple modalities and explanation metrics do not establish a broader synthetic-image contribution.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"Advances in generative modeling have made it increasingly easy to fabricate realistic portrayals of individuals, creating serious risks for security, communication, and public trust. Detecting such person-driven manipulations requires systems that not only distinguish altered content from authentic media but also provide clear and reliable reasoning. In this paper, we introduce TriDF, a comprehensive benchmark for interpretable DeepFake detection. TriDF contains high-quality forgeries from advanced synthesis models, covering 16 DeepFake types across image, video, and audio modalities. The benchmark evaluates three key aspects: Perception, which measures the ability of a model to identify fine-grained manipulation artifacts using human-annotated evidence; Detection, which assesses classification performance across diverse forgery families and generators; and Hallucination, which quantifies the reliability of model-generated explanations. Experiments on state-of-the-art multimodal large language models show that accurate perception is essential for reliable detection, but hallucination can severely disrupt decision-making, revealing the interdependence of these three aspects. TriDF provides a unified framework for understanding the interaction between detection accuracy, evidence identification, and explanation reliability, offering a foundation for building trustworthy systems that address real-world synthetic media threats.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:442e3dd690d48516,"Robust Deepfake Detection, NTIRE 2026 Challenge: Report",2026,CVPR 2026 NTIRE Workshop,,,,https://openaccess.thecvf.com/content/CVPR2026W/NTIRE/html/Hopf_Robust_Deepfake_Detection_NTIRE_2026_Challenge_Report_CVPRW_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,This is the NTIRE 2026 deepfake challenge. The saved DINO-MAC candidate for the same challenge (audit:f91d4032307eacad) explicitly describes realistic face images; degradation robustness does not broaden the task.,,false,false,saved primary abstract/summary and original inventory; no new literature search,"Robustness is a long-overlooked problem in deepfake detection. However, detection performance is nearly worthless in the real world if it suffers under exposure to even slight image degradation. In addition to weaker degradations that can accidentally occur in the image processing pipeline, there is another risk of malicious deepfakes that specifically introduce degradations, purposefully exploiting the detector's weaknesses in that regard. Here, we present an overview of the NTIRE 2026 Robust Deepfake Detection Challenge, which specifically addresses that problem. Participants were tasked with building a detector that would later be tested on an unknown test-set, which included both common and uncommon degradations of various strengths. With a total number of 337 participants and 57 submissions to the final leaderboard, the first edition of the challenge was well received. To ensure the reliability of the results, participants were given only 24h to complete the test run with no labels provided, limiting the possibility of training on the test data. Furthermore, the top solutions were scored on a private test-set to detect any such overfitting. This report presents the competition setting, dataset preparation, as well as details and performance of methods. Top methods rely on large foundation models, ensembles, and degradation training to combine generality and robustness.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:461257f1700f52a8,Leveraging optimization for adaptive attacks on image watermarks,2024,International Conference on Learning Representations,,,,https://proceedings.iclr.cc/paper_files/paper/2024/hash/33ae99f57181554090fb6a9071a512a9-Abstract-Conference.html,WM_EVAL,LIKELY_INCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Untrustworthy users can misuse image generators to synthesize high-quality deepfakes and engage in unethical activities. Watermarking deters misuse by marking generated content with a hidden message, enabling its detection using a secret watermarking key. A core security property of watermarking is robustness, which states that an attacker can only evade detection by substantially degrading image quality. Assessing robustness requires designing an adaptive attack for the specific watermarking algorithm. When evaluating watermarking algorithms and their (adaptive) attacks, it is challenging to determine whether an adaptive attack is optimal, i.e., the best possible attack. We solve this problem by defining an objective function and then approach adaptive attacks as an optimization problem. The core idea of our adaptive attacks is to replicate secret watermarking keys locally by creating surrogate keys that are differentiable and can be used to optimize the attack's parameters. We demonstrate for Stable Diffusion models that such an attacker can break all five surveyed watermarking methods at no visible degradation in image quality. Optimizing our attacks is efficient and requires less than 1 GPU hour to reduce the detection accuracy to 6.3% or less. Our findings emphasize the need for more rigorous robustness testing against adaptive, learnable attackers.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:4620728e9b5c509b,Learning Robust Image Watermarking with Lossless Cover Recovery,2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Learning_Robust_Image_Watermarking_with_Lossless_Cover_Recovery_ICCV_2025_paper.html,PROTECT,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Watermarking as a traceable authentication technology has been widely applied in image copyright protection. However, most existing watermarking methods embed watermarks by adding irremovable perturbations to the cover image, causing permanent distortion. To address this issue, we propose a novel watermarking approach termed Cover-Recoverable Watermark (CRMark). CRMark can losslessly recover the cover image and watermark in lossless channels and enables robust watermark extraction in lossy channels. CRMark leverages an integer Invertible Watermarking Network (iIWN) to achieve a lossless invertible mapping between the cover-image-watermark pair and the stego image. During the training phase, CRMark employs an encoder-noise-layer-decoder architecture to enhance its robustness against distortions. In the inference phase, CRMark first maps the cover-image-watermark pair into an overflowed stego image and a latent variable. Subsequently, the overflowed pixels and the latent variable are losslessly compressed into an auxiliary bitstream, which is then embedded into the clipped stego image using reversible data hiding. During extraction, in lossy channels, the noised stego image can directly undergo inverse mapping via iIWN to extract the watermark. In lossless channels, the latent variable and overflowed stego image are first recovered using reversible data hiding, followed by watermark extraction through iIWN. Extensive experimental results demonstrate that CRMark can be perfectly recovered in lossless channels while remaining robust to common distortions. Code is available at https://github.com/chenoly/CRMark.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:46259efb806862f0,A Sanity Check for Multi-In-Domain Face Forgery Detection in the Real World,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Cheng_A_Sanity_Check_for_Multi-In-Domain_Face_Forgery_Detection_in_the_CVPR_2026_paper.html,FACE,USER_POLICY_DECISION_REQUIRED,POLICY_EXCLUDE,PURE_DEEPFAKE_FACE_ONLY,P2,FACE_FORENSICS,"The saved contribution is face/deepfake forensics, without an established substantive broader synthetic-image component. Image/frame operation, GAN/diffusion face synthesis, generalization or explanation do not override the approved pure-deepfake exclusion.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Existing methods for deepfake detection aim to develop generalizable detectors. Although ""generalizable"" could be the ultimate target once and for all, with limited training forgeries and domains, it appears idealistic to expect generalization that covers entirely unseen variations, especially given the diversity, advancement, and vast volume of real-world deepfakes. Therefore, introducing large-scale multi-domain data for training can be feasible and important for real-world applications.However, within such a multi-domain scenario, the differences between multiple domains, rather than the subtle real/fake distinctions, dominate the feature space. As a result, despite detectors being able to relatively separate real and fake within each domain (i.e., high AUC), they struggle with single-image real/fake judgments in domain-unspecified conditions (i.e., low ACC).In this paper, we first define a new research paradigm named Multi-In-Domain Face Forgery Detection (MID-FFD), which includes sufficient volumes of real-fake domains for training. Then, the detector should provide definitive real-fake judgments to the domain-unspecified inputs, which simulate the frame-by-frame independent detection scenario in the real world. Meanwhile, to address the domain-dominant issue, we propose a two-stage, model-agnostic framework termed DevDet (\underline Dev eloper for \underline Det ector) to amplify real/fake differences and make them dominant in the feature space. DevDet consists of a Face Forgery Developer (FFDev) and a Dose-Adaptive detector Fine-Tuning strategy (DAFT). Experiments demonstrate our superiority in effectively predicting real-fake under the MID-FFD scenario while maintaining original generalization ability to unseen data.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:46984fabc086b053,FreDA: Training-Free Test-Time Adaptation for Deepfake Detection via Non-parametric Cache Retrieval,2027,International Conference on Digital Forensics and Cyber Crime,10.1007/978-3-032-37274-1_4,,w7211888972,https://doi.org/10.1007/978-3-032-37274-1_4,FACE,USER_POLICY_DECISION_REQUIRED,PAPER_SPECIFIC_EVIDENCE_REQUIRED,,P2;P3;P4;P5;P7;P8,UNVERIFIED,"Saved evidence does not establish the required substantive generative-image component; this is an evidence gap under the approved rule, not an unresolved user policy.",Does FreDA adapt passive general AI-generated-image detectors beyond pure face/video deepfake detection? The truncated abstract does not identify the target datasets.,true,false,saved primary abstract/summary and original inventory; no new literature search,"Deepfake (DF) detectors face significant challenges when deployed in real-world environments, particularly when encountering test samples deviated from training data through either distribution shifts or post-processing manipulations. To address these challenges, we...",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:48c1dc9a4d71d4e9,AEON: Adaptive Embedding Optimized Noise for Robust Watermarking in Diffusion Models,2026,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,,https://openaccess.thecvf.com/content/WACV2026/html/Muneer_AEON_Adaptive_Embedding_Optimized_Noise_for_Robust_Watermarking_in_Diffusion_WACV_2026_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"The widespread use of synthetic image generation models and the challenges associated with authenticity preservation have fueled the demand for robust watermarking methods to safeguard authenticity and protect the copyright of synthetic images. Existing watermarking methods embed. Invisible signatures in synthetic images often compromise image quality and remain susceptible to multiple watermark removal attacks, including reconstruction and forgery methods. To overcome this issue, we propose a novel watermarking approach, AEON, which seamlessly integrates the watermark into the latent diffusion process and ensures it aligns with scene semantics in the final image. Unlike existing invisible in-diffusion watermarking and traditional hash-based methods, our approach adapts the neural synthesized hash-based watermark to the semantics of the generated image during the intermediate diffusion process instead of embedding traditional hashes with the initial noise. Our proposed approach a) modulates the noise sampling in each diffusion denoising iteration through a learnable watermark embedding, b) optimizes consistency, reconstruction, and similarity loss, enforcing local and global alignment between the watermark structure and the underlying image content, and c) generates a strong watermark by allowing late embedding of the watermark in the diffusion process. Empirical results demonstrate the effectiveness of the proposed approach in retaining quality and its robustness against cumulative adversarial attacks.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
audit:48c3c01b7d143f84,SleeperMark: Towards Robust Watermark against Fine-Tuning Text-to-image Diffusion Models,2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_SleeperMark_Towards_Robust_Watermark_against_Fine-Tuning_Text-to-image_Diffusion_Models_CVPR_2025_paper.html,EMBED,LIKELY_EXCLUDE,POLICY_EXCLUDE,WATERMARK_ACTIVE_PROVENANCE,P1,PROVENANCE_DEPENDENT,"The primary contribution constructs, recovers, authenticates or attacks a deliberate provenance/watermark mechanism. Under approved Policy A, detection/robustness metrics do not qualify it; no separable independently evaluated passive method is established.",,false,false,saved primary abstract/summary and original inventory; no new literature search,"Recent advances in large-scale text-to-image (T2I) diffusion models have enabled a variety of downstream applications. As T2I models require extensive resources for training, they constitute highly valued intellectual property (IP) for their legitimate owners, yet making them incentive targets for unauthorized fine-tuning by adversaries seeking to leverage these models for customized, usually profitable applications. Existing IP protection methods for diffusion models generally involve embedding watermark patterns and then verifying ownership through generated outputs examination, or inspecting the model's feature space. However, these techniques are inherently ineffective in practical scenarios when the watermarked model undergoes fine-tuning, and the feature space is inaccessible during verification (i.e., black-box setting). The model is prone to forgetting the previously learned watermark knowledge when it adapts to a new task. To address this challenge, we propose SleeperMark, a novel framework designed to embed resilient watermarks into T2I diffusion models. SleeperMark explicitly guides the model to disentangle the watermark information from the semantic concepts it learns, allowing the model to retain the embedded watermark while continuing to be adapted to new downstream tasks. Our extensive experiments demonstrate the effectiveness of SleeperMark across various types of diffusion models, including latent diffusion models (e.g., Stable Diffusion) and pixel diffusion models (e.g., DeepFloyd-IF), showing robustness against downstream fine-tuning and various attacks at both the image and model levels, with minimal impact on the model's generative capability.",CANDIDATE_ADD_NEEDS_SCOPE_REVIEW
