batch,title,year,match_status,best_match_title,best_match_year,similarity,openalex_url,doi,publication_venue,publication_type,notes,review_decision,review_notes
final_uncovered_forced,FreqCross: A Multi-Modal Frequency-Spatial Fusion Network for Robust Detection of Stable Diffusion 3.5 Generated Images. 20250708,2025,no_match,,,,,,,,No OpenAlex search results for the generated title variants.,,
next50,Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,weak_match,Deep learning for deepfakes creation and detection: A survey,2022,0.412,https://openalex.org/W4288102863,https://doi.org/10.1016/j.cviu.2022.103525,Computer Vision and Image Understanding,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,Generalized Design Choices for Deepfake Detectors,2025,weak_match,A Robust Approach to Multimodal Deepfake Detection,2023,0.404,https://openalex.org/W4381140704,https://doi.org/10.3390/jimaging9060122,Journal of Imaging,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
batch2,"Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection of Generated Images and the Impact of Prompts. GenAIDetect, 2025",2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
next50,"LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains. PST, 2025",2025,weak_match,"Surface Plasmon Resonance-Based Biodetection Systems: Principles, Progress and Applications—A Comprehensive Review",2025,0.409,https://openalex.org/W4406214566,https://doi.org/10.3390/bios15010035,Biosensors,review,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
top50,Manifold Induced Biases for Zero-shot and Few-shot Detection of Generated Images,2025,weak_match,Transductive Zero-Shot Action Recognition by Word-Vector Embedding,2017,0.438,https://openalex.org/W2560129302,https://doi.org/10.1007/s11263-016-0983-5,International Journal of Computer Vision,article,,include,
batch2,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,No Detector to Rule Them All,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
next50,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,2025,weak_match,Guaranteed Non-Orthogonal Tensor Decomposition via Alternating Rank-$1$ Updates,2014,0.481,https://openalex.org/W1955967056,https://doi.org/10.48550/arxiv.1402.5180,arXiv (Cornell University),preprint,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,weak_match,Multi-Sensor Fusion in Automated Driving: A Survey,2019,0.348,https://openalex.org/W2996945478,https://doi.org/10.1109/access.2019.2962554,IEEE Access,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,PiD: Generalized AI-Generated Images Detection with Pixelwise Decomposition Residuals,2025,weak_match,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,2026,0.476,https://openalex.org/W7164447787,,arXiv (Cornell University),article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
batch2,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
next50,"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,weak_match,Exploring the Advancements and Challenges of Deepfake Face-swap: A Survey,2026,0.264,https://openalex.org/W7125510782,https://doi.org/10.1007/s11042-026-21285-8,Multimedia Tools and Applications,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
batch2,Rich and Poor Texture Contrast: A Simple yet Effective Approach for AI-generated Image Detection,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
next50,"Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency. ICMR, 2025",2025,weak_match,Enhancing EEG Decoding with Selective Augmentation Integration,2026,0.293,https://openalex.org/W7119478889,https://doi.org/10.3390/s26020399,Sensors,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,"Simple Detection of AI-Generated Images based on Noise Correlation. AMLDS, 2025",2025,weak_match,Multi-modal texture fusion network for detecting AI-generated images,2025,0.467,https://openalex.org/W4415418960,https://doi.org/10.3389/frai.2025.1663292,Frontiers in Artificial Intelligence,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
top50,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,2025,weak_match,A Survey on the Use of Large Language Models (LLMs) in Fake News,2024,0.410,https://openalex.org/W4401974878,https://doi.org/10.3390/fi16080298,Future Internet,article,,include,
next50,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,2025,weak_match,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,0.325,https://openalex.org/W4387377174,https://doi.org/10.3390/app131910980,Applied Sciences,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
batch2,Stealthdiffusion: Towards evading diffusion forensic detection through diffusion model,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
next50,Task-aligned prompting improves zero-shot detection of AI-generated images by Vision-Language Models,2025,weak_match,A Survey of Large Language Models,2026,0.449,https://openalex.org/W4362515116,https://doi.org/10.1007/s11704-026-60308-3,Frontiers of Computer Science,preprint,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
next50,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,weak_match,"Bad Actor, Good Advisor: Exploring the Role of Large Language Models in Fake News Detection",2024,0.458,https://openalex.org/W4393160654,https://doi.org/10.1609/aaai.v38i20.30214,Proceedings of the AAAI Conference on Artificial Intelligence,article,OpenAlex title search result. Strong matches may be imported; review/weak/no_match require manual check.,,
batch2,Towards the Detection of Diffusion Model Deepfakes cite: 100+ Ruhr University Bochum,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,UniAIDet: A Unified and Universal Benchmark for AI-Generated Image Content Detection and Localization,2025,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
final_uncovered_forced,Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,2025,query_failed,,,,,,,,OpenAlex queries failed: 'Where’s the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content': Could not fetch https://api.openalex.org/works?search=Where%E2%80%99s+the+liability+in+the+Generative+Era%3F+Recovery-based+Black-Box+Detection+of+AI-Generated+Content&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch2,AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Are CLIP features all you need for Universal Synthetic Image Origin Attribution?,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Detecting Computer-Generated Images by Using Only Real Images,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Detecting Image Attribution for Text-to-Image Diffusion Models in RGB and Beyond,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,query_failed,,,,,,,,OpenAlex queries failed: 'Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics': Could not fetch https://api.openalex.org/works?search=Did+You+Note+My+Palette%3F+Unveiling+Synthetic+Images+Through+Color+Statistics&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch2,"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,"Fake-GPT: Detecting Fake Image via Large Language Model. PRCV, 2024",2024,weak_match,VidGuard-R1: AI-Generated Video Detection and Explanation via Reasoning MLLMs and RL,2025,0.391,https://openalex.org/W4414928227,https://doi.org/10.48550/arxiv.2510.02282,ArXiv.org,preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Faster Than Lies: Real-time Deepfake Detection using Binary Neural Networks,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,FIDAVL: Fake Image Detection and Attribution using Vision-Language Model,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Frequency-Aware Deepfake Detection: Improving Generalizability through Frequency Space Domain Learning,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Frequency Masking for Universal Deepfake Detection,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,How to Trace Latent Generative Model Generated Images without Artificial Watermark?,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch4,ImagiNet: A Multi-Content Dataset for Generalizable Synthetic Image Detection via Contrastive Learning,2024,weak_match,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,2024,0.709,https://openalex.org/W4402963808,https://doi.org/10.48550/arxiv.2407.20020,arXiv (Cornell University),preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch3,Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,weak_match,Testing of detection tools for AI-generated text,2023,0.533,https://openalex.org/W4390175962,https://doi.org/10.1007/s40979-023-00146-z,International Journal for Educational Integrity,article,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,ManiFPT: Defining and Analyzing Fingerprints of Generative Models,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,MaskSim: Detection of synthetic images by masked spectrum similarity analysis,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,Mixture of Low-rank Experts for Transferable AI-Generated Image Detection,2024,weak_match,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,2023,0.373,https://openalex.org/W4323706279,https://doi.org/10.48550/arxiv.2303.04226,arXiv (Cornell University),preprint,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch3,On the Effectiveness of Dataset Alignment for Fake Image Detection,2024,weak_match,Face Alignment in Full Pose Range: A 3D Total Solution,2017,0.437,https://openalex.org/W2265959009,https://doi.org/10.1109/tpami.2017.2778152,IEEE Transactions on Pattern Analysis and Machine Intelligence,article,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,On the Exploitation of DCT-Traces in the Generative-AI Domain,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Shadows Don't Lie and Lines Can't Bend! Generative Models don't know Projective Geometry...for now,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Tiny Autoencoders are Effective Few-Shot Generative Model Detectors,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,2024,weak_match,DeepFake Detection for Human Face Images and Videos: A Survey,2022,0.426,https://openalex.org/W4211008685,https://doi.org/10.1109/access.2022.3151186,IEEE Access,article,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch3,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,2024,weak_match,Deep learning-enabled medical computer vision,2021,0.342,https://openalex.org/W3120894151,https://doi.org/10.1038/s41746-020-00376-2,npj Digital Medicine,review,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch2,Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,Your diffusion model is an implicit synthetic image detector,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch2,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,query_failed,,,,,,,,OpenAlex query failed: HTTP Error 429: Too Many Requests,,
batch3,Detecting Generated Images by Real Images Only,2023,weak_match,ImageJ2: ImageJ for the next generation of scientific image data,2017,0.404,https://openalex.org/W2580035316,https://doi.org/10.1186/s12859-017-1934-z,BMC Bioinformatics,article,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch3,Open Set Synthetic Image Source Attribution,2023,weak_match,CLIPScore: A Reference-free Evaluation Metric for Image Captioning,2021,0.389,https://openalex.org/W3153469116,https://doi.org/10.18653/v1/2021.emnlp-main.595,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,article,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
batch3,Did you use my GAN to generate fake? post-hoc attribution of GAN images via latent recovery,2022,query_failed,,,,,,,,OpenAlex queries failed: 'Did you use my GAN to generate fake? post-hoc attribution of GAN images via latent recovery': Could not fetch https://api.openalex.org/works?search=Did+you+use+my+GAN+to+generate+fake%3F+post-hoc+attribution+of+GAN+images+via+latent+recovery&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch3,Does a GAN leave distinct model-specific fingerprints?,2021,query_failed,,,,,,,,OpenAlex queries failed: 'Does a GAN leave distinct model-specific fingerprints?': Could not fetch https://api.openalex.org/works?search=Does+a+GAN+leave+distinct+model-specific+fingerprints%3F&sort=relevance_score%3Adesc&per-page=10: HTTP 400,,
batch3,"Attributing and Detecting Fake Images Generated by Known GANs. SPW, 2020",2020,weak_match,"Adversarial Attacks and Defenses in Images, Graphs and Text: A Review",2020,0.453,https://openalex.org/W2974581576,https://doi.org/10.1007/s11633-019-1211-x,International Journal of Automation and Computing,review,Best OpenAlex title-search result. Only match_status=yes is eligible for automatic import-ready output.,,
