title,year,missing_stage,recommended_action,scope_decision,scope_notes
"Self-supervised Bidirectional Synchronization Estimation for Multimodal Deepfake Detection with Short-term Dependency. ICMR, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains. PST, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"Art or Artifact? Segmenting AI-Generated Images for Deeper Detection. WDC, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Optimized frequency collaborative strategy drives AI image detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"FLODA: Harnessing Vision-Language Models for Deepfake Assessment. ICCE, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"Simple Detection of AI-Generated Images based on Noise Correlation. AMLDS, 2025",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Task-aligned prompting improves zero-shot detection of AI-generated images by Vision-Language Models,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Generalized Design Choices for Deepfake Detectors,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
