priority,review_type,title,year,doi,openalex_url,institution,institution_authors,city,region,country,country_code,lat,lon,source_database,metadata_source,publication_type,task,subtask,needs_review,resolution_confidence,resolution_method,resolution_notes,current_public_preview_status,recommended_action,review_note
P1,blocked_candidate_marker,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,2024,10.3390/electronics13091662,https://openalex.org/W4395673009,Altınbaş University,Omar Alfarouk Hadi Hasan Al-Dulaimi; Sefer Kurnaz,Istanbul,,TR,TR,41.01384,28.94966,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,2024,10.3390/electronics13091662,https://openalex.org/W4395673009,Middle Technical University,Omar Alfarouk Hadi Hasan Al-Dulaimi,Baghdad,,IQ,IQ,33.34058,44.40088,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Deep Learning Approach for Deepfake Image Detection,2022,10.3390/app12199820,https://openalex.org/W4297988790,Khwaja Fareed University of Engineering and Information Technology,Ali Raza; Kashif Munir,Rahim Yar Khan,,PK,PK,28.41987,70.30345,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Deep Learning Approach for Deepfake Image Detection,2022,10.3390/app12199820,https://openalex.org/W4297988790,University of Hafr Al-Batin,Mubarak Almutairi,Riyadh,,SA,SA,24.68773,46.72185,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,2025,10.1109/lt64002.2025.10940759,https://openalex.org/W4409047068,Chitkara University,Bhisham Sharma,Chandigarh,,IN,IN,30.73629,76.7884,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,2025,10.1109/lt64002.2025.10940759,https://openalex.org/W4409047068,Dar Al-Hekma University,Imed Ben Dhaou,Jeddah,,SA,SA,21.49012,39.18624,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,2025,10.1109/lt64002.2025.10940759,https://openalex.org/W4409047068,Rashtrasant Tukadoji Maharaj Nagpur University,Suhashini Awadhesh Chaurasia,Nagpur,,IN,IN,21.14631,79.08491,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,2025,10.1109/lt64002.2025.10940759,https://openalex.org/W4409047068,Sant Gadge Baba Amravati University,Ambika Jaiswal,Amravati,,IN,IN,20.93333,77.75,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,2025,10.1109/lt64002.2025.10940759,https://openalex.org/W4409047068,Saraswati Dental College and Hospital,Akash Prakash Kharat,Lucknow,,IN,IN,26.83928,80.92313,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,10.1109/confluence51648.2021.9377150,https://openalex.org/W3139320333,Amity University,Samaksh Agarwal; Nancy Girdhar; Himanshu Raghav,Noida,,IN,IN,28.58,77.33,OpenAlex,,conference,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,10.1007/978-981-97-3594-5_3,https://openalex.org/W4400793389,Chitkara University,Vinay Gautam; Raj Gaurang Tiwari; Naresh Kumar Trivedi,Chandigarh,,IN,IN,30.73629,76.7884,OpenAlex,,book,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,10.1007/978-981-97-3594-5_3,https://openalex.org/W4400793389,Graphic Era University,Mukesh Joshi,Dehradun,,IN,IN,30.32443,78.03392,OpenAlex,,book,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,2024,10.1007/978-981-97-3594-5_3,https://openalex.org/W4400793389,Sharda University,Ambuj Kumar Agarwal,Greater Noida,,IN,IN,28.49615,77.53601,OpenAlex,,book,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,"A Review on Deepfake Image Detection Approaches, Techniques and Methods",2025,10.1109/i2cacis65476.2025.11100461,https://openalex.org/W4413255768,Sunway University,Jefferson Ng; Muhammed Basheer Jasser; Samuel-Soma M. Ajibade; Hui Na Chua,Petaling Jaya,,MY,MY,3.10726,101.60671,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,"A Review on Deepfake Image Detection Approaches, Techniques and Methods",2025,10.1109/i2cacis65476.2025.11100461,https://openalex.org/W4413255768,University of Aleppo,Bayan Issa,Aleppo,,SY,SY,36.20124,37.16117,OpenAlex,,conference,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,10.1007/s10791-025-09538-w,https://openalex.org/W4409526923,Dehradun Institute of Technology University,Preeti Sharma,Dehradun,,IN,IN,30.32443,78.03392,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,10.1007/s10791-025-09538-w,https://openalex.org/W4409526923,Middle East University,Manoj Kumar,Amman,,JO,JO,31.95522,35.94503,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,10.1007/s10791-025-09538-w,https://openalex.org/W4409526923,University of Petroleum and Energy Studies,Hitesh Kumar Sharma,Dehradun,,IN,IN,30.32443,78.03392,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,10.1007/s10791-025-09538-w,https://openalex.org/W4409526923,University of Wollongong in Dubai,Manoj Kumar,Dubai,,AE,AE,25.07725,55.30927,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Sanity Check for AI-generated Image Detection,2024,10.48550/arxiv.2406.19435,https://openalex.org/W4400222289,Shanghai Jiao Tong University,Weidi Xie,Shanghai,,China,CN,31.2,121.4242,OpenAlex,,preprint,detection,ai_generated_image_detection,,high,manual_key_paper_affiliation_enrichment,Author-affiliation mapping verified from arXiv HTML first page; affiliation marker 3. | Coordinates applied from key_paper_coordinate_candidates.csv; source=data/manual/institution_record_overrides.csv; detail=data/manual/institution_record_overrides.csv. Manual review completed for key-paper affiliation and confirmed local coordinates.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,University of Siena,Lydia Abady; Jun Wang; Benedetta Tondi; Mauro Barni,Siena,,IT,IT,43.31822,11.33064,OpenAlex,,journal,source_attribution,generated_image_source_attribution,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Single Simple Patch is All You Need for AI-generated Image Detection,2024,10.48550/arxiv.2402.01123,https://openalex.org/W4391555851,Shanghai Jiao Tong University,Jieteng Yao; Li Niu,Shanghai,,China,CN,31.2,121.4242,OpenAlex,,preprint,detection,ai_generated_image_detection,,high,manual_key_paper_affiliation_enrichment,Lab kept only in raw_affiliation; affiliation marker 2. | Coordinates applied from key_paper_coordinate_candidates.csv; source=data/manual/institution_record_overrides.csv; detail=data/manual/institution_record_overrides.csv. Manual review completed for key-paper affiliation and confirmed local coordinates.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Deep Learning-Based Source Image Forensics,2020,10.3390/jimaging6030009,https://openalex.org/W3010352349,Beijing Jiaotong University,Pengpeng Yang; Rongrong Ni; Yao Zhao,Beijing,,CN,CN,39.9075,116.39723,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Deep Learning-Based Source Image Forensics,2020,10.3390/jimaging6030009,https://openalex.org/W3010352349,University of Florence,Daniele Baracchi; Fabrizio Argenti; Alessandro Piva,Florence,,IT,IT,43.77925,11.24626,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,Amity University,Saurabh Agarwal,Noida,,IN,IN,28.58,77.33,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,GLA University,Dilip Kumar Sharma,Mathura,,IN,IN,27.5035,77.67215,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,Gyeongguk National University,Saurabh Agarwal; Ki‐Hyun Jung,Andong,,KR,KR,36.56636,128.72275,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,Sejong University,Cheonshik Kim,Seoul,,KR,KR,37.566,126.9784,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,University of Malta,Lalit Garg,Msida,,MT,MT,35.8925,14.48278,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,10.3390/app131910980,https://openalex.org/W4387377174,University of St. Thomas - Minnesota,Bhuvanesh Singh,Saint Paul,,US,US,44.94441,-93.09327,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,2023,10.1109/iccit60459.2023.10440990,https://openalex.org/W4392209962,Ahsanullah University of Science and Technology,Md. Zahid Hossain; Md Rakibul Islam,Dhaka,,BD,BD,23.7104,90.40744,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,2023,10.1109/iccit60459.2023.10440990,https://openalex.org/W4392209962,Southeast University,Farhad Uz Zaman,Dhaka,,BD,BD,23.7104,90.40744,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI Generated Image Detection Using Neural Networks,2024,10.55041/ijsrem29037,https://openalex.org/W4392457694,SRM Institute of Science and Technology,Mrs D. Suma,Chennai,,IN,IN,13.08784,80.27847,OpenAlex,,journal,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,"Chinese University of Hong Kong, Shenzhen",Chenang Li; Junhua Zhao; Gaoqi Liang,Shenzhen,,CN,CN,22.54554,114.0683,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,First Affiliated Hospital of GuangXi Medical University,Weijin Fu,Nanning,,CN,CN,22.81667,108.31667,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,Guangxi Medical University,Weijin Fu,Nanning,,CN,CN,22.81667,108.31667,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,Shenzhen Academy of Robotics,Junhua Zhao,Shenzhen,,CN,CN,22.54554,114.0683,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,The University of Sydney,Jinjin Gu; Xinlei Wang; Jing Qiu,Sydney,,AU,AU,-33.86785,151.20732,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,10.1109/ijcnn64981.2025.11228377,https://openalex.org/W4416252067,Ingegneria dei Sistemi (Italy),Marco Prati; Marco Ramilli,Pisa,,IT,IT,43.70853,10.4036,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,10.1109/ijcnn64981.2025.11228377,https://openalex.org/W4416252067,Ingegneria dei Trasporti (Italy),Davide Cozzolino; Luisa Verdoliva,Rome,,IT,IT,41.89193,12.51133,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,10.1109/ijcnn64981.2025.11228377,https://openalex.org/W4416252067,University of Bologna,Lorenzo Pellegrini; Serafino Pandolfini; Davide Maltoni; Matteo Ferrara,Bologna,,IT,IT,44.49381,11.33875,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,10.1109/ijcnn64981.2025.11228377,https://openalex.org/W4416252067,University of Naples Federico II,Davide Cozzolino; Luisa Verdoliva,Naples,,IT,IT,40.85216,14.26811,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-Generated Image Detection using a Cross-Attention Enhanced Dual-Stream Network,2023,10.1109/apsipaasc58517.2023.10317126,https://openalex.org/W4388820663,Sun Yat-sen University,Ziyi Xi; Wenmin Huang; Kangkang Wei; Weiqi Luo; Peijia Zheng,Guangzhou,,CN,CN,23.11667,113.25,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-Generated Image Detection Using Semantic Feature,2025,10.23919/icact63878.2025.10936792,https://openalex.org/W4408954780,National Taiwan University of Science and Technology,Hau-Ching Chen; Yu-Pin Shen; Yi-Hung Yeh; Jiann-Liang Chen,Taipei,Taiwan,China,CN,25.05306,121.52639,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-Generated Image Detection With Wasserstein Distance Compression and Dynamic Aggregation,2024,10.1109/icip51287.2024.10648186,https://openalex.org/W4402917177,Hong Kong Polytechnic University,Zihang Lyu; Jun Xiao; Cong Zhang; Kin‐Man Lam,Hong Kong,Hong Kong,China,CN,22.27832,114.17469,OpenAlex,,conference,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-generated Image Detection: Passive or Watermark?,2024,10.48550/arxiv.2411.13553,https://openalex.org/W4404649743,Duke University,Moyang Guo; Yuepeng Hu; Zhengyuan Jiang; Zeyu Li; Neil Zhenqiang Gong,Durham,,United States,US,35.99403,-78.89862,OpenAlex,,preprint,detection,ai_generated_image_detection,,high,manual_key_paper_affiliation_enrichment,"Author-affiliation mapping verified from arXiv HTML first page; affiliation marker 1. | Coordinates applied from local institution_resolution_cache.json; source=data/processed/institution_resolution_cache.json; detail=ROR. Manual review completed for explicit Duke University, Durham, United States affiliation.",candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-generated Image Detection: Passive or Watermark?,2024,10.48550/arxiv.2411.13553,https://openalex.org/W4404649743,Oak Ridge National Laboratory,Amir Sadovnik; Arka Daw,Oak Ridge,,United States,US,35.9313,-84.3104,OpenAlex,,preprint,detection,ai_generated_image_detection,,high,manual_key_paper_affiliation_enrichment,"Author-affiliation mapping verified from arXiv HTML first page; affiliation marker 2. | Coordinates manually confirmed for explicit institution/city/country evidence: Oak Ridge National Laboratory, Oak Ridge, Tennessee, United States. Manual review completed for key-paper affiliation and coordinates.",candidate_only,confirm_marker,
P1,blocked_candidate_marker,AI-Generated-Image Detection Using Deep Learning Techniques,2025,10.48175/ijarsct-25140,https://openalex.org/W4409362694,University of Mumbai,Dhruv Bhatada; Nimesh Gujari; Priyanka Pandey; Yashvant Chhapwale; Yogita Shelar,Mumbai,,IN,IN,19.07283,72.88261,OpenAlex,,journal,detection,ai_generated_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Analysis of Recent Advances in Deepfake Image Detection in an Evolving Threat Landscape,2024,10.1109/sp54263.2024.00194,https://openalex.org/W4402264364,Virginia Tech,Sifat Muhammad Abdullah; Aravind Cheruvu; Shravya Kanchi; Taejoong Chung; Peng Gao; Murtuza Jadliwala; Bimal Viswanath,Blacksburg,,US,US,37.22957,-80.41394,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Evaluation of Deep Learning-Based Computer Generated Image Detection Approaches,2019,10.1109/access.2019.2940383,https://openalex.org/W2973074956,Hangzhou Dianzi University,Xuan Ni; Linqiang Chen; Lifeng Yuan; Guohua Wu; Ye Yao,Hangzhou,,CN,CN,30.29365,120.16142,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,2022,10.3389/frsip.2022.918725,https://openalex.org/W4284895444,University of Siena,Jun Wang; Benedetta Tondi; Mauro Barni,Siena,,IT,IT,43.31822,11.33064,OpenAlex,,journal,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://openalex.org/W4323022407,Cape Peninsula University of Technology,Innocent E. Davidson,Cape Town,,ZA,ZA,-33.92584,18.42322,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://openalex.org/W4323022407,Durban University of Technology,Thokozile Mazibuko,Durban,,ZA,ZA,-29.8579,31.0292,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://openalex.org/W4323022407,Najran University,Turki Alsuwian,Najrān,,SA,SA,17.49326,44.12766,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://openalex.org/W4323022407,Nirma University,Y. G. Patel; Sudeep Tanwar; Rajesh Gupta,Ahmedabad,,IN,IN,23.02579,72.58727,OpenAlex,,journal,detection,deepfake_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,2022,10.1109/hora55278.2022.9799858,https://openalex.org/W4283712107,Karabük University,Saadaldeen Rashid Ahmed; Emrullah Sonuç; Mohammed Rashid Ahmed,Karabük,,TR,TR,41.20488,32.62768,OpenAlex,,conference,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
P1,blocked_candidate_marker,Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,2022,10.1109/hora55278.2022.9799858,https://openalex.org/W4283712107,Marmara University,Adil Deniz Duru,Istanbul,,TR,TR,41.01384,28.94966,OpenAlex,,conference,detection,synthetic_image_detection,,high,ror_id,Resolved from authoritative candidate institution metadata.,candidate_only,confirm_marker,
