title,year,openalex_url,doi,best_match_title,best_match_year,similarity,publication_venue,publication_type,primary_url,preliminary_task,preliminary_subtask,import_status,notes
MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,https://openalex.org/W4391433395,https://doi.org/10.1016/j.eswa.2024.123368,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,1.030,Expert Systems with Applications,journal,https://doi.org/10.1016/j.eswa.2024.123368,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,https://openalex.org/W4394624427,https://doi.org/10.1109/mvip62238.2024.10491148,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,1.030,,journal,https://doi.org/10.1109/mvip62238.2024.10491148,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,https://openalex.org/W4393375171,https://doi.org/10.1016/j.patrec.2024.03.025,A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,1.030,Pattern Recognition Letters,journal,https://doi.org/10.1016/j.patrec.2024.03.025,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,https://openalex.org/W4405945632,https://doi.org/10.1145/3702250.3702296,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,1.030,,journal,https://doi.org/10.1145/3702250.3702296,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
"Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion Image Fusion, 2024",2024,https://openalex.org/W4400616829,https://doi.org/10.1016/j.inffus.2024.102578,Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion,2024,0.956,Information Fusion,journal,https://doi.org/10.1016/j.inffus.2024.102578,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,https://openalex.org/W4392737360,https://doi.org/10.48550/arxiv.2403.06803,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2403.06803,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,https://openalex.org/W4393063559,https://doi.org/10.48550/arxiv.2403.13479,Deepfake Detection without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2403.13479,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,https://openalex.org/W4399911107,https://doi.org/10.48550/arxiv.2406.13688,Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2406.13688,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,https://openalex.org/W4399151866,https://doi.org/10.48550/arxiv.2405.18071,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2405.18071,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Real-Time Deepfake Detection in the Real-World,2024,https://openalex.org/W4399695946,https://doi.org/10.48550/arxiv.2406.09398,Real-Time Deepfake Detection in the Real-World,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2406.09398,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,https://openalex.org/W4402594796,https://doi.org/10.1109/avss61716.2024.10672612,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,1.030,,journal,https://doi.org/10.1109/avss61716.2024.10672612,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,https://openalex.org/W4405956571,https://doi.org/10.48550/arxiv.2412.20704,HFI: A unified framework for training-free detection and implicit watermarking of latent diffusion model generated images,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2412.20704,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
A closer look at fourier spectrum discrepancies for cnn-generated images detection,2021,https://openalex.org/W3147384726,https://doi.org/10.1109/cvpr46437.2021.00712,A Closer Look at Fourier Spectrum Discrepancies for CNN-generated Images Detection,2021,1.030,,preprint,https://doi.org/10.1109/cvpr46437.2021.00712,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,https://openalex.org/W4405254427,https://doi.org/10.48550/arxiv.2412.06727,Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2412.06727,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Benchmarking Deepart Detection,2023,https://openalex.org/W4322760013,https://doi.org/10.48550/arxiv.2302.14475,Benchmarking Deepart Detection,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2302.14475,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,https://openalex.org/W4389983109,https://doi.org/10.48550/arxiv.2312.10407,DeepArt: A Benchmark to Advance Fidelity Research in AI-Generated Content,2023,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2312.10407,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Seeing is not always believing: benchmarking human and model perception of AI-generated images,2024,https://openalex.org/W4367061162,https://doi.org/10.48550/arxiv.2304.13023,Seeing is not always believing: Benchmarking Human and Model Perception of AI-Generated Images,2023,1.010,arXiv (Cornell University),preprint,http://arxiv.org/abs/2304.13023,detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
