candidate_id,canonical_title,authors,year,venue,doi,arxiv_id,openalex_id,discovery_channels,discovery_sources,venue_year_sources,citation_seeds,surveys,benchmark_lineages,normalized_title_match,matched_corpus_paper_id,matched_exclusion_id,proposed_forensic_task,proposed_image_scope,proposed_research_type,identity_evidence,scope_evidence,primary_evidence_url,final_status,confidence,rationale,manual_review,discovery_passes,observation_count,observation_provenance,method_acronym_matches
audit:14aadb849b4f36bb,Do you really mean that? Content driven audio-visual deepfake dataset and multimodal method for temporal forgery localization,"Zhixi Cai, Kalin Stefanov, Abhinav Dhall, and Munawar Hayat. 2022.",2022,,,,,D,https://arxiv.org/html/2407.10575,,,2407.10575,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Explicit audio-visual/temporal localization endpoint; the available primary summary does not establish a separate image-level contribution.,,OUT_OF_SCOPE,medium,Explicit audio-visual/temporal localization endpoint; the available primary summary does not establish a separate image-level contribution.,false,1,1,"[{""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 1, ""discovery_source"": ""https://arxiv.org/html/2407.10575"", ""rank"": 15, ""raw_path"": ""data/raw/systematic_literature_2026_09/2063d5863a95923141f4.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""2407.10575"", ""source_record_id"": ""15""}]",
audit:a2ebb029d6b3821c,Do You Steal My Model? Signature Diffusion Embedded Dual-Verification Watermarking for Protecting Intellectual Property of Hyperspectral Image Classification Models,Yufei Yang; Song Xiao; Lixiang Li; Wenqian Dong; Jiahui Qu,2025,Thirty-Fourth International Joint Conference on Artificial Intelligence,10.24963/ijcai.2025/249,,,A,https://www.ijcai.org/proceedings/2025/,IJCAI 2025,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Semantic review of the declared target and available primary summary: this work addresses non-image modality, model/dataset ownership, generic attribution, or downstream generation/recognition, rather than an image-level forensic task.",https://www.ijcai.org/proceedings/2025/249,OUT_OF_SCOPE,high,"Semantic review of the declared target and available primary summary: this work addresses non-image modality, model/dataset ownership, generic attribution, or downstream generation/recognition, rather than an image-level forensic task.",false,3,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 3, ""discovery_source"": ""https://www.ijcai.org/proceedings/2025/"", ""rank"": 249, ""raw_path"": ""data/raw/systematic_literature_2026_09/210815e78e9827f93b42.gz"", ""retrieval_bound"": ""complete returned source"", ""seed"": ""IJCAI 2025"", ""source_record_id"": ""https://www.ijcai.org/proceedings/2025/249""}]",
audit:203bb622e535dd5a,DOCFORGE-BENCH: A Comprehensive 0-shot Benchmark for Document Forgery Detection and Analysis,"Zhao, Zengqi; Xia, Weidi; Wei, En; Zhang, Yan; Mo, Jane; Zhang, Tiannan; Dai, Yuanqin; Chen, Zexi; Tao, Yiran; Ren, Simiao",2026,arXiv (Cornell University),10.48550/arxiv.2603.01433,2603.01433,w7133352627 | w7133364333,C,https://api.openalex.org/works?search=ForensicHub&filter=to_publication_date%3A2026-09-12&per-page=15,,,,ForensicHub,,,,detection,,benchmark,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Establish whether evaluation covers generative editing/partial synthesis, traditional manipulation, or both; traditional-only inclusion precedent needs review. Cached primary abstract: Abstract: We present DOCFORGE-BENCH, the first unified zero-shot benchmark for document forgery detection, evaluating 14 methods across eight datasets spanning text tampering, receipt forgery, and identity document manipulation. Unlike fine-tuning-oriented evaluations such as ForensicHub [Du et al., 2025], DOCFORGE-BENCH applies all methods with their published pretrained weights and no domain adaptation -- a deliberate design choice that reflects the realistic deployment scenario where practitioners lack labeled document training data. Our central finding is a pervasive calibration failure invisible under single-threshold protocols: methods achieve moderate Pixel-AUC (>=0.76) yet near-zero Pixel-F1. This AUC-F1 gap is not a discrimination failure but a score-distribution shift: tampered regions occupy only 0.27-4.17% of pixels in document images -- an order of magnitude less than in natural image benchmarks -- making the standard tau=0.5 threshold catastrophically miscalibrated. Oracle-F1 is 2-10x higher than fixed-threshold Pixel-F1, confirming that calibration, not representation, is the bottleneck. A controlled calibration experiment validates this: adapting a single threshold on N=10 domain images recovers 39-55% of the Oracle-F1 gap, demonstrating that threshold adaptation -- not retraining -- is the key missing step for practical deployment. Overall, no evaluated method works reliably out-of-the-box on diverse document types, underscoring that document forgery detection remains an unsolved problem. We further note that all eight datasets predate the era of generative AI editing; benchmarks covering diffusion- and LLM-based document forgeries represent a critical open gap on the modern attack surface.",https://doi.org/10.48550/arxiv.2603.01433,CANDIDATE_ADD_NEEDS_SCOPE_REVIEW,medium,"Establish whether evaluation covers generative editing/partial synthesis, traditional manipulation, or both; traditional-only inclusion precedent needs review. For this work, inspect the primary abstract preserved in scope_evidence and resolve the stated endpoint/precedent question.",true,3,2,"[{""channel"": ""C"", ""direction"": """", ""discovery_pass"": 3, ""discovery_source"": ""https://api.openalex.org/works?search=ForensicHub&filter=to_publication_date%3A2026-09-12&per-page=15"", ""rank"": 4, ""raw_path"": ""data/raw/systematic_literature_2026_09/d1040594bbd3b433543f.gz"", ""retrieval_bound"": 15, ""seed"": ""ForensicHub"", ""source_record_id"": ""https://openalex.org/W7133364333""}, {""channel"": ""C"", ""direction"": """", ""discovery_pass"": 3, ""discovery_source"": ""https://api.openalex.org/works?search=ForensicHub&filter=to_publication_date%3A2026-09-12&per-page=15"", ""rank"": 5, ""raw_path"": ""data/raw/systematic_literature_2026_09/d1040594bbd3b433543f.gz"", ""retrieval_bound"": 15, ""seed"": ""ForensicHub"", ""source_record_id"": ""https://openalex.org/W7133352627""}]",
audit:1ae2bacbb484ff4a,DODA: Adapting Object Detectors to Dynamic Agricultural Environments in Real-Time with Diffusion,,2026,WACV2026,,,,A,https://openaccess.thecvf.com/WACV2026?day=all,WACV2026,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","object/scene recognition, not synthetic-image forensics",,OUT_OF_SCOPE,medium,"object/scene recognition, not synthetic-image forensics",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://openaccess.thecvf.com/WACV2026?day=all"", ""rank"": 827, ""raw_path"": ""data/raw/systematic_literature_2026_09/8e634c3400e6deb1107e.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""WACV2026"", ""source_record_id"": ""https://openaccess.thecvf.com/content/WACV2026/html/Xiang_DODA_Adapting_Object_Detectors_to_Dynamic_Agricultural_Environments_in_Real-Time_WACV_2026_paper.html""}]",
audit:c57b991502088bc2,Does a GAN Leave Distinct Model-Specific Fingerprints?,"Ding Y, Thakur N, Li B",2021,,,,,D,https://zenodo.org/api/records/20814592/files/Source_Attribution_of_AI_Generated_Images_A_Principled_Survey_Preprint_v1.pdf/content,,,Source Attribution of AI-Generated Images: a Principled Survey,,Does a GAN Leave Distinct Model-Specific Fingerprints?,curated:07ee620b8169b67b900f,,detection | source_attribution,fully_generated,method,"Matched by title Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Existing curated/public taxonomy retained for audit comparison; no classification changed.,,EXISTING_CURRENT,high,Already represented in the frozen public corpus; observed source variants and identifiers remain in provenance.,false,4,1,"[{""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 4, ""discovery_source"": ""https://zenodo.org/api/records/20814592/files/Source_Attribution_of_AI_Generated_Images_A_Principled_Survey_Preprint_v1.pdf/content"", ""rank"": 31, ""raw_path"": ""data/raw/systematic_literature_2026_09/85c4b29c308a3a62fd63.gz"", ""retrieval_bound"": ""complete PDF bibliography; title gate"", ""seed"": ""Source Attribution of AI-Generated Images: a Principled Survey"", ""source_record_id"": ""31""}]",
audit:1e926be86155e6a8,Domain general face forgery detection by learning to weight,"Ke Sun, Hong Liu, Qixiang Ye, Yue Gao, Jianzhuang Liu, Ling Shao, and Rongrong Ji. 2021b.",,,,,,D,https://arxiv.org/html/2407.10575,,,2407.10575,,,,,detection,deepfake,method,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent.,,AMBIGUOUS_SCOPE,low,Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent. Paper-specific evidence limitation: no title-matched usable primary abstract in the cached evidence; the retained bibliography/index record alone cannot resolve scope.,true,1,1,"[{""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 1, ""discovery_source"": ""https://arxiv.org/html/2407.10575"", ""rank"": 197, ""raw_path"": ""data/raw/systematic_literature_2026_09/2063d5863a95923141f4.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""2407.10575"", ""source_record_id"": ""197""}]",
audit:9b1cb03136c606a9,Domain-RAG: Retrieval-Guided Compositional Image Generation for Cross-Domain Few-Shot Object Detection,,2025,NeurIPS 2025 Main Conference,,,,A,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,NeurIPS 2025 Main Conference,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","object/scene recognition, not synthetic-image forensics",,OUT_OF_SCOPE,medium,"object/scene recognition, not synthetic-image forensics",false,6,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 6, ""discovery_source"": ""https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference"", ""rank"": 4935, ""raw_path"": ""data/raw/systematic_literature_2026_09/a7e8546c29afbfd77152.gz"", ""retrieval_bound"": ""complete official book; main/position/dataset tracks"", ""seed"": ""NeurIPS 2025 Main Conference"", ""source_record_id"": ""https://proceedings.neurips.cc/paper_files/paper/2025/hash/d8af9a23bf25dedfb32433597c462045-Abstract-Conference.html""}]",
audit:81d645f8ded8a855,DomainForensics: Exposing Face Forgery Across Domains via Bi-Directional Adaptation,Qingxuan Lv; Yuezun Li; Junyu Dong; Sheng Chen; Hui Yu; Huiyu Zhou; Shu Zhang,2024,IEEE Transactions on Information Forensics and Security,10.1109/tifs.2024.3426317,,w4400771364,A,https://api.openalex.org/works?filter=primary_location.source.id%3AS61310614%2Cfrom_publication_date%3A2024-01-01%2Cto_publication_date%3A2024-12-31&search=synthetic+image+detection&per-page=30,TIFS 2024,,,,,,,detection,deepfake,method,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent.,,AMBIGUOUS_SCOPE,low,Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent. Paper-specific evidence limitation: https://doi.org/10.1109/tifs.2024.3426317 — 202,true,4,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 4, ""discovery_source"": ""https://api.openalex.org/works?filter=primary_location.source.id%3AS61310614%2Cfrom_publication_date%3A2024-01-01%2Cto_publication_date%3A2024-12-31&search=synthetic+image+detection&per-page=30"", ""rank"": 5, ""raw_path"": ""data/raw/systematic_literature_2026_09/21df58d58b7ea88a992c.gz"", ""retrieval_bound"": 30, ""seed"": ""TIFS 2024"", ""source_record_id"": ""https://openalex.org/W4400771364""}]",
audit:733fae6cb779c472,DomainGallery: Few-shot Domain-driven Image Generation by Attribute-centric Finetuning,"Duan, Yuxuan; Hong, Yan; Zhang, Bo; Lan, Jun; Zhu, Huijia; Wang, Weiqiang; Zhang, Jianfu; Niu, Li; Zhang, Liqing",2024,Advances in Neural Information Processing Systems,10.52202/079017-0017,,,A,https://papers.nips.cc/paper_files/paper/2024,NeurIPS 2024,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Semantic review of the declared target and available primary summary: this work addresses non-image modality, model/dataset ownership, generic attribution, or downstream generation/recognition, rather than an image-level forensic task.",https://papers.nips.cc/paper_files/paper/2024/hash/013d743db3c684957305d32017f13339-Abstract-Conference.html,OUT_OF_SCOPE,high,"Semantic review of the declared target and available primary summary: this work addresses non-image modality, model/dataset ownership, generic attribution, or downstream generation/recognition, rather than an image-level forensic task.",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://papers.nips.cc/paper_files/paper/2024"", ""rank"": 17, ""raw_path"": ""data/raw/systematic_literature_2026_09/19dd7d6e7b38ec70fd92.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""NeurIPS 2024"", ""source_record_id"": ""https://papers.nips.cc/paper_files/paper/2024/hash/013d743db3c684957305d32017f13339-Abstract-Conference.html""}]",
audit:530c185645d1c980,DoTA: Latent Distribution Conditioned Data Attribution for Diffusion Models,,2026,WACV2026,,,,A,https://openaccess.thecvf.com/WACV2026?day=all,WACV2026,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","feature/data/causal attribution or model explanation, not generator-source attribution",,OUT_OF_SCOPE,medium,"feature/data/causal attribution or model explanation, not generator-source attribution",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://openaccess.thecvf.com/WACV2026?day=all"", ""rank"": 615, ""raw_path"": ""data/raw/systematic_literature_2026_09/8e634c3400e6deb1107e.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""WACV2026"", ""source_record_id"": ""https://openaccess.thecvf.com/content/WACV2026/html/Joshi_DoTA_Latent_Distribution_Conditioned_Data_Attribution_for_Diffusion_Models_WACV_2026_paper.html""}]",
audit:d75996d83937c49e,DPIC: Decoupling Prompt and Intrinsic Characteristics for LLM Generated Text Detection,,2024,NeurIPS 2024,,,,A,https://papers.nips.cc/paper_files/paper/2024,NeurIPS 2024,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Declared task is generated-text detection, text provenance, or LLM fingerprinting; no image-level forensic contribution.",,OUT_OF_SCOPE,medium,"Declared task is generated-text detection, text provenance, or LLM fingerprinting; no image-level forensic contribution.",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://papers.nips.cc/paper_files/paper/2024"", ""rank"": 516, ""raw_path"": ""data/raw/systematic_literature_2026_09/19dd7d6e7b38ec70fd92.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""NeurIPS 2024"", ""source_record_id"": ""https://papers.nips.cc/paper_files/paper/2024/hash/1d35af80e775e342f4cd3792e4405837-Abstract-Conference.html""}]",
audit:4e6285e0b5b0e454,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,"B. Chen, J. Zeng, J. Yang, and R. Yang",2024,ICML 2024,,,,A+D,https://arxiv.org/html/2502.19716 | https://proceedings.mlr.press/v235/,ICML 2024,,2502.19716,,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,curated:3c8696103d9d5e608281,,detection,fully_generated,dataset | method,"Matched by title Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Existing curated/public taxonomy retained for audit comparison; no classification changed.,,EXISTING_CURRENT,high,Already represented in the frozen public corpus; observed source variants and identifiers remain in provenance.,false,1,2,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://proceedings.mlr.press/v235/"", ""rank"": 297, ""raw_path"": ""data/raw/systematic_literature_2026_09/e50f3037063dc47ed5cc.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""ICML 2024"", ""source_record_id"": ""https://proceedings.mlr.press/v235/chen24ay.html""}, {""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 1, ""discovery_source"": ""https://arxiv.org/html/2502.19716"", ""rank"": 6, ""raw_path"": ""data/raw/systematic_literature_2026_09/1852f3cbf8021c13b0d5.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""2502.19716"", ""source_record_id"": ""6""}]",curated:3c8696103d9d5e608281
audit:4ea0ed97dc5a6345,Dreambooth: Fine tuning text-to-image diffusion models for subject-driven generation,"Nataniel Ruiz, Yuanzhen Li, Varun Jampani, Yael Pritch, Michael Rubinstein, and Kfir Aberman. 2023.",2023,,,,,D,https://arxiv.org/html/2407.10575 | https://zenodo.org/api/records/20814592/files/Source_Attribution_of_AI_Generated_Images_A_Principled_Survey_Preprint_v1.pdf/content,,,2407.10575 | Source Attribution of AI-Generated Images: a Principled Survey,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Screened as background generation, recognition, general explanation, or another non-forensic target; no synthetic-image detection, generator attribution, or manipulation-localization contribution identified.",,OUT_OF_SCOPE,medium,"Screened as background generation, recognition, general explanation, or another non-forensic target; no synthetic-image detection, generator attribution, or manipulation-localization contribution identified.",false,1 | 4,2,"[{""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 1, ""discovery_source"": ""https://arxiv.org/html/2407.10575"", ""rank"": 178, ""raw_path"": ""data/raw/systematic_literature_2026_09/2063d5863a95923141f4.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""2407.10575"", ""source_record_id"": ""178""}, {""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 4, ""discovery_source"": ""https://zenodo.org/api/records/20814592/files/Source_Attribution_of_AI_Generated_Images_A_Principled_Survey_Preprint_v1.pdf/content"", ""rank"": 97, ""raw_path"": ""data/raw/systematic_literature_2026_09/85c4b29c308a3a62fd63.gz"", ""retrieval_bound"": ""complete PDF bibliography; title gate"", ""seed"": ""Source Attribution of AI-Generated Images: a Principled Survey"", ""source_record_id"": ""97""}]",
audit:a8caf0cdb55ed7b3,DreamRenderer: Taming Multi-Instance Attribute Control in Large-Scale Text-to-Image Models,"Zhou, Dewei; Li, Mingwei; Yang, Zongxin; Yang, Yi",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,,A,https://openaccess.thecvf.com/ICCV2025?day=all,ICCV2025,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","generation, restoration, editing control or representation learning rather than forensic inference",https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_DreamRenderer_Taming_Multi-Instance_Attribute_Control_in_Large-Scale_Text-to-Image_Models_ICCV_2025_paper.html,OUT_OF_SCOPE,medium,"generation, restoration, editing control or representation learning rather than forensic inference",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://openaccess.thecvf.com/ICCV2025?day=all"", ""rank"": 2126, ""raw_path"": ""data/raw/systematic_literature_2026_09/81feccd075b2a4028a42.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""ICCV2025"", ""source_record_id"": ""https://openaccess.thecvf.com/content/ICCV2025/html/Zhou_DreamRenderer_Taming_Multi-Instance_Attribute_Control_in_Large-Scale_Text-to-Image_Models_ICCV_2025_paper.html""}]",
audit:f8e73bc5d743ee41,DriveGEN: Generalized and Robust 3D Detection in Driving via Controllable Text-to-Image Diffusion Generation,,2025,CVPR2025,,,,A,https://openaccess.thecvf.com/CVPR2025?day=all,CVPR2025,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","object/scene recognition, not synthetic-image forensics",,OUT_OF_SCOPE,medium,"object/scene recognition, not synthetic-image forensics",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://openaccess.thecvf.com/CVPR2025?day=all"", ""rank"": 1839, ""raw_path"": ""data/raw/systematic_literature_2026_09/920b1b6830b3858c91f1.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""CVPR2025"", ""source_record_id"": ""https://openaccess.thecvf.com/content/CVPR2025/html/Lin_DriveGEN_Generalized_and_Robust_3D_Detection_in_Driving_via_Controllable_CVPR_2025_paper.html""}]",
audit:93a3b1de2be33602,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,Shaowei Weng; Rui Li; Lifang Yu; Gaobo Yang; Pei‐Wei Tsai,2026,IEEE Signal Processing Letters,10.1109/lsp.2026.3710437,,w7167493723,B,https://api.openalex.org/works?filter=cites%3AW4388858946%2Cto_publication_date%3A2026-09-12&sort=publication_date%3Adesc&per-page=50 | https://api.openalex.org/works?filter=cites%3AW7133207051%2Cto_publication_date%3A2026-09-12&sort=publication_date%3Adesc&per-page=50,,DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models | GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image,,,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,curated:6f55b599c4d1588c62f7,,detection,fully_generated,method,"Matched by doi Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Existing curated/public taxonomy retained for audit comparison; no classification changed.,,EXISTING_CURRENT,high,Already represented in the frozen public corpus; observed source variants and identifiers remain in provenance.,false,2,2,"[{""channel"": ""B"", ""direction"": ""CITED_BY"", ""discovery_pass"": 2, ""discovery_source"": ""https://api.openalex.org/works?filter=cites%3AW7133207051%2Cto_publication_date%3A2026-09-12&sort=publication_date%3Adesc&per-page=50"", ""rank"": 28, ""raw_path"": ""data/raw/systematic_literature_2026_09/cc7be089901f4c6b7d82.gz"", ""retrieval_bound"": 50, ""seed"": ""GenImage: A Million-Scale Benchmark for Detecting AI-Generated Image"", ""source_record_id"": ""https://openalex.org/W7167493723""}, {""channel"": ""B"", ""direction"": ""CITED_BY"", ""discovery_pass"": 2, ""discovery_source"": ""https://api.openalex.org/works?filter=cites%3AW4388858946%2Cto_publication_date%3A2026-09-12&sort=publication_date%3Adesc&per-page=50"", ""rank"": 31, ""raw_path"": ""data/raw/systematic_literature_2026_09/2554e5b57b6a121f3e5b.gz"", ""retrieval_bound"": 50, ""seed"": ""DE-FAKE: Detection and Attribution of Fake Images Generated by Text-to-Image Generation Models"", ""source_record_id"": ""https://openalex.org/W7167493723""}]",curated:6f55b599c4d1588c62f7
audit:77e627cd5778813a,DTGB: A Comprehensive Benchmark for Dynamic Text-Attributed Graphs,"Zhang, Jiasheng; Chen, Jialin; Yang, Menglin; Feng, Aosong; Liang, Shuang; Shao, Jie; Ying, Rex",2024,Advances in Neural Information Processing Systems,10.52202/079017-2901,,,A,https://papers.nips.cc/paper_files/paper/2024,NeurIPS 2024,,,,,,,,,,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.","Screened as background generation, recognition, general explanation, or another non-forensic target; no synthetic-image detection, generator attribution, or manipulation-localization contribution identified.",https://papers.nips.cc/paper_files/paper/2024/hash/a65d054a407f94c34ecfb598fb540a0d-Abstract-Datasets_and_Benchmarks_Track.html,OUT_OF_SCOPE,medium,"Screened as background generation, recognition, general explanation, or another non-forensic target; no synthetic-image detection, generator attribution, or manipulation-localization contribution identified.",false,1,1,"[{""channel"": ""A"", ""direction"": """", ""discovery_pass"": 1, ""discovery_source"": ""https://papers.nips.cc/paper_files/paper/2024"", ""rank"": 2900, ""raw_path"": ""data/raw/systematic_literature_2026_09/19dd7d6e7b38ec70fd92.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""NeurIPS 2024"", ""source_record_id"": ""https://papers.nips.cc/paper_files/paper/2024/hash/a65d054a407f94c34ecfb598fb540a0d-Abstract-Datasets_and_Benchmarks_Track.html""}]",
audit:d4bea4f67ca48d7d,Dual contrastive learning for general face forgery detection,"Ke Sun, Taiping Yao, Shen Chen, Shouhong Ding, Jilin Li, and Rongrong Ji. 2022b.",,,,,,D,https://arxiv.org/html/2407.10575,,,2407.10575,,,,,detection,deepfake,method,"DOI/arXiv/OpenAlex, normalized/typographic title and reviewed aliases checked against 620 public papers and active exclusions; no confirmed match. Authors/year/venue, method/acronym and bounded fuzzy suggestions were considered; observed publication/preprint IDs are preserved, not promoted to curated aliases.",Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent.,,AMBIGUOUS_SCOPE,low,Confirm a substantive image-level face-manipulation contribution and distinguish it from video-only evaluation; apply the existing deepfake crossover precedent. Paper-specific evidence limitation: no title-matched usable primary abstract in the cached evidence; the retained bibliography/index record alone cannot resolve scope.,true,1,1,"[{""channel"": ""D"", ""direction"": ""REFERENCES"", ""discovery_pass"": 1, ""discovery_source"": ""https://arxiv.org/html/2407.10575"", ""rank"": 199, ""raw_path"": ""data/raw/systematic_literature_2026_09/2063d5863a95923141f4.gz"", ""retrieval_bound"": ""returned source; see source manifest"", ""seed"": ""2407.10575"", ""source_record_id"": ""199""}]",
