title,year,openalex_url,doi,best_match_title,best_match_year,similarity,publication_venue,publication_type,primary_url,preliminary_task,preliminary_subtask,import_status,notes
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,https://openalex.org/W4410487490,https://doi.org/10.1016/j.knosys.2025.113806,GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,1.030,Knowledge-Based Systems,article,https://doi.org/10.1016/j.knosys.2025.113806,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,https://openalex.org/W4405895672,https://doi.org/10.1007/s00530-024-01626-z,High-resolution network-based multi-feature fusion for generalized forgery detection,2024,1.015,Multimedia Systems,article,https://doi.org/10.1007/s00530-024-01626-z,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Optimized frequency collaborative strategy drives AI image detection,2025,https://openalex.org/W4406657393,https://doi.org/10.1109/jiot.2025.3531053,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,1.030,IEEE Internet of Things Journal,article,https://doi.org/10.1109/jiot.2025.3531053,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,https://openalex.org/W4409917519,https://doi.org/10.1109/wacvw65960.2025.00082,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,1.030,,article,https://doi.org/10.1109/wacvw65960.2025.00082,ai_generated_image_detection,deepfake_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,https://openalex.org/W4409917584,https://doi.org/10.1109/wacvw65960.2025.00160,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,2025,1.030,,article,https://doi.org/10.1109/wacvw65960.2025.00160,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,https://openalex.org/W4406786190,https://doi.org/10.48550/arxiv.2501.13475,LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2501.13475,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,https://openalex.org/W4415187215,https://doi.org/10.1016/j.patrec.2026.04.016,HRR: Hierarchical retrospection refinement for generated image detection,2026,1.015,Pattern Recognition Letters,article,https://doi.org/10.1016/j.patrec.2026.04.016,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,https://openalex.org/W4414578321,https://doi.org/10.48550/arxiv.2503.08484,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2503.08484,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,https://openalex.org/W4417284156,https://doi.org/10.48550/arxiv.2503.11195,"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2503.11195,image_provenance,watermark_or_provenance,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,https://openalex.org/W4417056138,https://doi.org/10.48550/arxiv.2503.24267,FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2503.24267,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Robust AI-Synthesized Image Detection via Multi-feature Frequency-aware Learning,2025,https://openalex.org/W4416260579,https://doi.org/10.1007/978-981-95-3001-4_12,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,1.030,Lecture notes in computer science,book-chapter,https://doi.org/10.1007/978-981-95-3001-4_12,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,https://openalex.org/W4415320094,https://doi.org/10.48550/arxiv.2504.13726,MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2504.13726,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Composite Data Augmentations for Synthetic Image Detection against Real-World Perturbations,2025,https://openalex.org/W4417052422,https://doi.org/10.23919/eusipco63237.2025.11226549,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,2025,1.030,,article,https://doi.org/10.23919/eusipco63237.2025.11226549,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,https://openalex.org/W4414989730,https://doi.org/10.48550/arxiv.2506.20548,Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2506.20548,ai_generated_image_detection,deepfake_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,https://openalex.org/W4415343792,https://doi.org/10.48550/arxiv.2507.03054,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2507.03054,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Explainable Synthetic Image Detection through Diffusion Timestep Ensembling,2025,https://openalex.org/W7138458380,https://doi.org/10.1609/aaai.v40i13.38060,Explainable Synthetic Image Detection Through Diffusion Timestep Ensembling,2026,1.015,Proceedings of the AAAI Conference on Artificial Intelligence,article,https://doi.org/10.1609/aaai.v40i13.38060,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,https://openalex.org/W4414978765,https://doi.org/10.48550/arxiv.2510.05740,Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2510.05740,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,https://openalex.org/W4415935817,https://doi.org/10.48550/arxiv.2511.00181,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,1.030,arXiv (Cornell University),preprint,http://arxiv.org/abs/2511.00181,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,https://openalex.org/W4417529984,https://doi.org/10.48550/arxiv.2512.16300,Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,2025,1.030,ArXiv.org,preprint,http://arxiv.org/abs/2512.16300,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,https://openalex.org/W7117078863,,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,1.030,ArXiv.org,article,http://arxiv.org/abs/2512.17730,ai_generated_image_detection,deepfake_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,https://openalex.org/W7117277228,,LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,1.030,ArXiv.org,article,http://arxiv.org/abs/2512.20257,ai_generated_image_detection,ai_generated_image_detection,ready,Strong OpenAlex title match; ready for broad paper-level import. Marker depends on affiliation/coordinates.
