title,year,missing_stage,recommended_action,scope_decision,scope_notes
Single-Model Attribution of Generative Models Through Final-Layer Inversion,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Which Model Generated This Image? A Model-Agnostic Approach for Origin Attribution,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Shadows Don't Lie and Lines Can't Bend! Generative Models don't know Projective Geometry...for now,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
MaskSim: Detection of synthetic images by masked spectrum similarity analysis,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Faster Than Lies: Real-time Deepfake Detection using Binary Neural Networks,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Frequency-Aware Deepfake Detection: Improving Generalizability through Frequency Space Domain Learning,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Evolution of Detection Performance throughout the Online Lifespan of Synthetic Images,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Your diffusion model is an implicit synthetic image detector,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Detecting Image Attribution for Text-to-Image Diffusion Models in RGB and Beyond,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Frequency Masking for Universal Deepfake Detection,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
On the Exploitation of DCT-Traces in the Generative-AI Domain,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
Detecting Computer-Generated Images by Using Only Real Images,2024,missing_from_candidate_pool,manual_or_openalex_title_import_review,include_broad_scope,Included for broad synthetic/generated image detection or attribution paper-level coverage; marker depends on affiliation/coordinates.
