legacy_review_id,paper_identity,paper_id,canonical_title,year,doi,primary_url,legacy_scope_category,current_tasks,current_image_scopes,diagnostic_basis,confidence,review_rationale,current_abstract,source_record_sha256,diagnostic_only,corpus_action
legacy-scope:43cf16270ab723d9,curated:559269bd486bc1da5115,curated:559269bd486bc1da5115,Comparative Analysis of Custom CNN Architecture and MobileNet for Deepfake Image Detection,2025,10.1007/978-3-031-81308-5_6,https://doi.org/10.1007/978-3-031-81308-5_6,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,2700ac217fa4e1d1fba6707e621090f31d25fa3fe2c3c2aebaf25095d0ce243a,true,NONE
legacy-scope:863263d3e63a83a1,curated:611c1fc878b1f9737a04,curated:611c1fc878b1f9737a04,Universal Deepfake Detection via Low-Rank Adaptation of Vision-Language Models,2026,10.1007/978-981-92-3429-5_47,https://doi.org/10.1007/978-981-92-3429-5_47,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","At present, the rapid proliferation of deepfake images poses a severe threat to digital security. Existing conventional detectors are trained on limited single-type forgery data and thus tend to fail when confronting emerging generation techniques. Accordingly, this paper constructs a universal detection framework that integrates Low-Rank Adaptation into vision-language models. Different from conventional designs, the proposed framework embeds low-rank matrices into both visual and text encoders simultaneously. With contrastive loss introduced during training, the model learns more discriminative feature boundaries while preserving pre-trained knowledge, substantially improving the generalization capability for unknown fake samples. Experimental results demonstrate that the proposed model achieves an mAP of 99.18% and an accuracy of 95.38%, outperforming the current state-of-the-art model by 1.12% and 5.93%, respectively. Comprehensive ablation experiments are conducted to validate the model design from the perspectives of rank size, training data scale, post-processing interference robustness, and feature separability. The results fully verify the effectiveness and reliability of the proposed framework.",544a878b3c1b1c4446c81302ed94463afdc7c7664a55415542451e1a777416a4,true,NONE
legacy-scope:015d4e251687425a,curated:6a0913decc4e81abddb3,curated:6a0913decc4e81abddb3,Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,10.1007/978-3-031-78305-0_15,https://doi.org/10.1007/978-3-031-78305-0_15,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection;source_attribution,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","This paper explores leveraging representations of the data distribution learned by diffusion models to improve a downstream task of deepfake image detection. With the recent upsurge in the popularity of generative AI, it has become increasingly common to encounter disinformation in modalities such as language and text, images and speech. However, a significant portion of disinformative content can solely be attributed to deepfake images. Effective countermeasures in the past have relied upon classifying deepfake images based on spatial irregularities, inconsistencies in high frequency content and fingerprint matching with known residuals from popular deepfake generation models. However, as the technology behind deepfakes continues to advance, there is a growing need for robust detection methods and tools to ensure the integrity of visual information and mitigate the risks associated with the spread of misleading or malicious content. Thus, we investigate using diffusion-generated reconstructions and latent space inversion to enhance deepfake detection, adapting to the changing landscape of visual disinformation. We explore the feasibility of using diffusion generated reconstruction, diffusion generated latent space inversion and high frequency feature extraction for improving the performance of detecting deepfakes.",05294995880c451b687cf1d3b4e2bfb45f42391551c2a2ee9fabec605e348cd8,true,NONE
legacy-scope:ba8d655a1feb5623,curated:6e6c7c4645ed4af43a61,curated:6e6c7c4645ed4af43a61,Enhancing Sensing and Imaging Capabilities Through Surface Plasmon Resonance for Deepfake Image Detection,2025,10.1007/s11468-024-02492-1,https://doi.org/10.1007/s11468-024-02492-1,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,701198d497e5ee6a2a0a6e398203909f3a261c11248f8f568ce0edf72d41978e,true,NONE
legacy-scope:f2f3149d6bc874b4,curated:7287cadbc4b8408fd16b,curated:7287cadbc4b8408fd16b,Breaking Manifold Continuity: Vector Quantized Modeling for Real-Centric Deepfake Detection,2026,,https://openreview.net/attachment?id=WrlqkXYYCx&name=pdf,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","The increasingly realistic and diverse generative data has led some deepfake detection methods to shift towards learning robust real content, \textit{e.g.}, via reconstruction-based tasks. However, most existing approaches rely primarily on prevalent continuous modeling (\textit{e.g.}, GMMs, VAEs, Diffusion Models) to construct a continuous latent manifold of real data, with the aim of improving the generalization capability, while overlooking a critical issue, \textit{i.e.}, such continuity may facilitate the interpolation of forgery artifacts, consequently causing ambiguity in detection. To alleviate this problem, we integrate discrete modeling into the feature space of the CLIP vision encoder, striking a balance between continuous manifold modeling and discrete representation. By incorporating a learnable vector quantized codebook, the real latent manifold is discretized, imposing a more stringent information bottleneck that reduces the likelihood of embedding generative artifacts. In order to further enhance the generalization of discrete modeling, we propose an adaptive tangent space projection mechanism that yields a continuous relaxation of the discrete real distribution within a controllable range. With these components, our method constructs a real distribution that is both tightly constrained and broadly generalizable, enhancing robustness to unseen forgeries. Extensive experiments on diverse datasets demonstrate the effectiveness of our method.",ad95e6c6a4fde75065c30359502ff8aaed067ba92d41c61eb7b6780a4d565f60,true,NONE
legacy-scope:ab8bfc2a7b1cc65c,curated:80e6fc4ce64c001a2b3d,curated:80e6fc4ce64c001a2b3d,An Improved Dense CNN Architecture for Deepfake Image Detection,2023,10.1109/access.2023.3251417,https://doi.org/10.1109/access.2023.3251417,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","Recent advancements in computer vision processing need potent tools to create realistic deepfakes. A generative adversarial network (GAN) can fake the captured media streams, such as images, audio, and video, and make them visually fit other environments. So, the dissemination of fake media streams creates havoc in social communities and can destroy the reputation of a person or a community. Moreover, it manipulates public sentiments and opinions toward the person or community. Recent studies have suggested using the convolutional neural network (CNN) as an effective tool to detect deepfakes in the network. But, most techniques cannot capture the inter-frame dissimilarities of the collected media streams. Motivated by this, this paper presents a novel and improved deep-CNN (D-CNN) architecture for deepfake detection with reasonable accuracy and high generalizability. Images from multiple sources are captured to train the model, improving overall generalizability capabilities. The images are re-scaled and fed to the D-CNN model. A binary-cross entropy and Adam optimizer are utilized to improve the learning rate of the D-CNN model. We have considered seven different datasets from the reconstruction challenge with 5000 deepfake images and 10000 real images. The proposed model yields an accuracy of 98.33% in AttGAN <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><i>a</i></sup> , 99.33% in GDWCT <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><i>b</i></sup> , 95.33% in StyleGAN, 94.67% in StyleGAN2, and 99.17% in StarGAN <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><i>c</i></sup> real and deepfake images, that indicates its viability in experimental setups.",9c6112d2519ac8f631bf5dd68993ee2bae762665dd2a51234b574344f28fee05,true,NONE
legacy-scope:5dfa5c4b6551bb2e,curated:8227355571a6d402e4f8,curated:8227355571a6d402e4f8,SpectraGuard: Provably-Private Deepfake Detection with Learnable Frequency-Domain Differential Privacy,2026,10.1109/tcsvt.2026.3724270,https://doi.org/10.1109/tcsvt.2026.3724270,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.",,9cd4bf7363afd601f32b7109fff7d415f9e786c8850bdf6dede3a77cf5e83775,true,NONE
legacy-scope:fce1b89df653e197,curated:89f7a674fe872806006b,curated:89f7a674fe872806006b,ODDN: Addressing Unpaired Data Challenges in Open-World Deepfake Detection on Online Social Networks,2025,10.1609/aaai.v39i1.32063,https://doi.org/10.1609/aaai.v39i1.32063,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","Despite significant advances in deepfake detection, handling varying image quality, especially due to different compressions on online social networks (OSNs), remains challenging. Current methods succeed by leveraging correlations between paired images, whether raw or compressed. However, in open-world scenarios, paired data is scarce, with compressed images readily available but corresponding raw versions difficult to obtain. This imbalance, where unpaired data vastly outnumbers paired data, often leads to reduced detection performance, as existing methods struggle without corresponding raw images. To overcome this issue, we propose a novel approach named the open-world deepfake detection network (ODDN), which comprises two core modules: open-world data aggregation (ODA) and compression-discard gradient correction (CGC). ODA effectively aggregates correlations between compressed and raw samples through both fine-grained and coarse-grained analyses for paired and unpaired data, respectively. CGC incorporates a compression-discard gradient correction to further enhance performance across diverse compression methods in OSN. This technique optimizes the training gradient to ensure the model remains insensitive to compression variations. Extensive experiments conducted on 17 popular deepfake datasets demonstrate the superiority of the ODDN over SOTA baselines.",449ae78f9aa30423b9982501399789b9c8e429f12e4e76c899ac06919e146324,true,NONE
legacy-scope:143f645e100e3556,curated:988373de555945528142,curated:988373de555945528142,"Comparative Analysis of Deepfake Image Detection Method Using VGG16, VGG19 and ResNet50",2024,10.37934/araset.47.1.1628,https://doi.org/10.37934/araset.47.1.1628,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","In the rapidly evolving digital landscape, the proliferation of online image and video sharing has reached unprecedented levels. This surge has been accompanied by the emergence of deepfake technology, powered by generative adversarial networks and deep learning techniques, enabling the creation of highly realistic fabricated images and videos. Consequently, the widespread dissemination of deepfake content on social media platforms has prompted the global community to seek effective methods for detecting and combating this issue. Recognizing that Artificial Intelligence (AI) has played a significant role in propagating deepfake challenges, researchers and experts believe that AI can also provide viable solutions. In this study, we explore the application of AI for deepfake image detection. Specifically, we focus on three convolutional neural network (CNN) algorithms—VGG16, VGG19, and ResNet—for this purpose. To evaluate the performance of these CNN models, a dataset comprising 1,200 images, including a combination of fake and real images, was utilized. The deepfake images were generated using FaceApp, a prominent tool for creating manipulated visuals. Our findings demonstrate that VGG19 outperforms both VGG16 and ResNet50, achieving an impressive accuracy rate of 98% on the test dataset when small size is small. By harnessing the power of AI, particularly through the application of CNN algorithms, this research makes a significant contribution to the field of deepfake image detection. The results underscore the efficacy of VGG19 in accurately identifying manipulated images, thereby providing valuable insights for the development of robust detection systems to combat the proliferation of deepfakes in today's digital world.",ee4f8ce83ed35cb47cb8f9be779daa33b9ce4ea3fba9b512fb3299ed39ca394e,true,NONE
legacy-scope:ecebb768fa65e8ac,curated:9c8645e0bddeeff2ed4b,curated:9c8645e0bddeeff2ed4b,Deepfake Image Detection Using ResNet50 Model,2024,10.1109/cybercomp60759.2024.10913843,https://doi.org/10.1109/cybercomp60759.2024.10913843,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,deepfake,deepfake_only_taxonomy_scope_unverified,low; diagnostic only,"Current taxonomy records deepfake as the sole image scope, but the saved abstract is absent or does not settle a broader generative-image component. This is a possible legacy mismatch, not a finding of pure-face scope.","Deepfake images, created through advanced AI techniques, pose significant cybersecurity risks, facilitating identity fraud and potentially damaging reputations and financial stability. The primary challenge in detecting deepfakes lies in ensuring algorithms generalize well across diverse datasets, minimizing errors like False Positives (FP) and False Negatives (FN) on unseen data. This study focuses on enhancing deepfake detection using the ResNet50 model and Gaussian blur preprocessing to bolster model generalizability. The methodology encompasses five phases: Data Collection, Data Splitting, Data Pre-processing, Training, and Model Testing on the DeepFakeFace and Deepfake Processed datasets. Evaluations, including accuracy, specificity, recall, and precision, are conducted on 4000 images per dataset split in ratios of 60:20:20 and 80:10:10. Results indicate superior performance with the 80:10:10 split, achieving peak accuracy of 82.75%. Gaussian blur notably enhances specificity, increasing from 54.67% to 65.00% with the 80:10:10 ratio, underscoring its role in improving model robustness across varied datasets. This research highlights critical advancements in cybersecurity measures against deepfake threats.",bc10a496d1a5863957014a834925df37043b7e16d2c5646db60adbb0dae27b59,true,NONE
legacy-scope:1c348c1c58f5af27,curated:a0c532923fe10a4ee7c0,curated:a0c532923fe10a4ee7c0,Enhancing Deepfake Detection with Diversified Self-Blending Images and Residuals,2024,10.1109/access.2024.3382196,https://doi.org/10.1109/access.2024.3382196,LEGACY_SCOPE_REVIEW_DEEPFAKE,detection,fully_generated;deepfake,face_or_video_evaluation_evidence,high as a review candidate,"Saved title/abstract identifies facial, identity-manipulation or video-deepfake evaluation. Verify any substantive broader synthetic-image component before a future scope decision.","The advancement of deep forgery technology has significantly impacted the credibility of media content, making the detection of deep forgeries crucial for ensuring media security. Although research on deepfake detection methods has been progressively advancing, current approaches predominantly rely on detecting and identifying artifacts. As deep forgery technology continually improves, high-quality synthetic images and those produced through reconstruction methods have become increasingly sophisticated, rendering artifact and trace detection methods somewhat limited. To address this issue, we introduce a deep forgery detection method that integrates deep neural networks with fine-grained artifact features. Our proposed method simulates diverse facial synthesis data by employing facial color conversion, facial frequency domain conversion, and facial mask deformation and blurring. This trains the deepfake detection model to adapt to various synthesis techniques. The classifier model is trained using multiple perturbations of authentic images, with fine-grained artifacts features ensuring the stability of the detection process. Our approach achieves superior accuracy and AUC values on the FF++ and WildDeepfake datasets, demonstrating its effectiveness and adaptability in detecting deep forgeries.",8ab008500c698c2f96f4693dfe0cbee5060c81da85e33522be7b9593e6b1d57c,true,NONE
