title,year,openalex_url,doi,best_match_title,best_match_year,similarity,publication_venue,publication_type,primary_url,preliminary_task,preliminary_subtask,import_status,notes
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,https://openalex.org/W4414578321,https://doi.org/10.48550/arxiv.2503.08484,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2503.08484,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,https://openalex.org/W7117277228,,LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,2025,1.000,ArXiv.org,journal,http://arxiv.org/abs/2512.20257,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,https://openalex.org/W4415343792,https://doi.org/10.48550/arxiv.2507.03054,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2507.03054,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,https://openalex.org/W4406786190,https://doi.org/10.48550/arxiv.2501.13475,LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2501.13475,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
LoRAX: LoRA eXpandable Networks for Continual Synthetic Image Attribution,2025,https://openalex.org/W4414827699,https://doi.org/10.48550/arxiv.2504.08149,LoRAX: LoRA eXpandable Networks for Continual Synthetic Image Attribution,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2504.08149,source_attribution,source_attribution,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,https://openalex.org/W4415320094,https://doi.org/10.48550/arxiv.2504.13726,MLEP: Multi-granularity Local Entropy Patterns for Universal AI-generated Image Detection,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2504.13726,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,https://openalex.org/W4414989730,https://doi.org/10.48550/arxiv.2506.20548,Pay Less Attention to Deceptive Artifacts: Robust Detection of Compressed Deepfakes on Online Social Networks,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2506.20548,ai_generated_image_detection,deepfake_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,https://openalex.org/W4417284156,https://doi.org/10.48550/arxiv.2503.11195,"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2503.11195,image_provenance,watermark_or_provenance,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,https://openalex.org/W4414978765,https://doi.org/10.48550/arxiv.2510.05740,Redefining Generalization in Visual Domains: A Two-Axis Framework for Fake Image Detection with FusionDetect,2025,1.000,ArXiv.org,preprint,http://arxiv.org/abs/2510.05740,ai_generated_image_detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,2024,https://openalex.org/W4394653966,https://doi.org/10.48550/arxiv.2404.04584,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,2024,1.000,arXiv (Cornell University),preprint,http://arxiv.org/abs/2404.04584,detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2024,https://openalex.org/W4393213376,https://doi.org/10.48550/arxiv.2403.16513,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,2024,1.000,arXiv (Cornell University),preprint,http://arxiv.org/abs/2403.16513,detection,ai_generated_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,https://openalex.org/W4367554082,10.22266/ijies2023.0630.07,DeepFake Detection Improvement for Images Based on a Proposed Method for Local Binary Pattern of the Multiple-Channel Color Space,2023,1.000,International journal of intelligent engineering and systems,journal,https://doi.org/10.22266/ijies2023.0630.07,detection,deepfake_image_detection,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
Model Synthesis for Zero-Shot Model Attribution,2023,https://openalex.org/W4385473656,https://doi.org/10.48550/arxiv.2307.15977,Model Synthesis for Zero-Shot Model Attribution,2023,1.000,arXiv (Cornell University),preprint,http://arxiv.org/abs/2307.15977,source_attribution,source_attribution,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
On the Truth Claims of Deepfakes: Indexing Images and Semantic Forensics,2021,https://openalex.org/W4377085653,10.59547/26911566.3.1.04,On the Truth Claims of Deepfakes: Indexing Images and Semantic Forensics,2021,1.000,The Journal of Media Art Study and Theory,journal,http://dx.doi.org/10.59547/26911566.3.1.04,uncertain,unknown,ready,Prepared from missing_affiliation_rows blocker report using the existing OpenAlex work ID; affiliation import only.
