institution_id,country,old_canonical_name,proposed_english_name,final_canonical_name,official_english_evidence,source,confidence,aliases_before,aliases_added,review_required,applied,notes
institution:ea6661ca99f0c1aa,,Beijing Information Science & Technology University,,Beijing Information Science & Technology University,,,already_english,,,false,false,
institution:9cd15ab643d7131f,,Beijing Institute of Graphic Communication,,Beijing Institute of Graphic Communication,,,already_english,,,false,false,
institution:8448eafa665a5096,,Berkeley College,,Berkeley College,,,already_english,,,false,false,
institution:ffd387a3478eb9e9,,"Birla Institute of Technology, Mesra",,"Birla Institute of Technology, Mesra",,,already_english,,,false,false,
institution:2c846bda509d7d12,,Boston University,,Boston University,,,already_english,,,false,false,
institution:86acee6f855e6b06,,Bowie State University,,Bowie State University,,,already_english,,,false,false,
institution:685d63d32831e960,,Brandman University,,Brandman University,,,already_english,,,false,false,
institution:dd9f67a9f83f9649,,Bucknell University,,Bucknell University,,,already_english,,,false,false,
institution:e6405787e8a9312c,,CNRS,,CNRS,,,already_english,,,false,false,
institution:d0cac2bc9207e50f,,California University of Pennsylvania,,California University of Pennsylvania,,,already_english,,,false,false,
institution:008fc27550d4153d,,Canadian International College,,Canadian International College,,,already_english,,,false,false,
institution:d04d3d98b14dcbc7,,Cape Peninsula University of Technology,,Cape Peninsula University of Technology,,,already_english,,,false,false,
institution:6398f2ea80ac2393,,Center for Security and Emerging Technology,,Center for Security and Emerging Technology,,,already_english,,,false,false,
institution:f841aa8a7a0d29aa,,Centre for Research and Technology Hellas (CERTH),,Centre for Research and Technology Hellas (CERTH),,,already_english,Information Technologies Institute,,false,false,
institution:48be4a3c2949fee3,,Changsha University,,Changsha University,,,already_english,,,false,false,
institution:6bdc62fb06ac696f,,Changsha University of Science and Technology,,Changsha University of Science and Technology,,,already_english,,,false,false,
institution:1633fd8e927f7e3e,,Chaoyang University of Technology,,Chaoyang University of Technology,,,already_english,,,false,false,
institution:636b930e320fc074,,Chengdu University of Information Technology,,Chengdu University of Information Technology,,,already_english,,,false,false,
institution:7ecedd9572b7f6ba,,China Academy of Information and Communications Technology,,China Academy of Information and Communications Technology,,,already_english,,,false,false,
institution:b3e3a87d3fc950c5,,China People's Public Security University,,China People's Public Security University,,,already_english,,,false,false,
institution:2f4cdd3b31b9a5db,,China Telecom,,China Telecom,,,already_english,,,false,false,
institution:0be9d444a6c88894,,"China Telecom Cloud Technology Co., Ltd.",,"China Telecom Cloud Technology Co., Ltd.",,,already_english,,,false,false,
institution:3f9391add8daa620,,Chinese People's Armed Police Force Engineering University,,Chinese People's Armed Police Force Engineering University,,,already_english,,,false,false,
institution:ff4b6fb0e7e3f155,,Chinese University of Hong Kong,,Chinese University of Hong Kong,,,already_english,,,false,false,
institution:d31a9474efa16c6c,,"Chinese University of Hong Kong, Shenzhen",,"Chinese University of Hong Kong, Shenzhen",,,already_english,,,false,false,
institution:b98073e3070abd17,,Chitkara University,,Chitkara University,,,already_english,,,false,false,
institution:2f4b9adadf7f5004,,Chongqing University of Science and Technology,,Chongqing University of Science and Technology,,,already_english,,,false,false,
institution:1e0dd88726fb992c,,Chonnam National University,,Chonnam National University,,,already_english,,,false,false,
institution:8ee530c781dde9f8,,Chung-Ang University,,Chung-Ang University,,,already_english,,,false,false,
institution:cedf27014e59d7d9,,"City University of Hong Kong, Shenzhen Research Institute",,"City University of Hong Kong, Shenzhen Research Institute",,,already_english,,,false,false,
institution:769b711ed2fee7c0,,City University of Macau,,City University of Macau,,,already_english,,,false,false,
institution:17bf653107a56b33,,Columbia University,,Columbia University,,,already_english,,,false,false,
institution:7182b5831d4ba8a2,,Comilla University,,Comilla University,,,already_english,,,false,false,
institution:3da00d58d4c97192,,Commonwealth Scientific and Industrial Research Organisation,,Commonwealth Scientific and Industrial Research Organisation,,,already_english,,,false,false,
institution:35f84ec19dab5880,,Computer Research Institute of Montréal,Computer Research Institute of Montreal,Computer Research Institute of Montreal,Current canonical name is already English except the place-name diacritic.,English rendering with local-place diacritic removed,applied,Computer Research Institute of Montréal,Computer Research Institute of Montréal,false,true,Standardize the English canonical display while retaining the Montréal spelling as an alias.
institution:3d7a55d07b650cfa,,Czech Technical University in Prague,,Czech Technical University in Prague,,,already_english,,,false,false,
institution:ec338d817ec6cd01,,Dar Al-Hekma University,,Dar Al-Hekma University,,,already_english,,,false,false,
institution:753a256f592cb1fe,,Data Assurance and Communication Security,,Data Assurance and Communication Security,,,already_english,,,false,false,
institution:3be1ce40ea53f6d2,,Data61,,Data61,,,already_english,,,false,false,
institution:30e93da233b7eeef,,Deakin University,,Deakin University,,,already_english,,,false,false,
institution:b77cc69e117a29dc,,Dehradun Institute of Technology University,,Dehradun Institute of Technology University,,,already_english,,,false,false,
institution:c6b6c8d24f8e66aa,,Dominican University,,Dominican University,,,already_english,,,false,false,
institution:f34946305c17c505,,Dongguan University of Technology,,Dongguan University of Technology,,,already_english,,,false,false,
institution:cc8345310a2617a6,,Durban University of Technology,,Durban University of Technology,,,already_english,,,false,false,
institution:3cef1f53ea25d8c9,,East Tennessee State University,,East Tennessee State University,,,already_english,,,false,false,
institution:bb266f47a5ceef81,,Edinburgh Napier University,,Edinburgh Napier University,,,already_english,,,false,false,
institution:a2c9ccf9659160de,,Electronics and Telecommunications Research Institute (ETRI),,Electronics and Telecommunications Research Institute (ETRI),,,already_english,,,false,false,
institution:4057e1737c20bdb9,,Fakir Mohan University,,Fakir Mohan University,,,already_english,,,false,false,
institution:42c60ebb24e9f839,,Fraunhofer Institute for Industrial Mathematics,,Fraunhofer Institute for Industrial Mathematics,,,already_english,,,false,false,
institution:a8edc55c3baa29af,,Fraunhofer-Gesellschaft,,Fraunhofer-Gesellschaft,,,already_english,,,false,false,
institution:c3227ed71ef6fcd8,,Fujian University of Technology,,Fujian University of Technology,,,already_english,,,false,false,
institution:213a2f107c1f76df,,Fujitsu (China),,Fujitsu (China),,,already_english,,,false,false,
institution:33d54ba20fb76125,,Fujitsu (Japan),,Fujitsu (Japan),,,already_english,,,false,false,
institution:ab37cf6fbc2c38dd,,GIPSA-Lab,,GIPSA-Lab,,,already_english,,,false,false,
institution:4423bec9199a5d47,,GLA University,,GLA University,,,already_english,,,false,false,
institution:6beb2f6c52d3f30c,,Gachon University,,Gachon University,,,already_english,,,false,false,
institution:c2dab080fa856716,,Georgia Institute of Technology,,Georgia Institute of Technology,,,already_english,,,false,false,
institution:f647b4b37bf4515d,,Global University,,Global University,,,already_english,,,false,false,
institution:823a09a4580fb39e,,Government Sadiq College Women University,,Government Sadiq College Women University,,,already_english,,,false,false,
institution:ef894bd5e789abd7,,Govind Ballabh Pant University of Agriculture and Technology,,Govind Ballabh Pant University of Agriculture and Technology,,,already_english,,,false,false,
institution:128d207ba007d9d7,,Graphic Era University,,Graphic Era University,,,already_english,,,false,false,
institution:d1de2b99104f99ed,,Guangxi Medical University,,Guangxi Medical University,,,already_english,,,false,false,
institution:a1e1ec8b780e67c8,,Guizhou Normal University,,Guizhou Normal University,,,already_english,,,false,false,
institution:1b91d0993efc3a95,,Gyeongguk National University,,Gyeongguk National University,,,already_english,,,false,false,
institution:2b9a45614734dda3,,Hand and Upper Limb Clinic,,Hand and Upper Limb Clinic,,,already_english,,,false,false,
institution:07d62a903f84afcd,,Hangzhou Dianzi University,,Hangzhou Dianzi University,,,already_english,,,false,false,
institution:dfb7666cf1c6e052,,Hefei Comprehensive National Science Center,,Hefei Comprehensive National Science Center,,,already_english,,,false,false,
institution:f904c5dbc038c1df,,Heidelberg University,,Heidelberg University,,,already_english,,,false,false,
institution:6f14a665aa77ba34,,Helmholtz Center for Information Security,,Helmholtz Center for Information Security,,,already_english,,,false,false,
institution:312f5a2a85c73aa0,,Henan University of Engineering,,Henan University of Engineering,,,already_english,,,false,false,
institution:9862b50bf0eb12f0,,Hindustan Institute of Technology and Science,,Hindustan Institute of Technology and Science,,,already_english,,,false,false,
institution:329f39cda413f721,,Ho Chi Minh City University of Science,,Ho Chi Minh City University of Science,,,already_english,"University of Science, VNU-HCMC",,false,false,
institution:834e8b5e7fb040b9,,Honeywell (United States),,Honeywell (United States),,,already_english,,,false,false,
institution:a7d5cec59e029db5,,Hong Kong Polytechnic University,,Hong Kong Polytechnic University,,,already_english,,,false,false,
institution:570cf7f2e9869b63,,Huawei Technologies (China),,Huawei Technologies (China),,,already_english,,,false,false,
institution:ed58576681c8c7e7,,Huazhong Agricultural University,,Huazhong Agricultural University,,,already_english,,,false,false,
institution:e540a2485c3e954f,,Huazhong University of Science and Technology,,Huazhong University of Science and Technology,,,already_english,,,false,false,
institution:bbc6ae7ed9b4bd38,,Humboldt-Universität zu Berlin,Humboldt University of Berlin,Humboldt University of Berlin,English rendering preserves identity and location for Humboldt-Universität zu Berlin.,structured English rendering,applied,Humboldt-Universität zu Berlin,Humboldt-Universität zu Berlin,false,true,Use the standard English form and retain the German official name as an alias.
institution:be8fe6da68f67876,,Hunan University,,Hunan University,,,already_english,,,false,false,
institution:42d2e85e0328361b,,Hunan University of Science and Technology,,Hunan University of Science and Technology,,,already_english,,,false,false,
institution:b91c4ceb2690766e,,IIIT Delhi,,IIIT Delhi,,,already_english,,,false,false,
institution:1ba4ddc6758a80c0,,Imperial College London,,Imperial College London,,,already_english,,,false,false,
institution:c49f954847b969c5,,Incheon National University,,Incheon National University,,,already_english,,,false,false,
institution:4269181ef8bd7d6e,,"Indian Institute of Engineering Science and Technology, Shibpur",,"Indian Institute of Engineering Science and Technology, Shibpur",,,already_english,,,false,false,
institution:a4e0e93fcd90b1c0,,Indian Institute of Technology Patna,,Indian Institute of Technology Patna,,,already_english,,,false,false,
institution:7c73c5ea3377e7f2,,Indiana Hand to Shoulder Center,,Indiana Hand to Shoulder Center,,,already_english,,,false,false,
institution:ce9788da3b7b6137,,Inner Mongolia University of Technology,,Inner Mongolia University of Technology,,,already_english,,,false,false,
institution:475fa3f7d32d5d27,,Institut polytechnique de Grenoble,Grenoble INP,Grenoble INP,The repository already contains Grenoble INP as an active canonical institution name.,existing canonical English-brand counterpart,applied,Institut polytechnique de Grenoble,Institut polytechnique de Grenoble,false,true,Use the English-facing institutional brand and retain the French legal name as an alias. Duplicate canonical name after English normalization; keep institution_id as identity.
institution:e4ca3896941052d9,,Institute for Scientific Interchange,,Institute for Scientific Interchange,,,already_english,,,false,false,
institution:33f2056ddfd46aaa,,International Institute of Information Technology,,International Institute of Information Technology,,,already_english,,,false,false,
institution:27cf878705a6b15a,,Islamia University of Bahawalpur,,Islamia University of Bahawalpur,,,already_english,,,false,false,
institution:7375490cb489bcfd,,Jacksonville University,,Jacksonville University,,,already_english,,,false,false,
institution:b6af627e10ca7fed,,Jahangirnagar University,,Jahangirnagar University,,,already_english,,,false,false,
institution:557b8ad811254ad6,,Jianghan University,,Jianghan University,,,already_english,,,false,false,
institution:45d2a7ca48493f42,,Jilin Vocational College of Industry and Technology,,Jilin Vocational College of Industry and Technology,,,already_english,,,false,false,
institution:f88815962e62ced1,,Kadir Has University,,Kadir Has University,,,already_english,,,false,false,
institution:9d4cf3c6e95e06c5,,Karnatak University,,Karnatak University,,,already_english,,,false,false,
institution:81c7128fd371f65f,,Khalifa University of Science and Technology,,Khalifa University of Science and Technology,,,already_english,,,false,false,
institution:8fac1f5c8936e362,,Khwaja Fareed University of Engineering and Information Technology,,Khwaja Fareed University of Engineering and Information Technology,,,already_english,,,false,false,
institution:206ade2edf5e4762,,King Abdulaziz University,,King Abdulaziz University,,,already_english,,,false,false,
institution:36c5630e014fb5d7,,King Saud University,,King Saud University,,,already_english,,,false,false,
institution:7ec2cd070cc14278,,King's College London,,King's College London,,,already_english,,,false,false,
institution:24b3cd33acdc095d,,Kochi University of Technology,,Kochi University of Technology,,,already_english,,,false,false,
institution:148a0feafd311a0a,,Korea Advanced Institute of Science and Technology,,Korea Advanced Institute of Science and Technology,,,already_english,,,false,false,
institution:7095dc4de406754b,,Korea Aerospace University,,Korea Aerospace University,,,already_english,,,false,false,
institution:eceea91f3973f1b1,,Korea University,,Korea University,,,already_english,,,false,false,
institution:bec45b93a867958c,,Lamar University,,Lamar University,,,already_english,,,false,false,
institution:b71e4506b75fcb88,,Leeds Beckett University,,Leeds Beckett University,,,already_english,,,false,false,
institution:228c9ed379a96dd8,,Liaoning University,,Liaoning University,,,already_english,,,false,false,
institution:ab1c5fd351e72f37,,Link Campus University,,Link Campus University,,,already_english,,,false,false,
institution:85d468a61a1936c6,,Louisiana State University of Alexandria,,Louisiana State University of Alexandria,,,already_english,,,false,false,
institution:d30e2f168f8ccc03,,Loyola University Chicago,,Loyola University Chicago,,,already_english,,,false,false,
institution:fb406af2053fceb0,,Lund University,,Lund University,,,already_english,,,false,false,
institution:d8d45546142be201,,Macau University of Science and Technology,,Macau University of Science and Technology,,,already_english,,,false,false,
institution:85b5522dac5ab1d7,,Majmaah University,,Majmaah University,,,already_english,,,false,false,
institution:720565e77c6f2c38,,Marmara University,,Marmara University,,,already_english,,,false,false,
institution:068512c1b695fe0b,,Max Planck Institute for Security and Privacy,,Max Planck Institute for Security and Privacy,,,already_english,,,false,false,
institution:bcd3d53e57c31275,,Mayachitra (United States),,Mayachitra (United States),,,already_english,,,false,false,
institution:5e1b887e28ecec3a,,Megvii (China),,Megvii (China),,,already_english,,,false,false,
institution:8dd670c7d0f431d4,,Mercatorum University,,Mercatorum University,,,already_english,,,false,false,
institution:ea3bd73e2b506e00,,Meta,,Meta,,,already_english,,,false,false,
institution:9e1ab9137907fdce,,Microsoft (United States),,Microsoft (United States),,,already_english,,,false,false,
institution:330ddee32a318616,,Microsoft Research (United Kingdom),,Microsoft Research (United Kingdom),,,already_english,,,false,false,
institution:b771bab570cca255,,Microsoft Research Asia (China),,Microsoft Research Asia (China),,,already_english,,,false,false,
institution:125af76b30759ac2,,Middle East University,,Middle East University,,,already_english,,,false,false,
institution:c72155b537fbbff3,,Middle Technical University,,Middle Technical University,,,already_english,,,false,false,
institution:79bdedc4507c21a5,,Najran University,,Najran University,,,already_english,,,false,false,
institution:70f74652d14cacde,,Nankai University,,Nankai University,,,already_english,,,false,false,
institution:71438ca10017bba5,,National Institute of Standards and Technology,,National Institute of Standards and Technology,,,already_english,,,false,false,
institution:12fe4f34c1ed5053,,National Institute of Technology Karnataka,,National Institute of Technology Karnataka,,,already_english,,,false,false,
institution:cb66d06bbab6753c,,National Pingtung University of Science and Technology,,National Pingtung University of Science and Technology,,,already_english,,,false,false,
institution:4a297c8ff1c10795,,National Research Council,,National Research Council,,,already_english,,,false,false,
institution:72e33b377a422ec3,,National Taiwan University of Science and Technology,,National Taiwan University of Science and Technology,,,already_english,,,false,false,
institution:dac00bcd54a7c18f,,National United University,,National United University,,,already_english,,,false,false,
institution:18a199cf02e2dc6e,,National University of Computer and Emerging Sciences,,National University of Computer and Emerging Sciences,,,already_english,,,false,false,
institution:81eaae945d27f11c,,National University of Ireland,,National University of Ireland,,,already_english,,,false,false,
institution:221eb2f9c9da3e19,,National Yunlin University of Science and Technology,,National Yunlin University of Science and Technology,,,already_english,,,false,false,
institution:d60d6f53bb737f8f,,Naver (South Korea),,Naver (South Korea),,,already_english,,,false,false,
institution:af28dc8d805f8918,,Nirma University,,Nirma University,,,already_english,,,false,false,
institution:2c4c8a70b915edac,,North South University,,North South University,,,already_english,,,false,false,
institution:13d54640e2e7ec6c,,Northeast Agricultural University,,Northeast Agricultural University,,,already_english,,,false,false,
institution:fe8410750f429b37,,Nvidia (United States),,Nvidia (United States),,,already_english,,,false,false,
institution:5de5568dbc559111,,Oak Ridge National Laboratory,,Oak Ridge National Laboratory,,,already_english,,,false,false,
institution:f8894017df3dfcc2,,Ollscoil na Gaillimhe – University of Galway,University of Galway,University of Galway,Current canonical name already includes University of Galway alongside the Irish-language form.,canonical bilingual name,applied,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,false,true,Remove the Irish-language prefix from canonical display and preserve the bilingual name as an alias.
institution:2e732c4601154ff1,,Origin Quantum Computing Technology Company (China),,Origin Quantum Computing Technology Company (China),,,already_english,,,false,false,
institution:4ceaa6cde1782dfd,,PLA Information Engineering University,,PLA Information Engineering University,,,already_english,,,false,false,
institution:39fe5b3a0cd3dd7c,,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,,,already_english,,,false,false,
institution:4f596f4cb1eacc17,,Pegaso Telematic University,,Pegaso Telematic University,,,already_english,,,false,false,
institution:e7cbd84466f9202b,,Pegaso University,,Pegaso University,,,already_english,,,false,false,
institution:64f282fa6abe9403,,Peptidream (Japan),,Peptidream (Japan),,,already_english,,,false,false,
institution:1ee9da20656fd88b,,Politecnico di Milano,,Politecnico di Milano,,,already_english,,,false,false,
institution:35caf31d5104b996,,"Polytechnic Institute of Turin, Turin, Italy",,"Polytechnic Institute of Turin, Turin, Italy",,,already_english,,,false,false,
institution:567dcc53fa2f6dd3,,Prince Mohammad bin Fahd University,,Prince Mohammad bin Fahd University,,,already_english,,,false,false,
institution:312d37d9636306c2,,Purdue University West Lafayette,,Purdue University West Lafayette,,,already_english,,,false,false,
institution:77fb2ba62b721cd6,,Qilu University of Technology,,Qilu University of Technology,,,already_english,,,false,false,
institution:41f10ac519a66555,,Queensland University of Technology,,Queensland University of Technology,,,already_english,,,false,false,
institution:6b773370c41b47b5,,RMIT University,,RMIT University,,,already_english,,,false,false,
institution:afc7ba5b733248b6,,Rashtrasant Tukadoji Maharaj Nagpur University,,Rashtrasant Tukadoji Maharaj Nagpur University,,,already_english,,,false,false,
institution:87c744673e7e4d05,,SRM Institute of Science and Technology,,SRM Institute of Science and Technology,,,already_english,,,false,false,
institution:81b3058b204793ac,,Salesforce (United States),,Salesforce (United States),,,already_english,,,false,false,
institution:457423605fa485bc,,Samsung (South Korea),,Samsung (South Korea),,,already_english,,,false,false,
institution:d86afa08c5895ca3,,Samsung Pharm (South Korea),,Samsung Pharm (South Korea),,,already_english,,,false,false,
institution:49700da520d8842b,,Samsung SDS (South Korea),,Samsung SDS (South Korea),,,already_english,,,false,false,
institution:d407d447fe02673c,,Sant Gadge Baba Amravati University,,Sant Gadge Baba Amravati University,,,already_english,,,false,false,
institution:6dc785b2ccdf142c,,Satya Wacana Christian University,,Satya Wacana Christian University,,,already_english,,,false,false,
institution:9191a7d5e3a9fc0c,,Sejong University,,Sejong University,,,already_english,,,false,false,
institution:2e47d59ad1e8d5a4,,Shahid Beheshti University,,Shahid Beheshti University,,,already_english,,,false,false,
institution:932fb42ad74deeea,,Shandong Academy of Sciences,,Shandong Academy of Sciences,,,already_english,,,false,false,
institution:39263f3dbe1e47f9,,Shandong Normal University,,Shandong Normal University,,,already_english,,,false,false,
institution:a8aa4fcbf3d06d56,,Shandong University of Political Science and Law,,Shandong University of Political Science and Law,,,already_english,,,false,false,
institution:0e65844051a659b1,,Shandong University of Science and Technology,,Shandong University of Science and Technology,,,already_english,,,false,false,
institution:85a4635e28eefe8e,,Shanghai Polytechnic University,,Shanghai Polytechnic University,,,already_english,,,false,false,
institution:dbc08517e4f1ed6e,,Shanghai University,,Shanghai University,,,already_english,,,false,false,
institution:07ba242d76aafb0e,,Shanghai University of Engineering Science,,Shanghai University of Engineering Science,,,already_english,,,false,false,
institution:d6f57909282596fe,,Shaqra University,,Shaqra University,,,already_english,,,false,false,
institution:77789f69fddd731b,,Sharda University,,Sharda University,,,already_english,,,false,false,
institution:79e17450a764ece3,,Sheffield Hallam University,,Sheffield Hallam University,,,already_english,,,false,false,
institution:0d485839c904b21b,,Shenzhen Academy of Robotics,,Shenzhen Academy of Robotics,,,already_english,,,false,false,
institution:11d4e5b507bbbada,,Shenzhen MSU-BIT University,,Shenzhen MSU-BIT University,,,already_english,,,false,false,
institution:02b60e662a7a973c,,Shivaji University,,Shivaji University,,,already_english,,,false,false,
institution:24532e6b5472dbfb,,Singapore Institute of Technology,,Singapore Institute of Technology,,,already_english,,,false,false,
institution:711cae4423807c6b,,Sony Corporation (United States),,Sony Corporation (United States),,,already_english,,,false,false,
institution:6688d0d34a3ee58b,,Sorbonne University,,Sorbonne University,,,already_english,,,false,false,Duplicate canonical name after English normalization; keep institution_id as identity.
institution:e0677ab73955e8f3,,Sorbonne Université,Sorbonne University,Sorbonne University,The repository already contains Sorbonne University as an active canonical institution name.,existing canonical English counterpart,applied,Sorbonne Université,Sorbonne Université,false,true,Use the English rendering while retaining Sorbonne Université as an alias. Duplicate canonical name after English normalization; keep institution_id as identity.
institution:d473cbf12de5fb53,,Southwest University,,Southwest University,,,already_english,,,false,false,
institution:37ea83da28e11ff2,,Southwest University of Science and Technology,,Southwest University of Science and Technology,,,already_english,,,false,false,
institution:9e9891886a71efdf,,St. Joseph's Institute of Technology,,St. Joseph's Institute of Technology,,,already_english,,,false,false,
institution:8ac3b059e7b70054,,State Key Laboratory of Information Security,,State Key Laboratory of Information Security,,,already_english,,,false,false,
institution:87cfa9f9d3bda4e1,,State University of New York,,State University of New York,,,already_english,,,false,false,
institution:d4c79ca44c5dbbbc,,Stuttgart Media University,,Stuttgart Media University,,,already_english,,,false,false,
institution:e91675148695594c,,Sunway University,,Sunway University,,,already_english,,,false,false,
institution:3ac6dbcc618a5a6f,,Swinburne University of Technology,,Swinburne University of Technology,,,already_english,,,false,false,
institution:8d0a45af450fc806,,Symbiosis International University,,Symbiosis International University,,,already_english,,,false,false,
institution:926c0d427a18622b,,Taif University,,Taif University,,,already_english,,,false,false,
institution:7df4a1601453f806,,Tel Aviv University,,Tel Aviv University,,,already_english,,,false,false,
institution:a992a0408381afc7,,Tencent (China),,Tencent (China),,,already_english,,,false,false,
institution:5c5bb5ad830242f4,,Texas Tech University,,Texas Tech University,,,already_english,,,false,false,
institution:5396ea72656b4b19,,The Chinese University of Hong Kong,,The Chinese University of Hong Kong,,,already_english,,,false,false,
institution:942667142da716c5,,The Hong Kong University of Science and Technology (Guangzhou),,The Hong Kong University of Science and Technology (Guangzhou),,,already_english,,,false,false,
institution:9ed23c2db75b5eee,,Tianjin University,,Tianjin University,,,already_english,,,false,false,
