source,record_id,paper_id,year,original_title,canonical_title,changed
data/curated/papers.csv,curated:a6f370defb21b2e07381,curated:a6f370defb21b2e07381,2024,Your Diffusion Model is an Implicit Synthetic Image Detector,Your Diffusion Model Is an Implicit Synthetic Image Detector,true
data/curated/papers.csv,curated:a87d86d7032f5a751004,curated:a87d86d7032f5a751004,2024,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models,false
data/curated/papers.csv,curated:d740749676417c725798,curated:d740749676417c725798,2024,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,false
data/curated/papers.csv,curated:253c210194ac9348f9e6,curated:253c210194ac9348f9e6,2024,CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,false
data/curated/papers.csv,curated:c9485f4d5346304272f2,curated:c9485f4d5346304272f2,2024,Frequency Masking for Universal Deepfake Detection,Frequency Masking for Universal Deepfake Detection,false
data/curated/papers.csv,curated:8603d8942c241dd876ed,curated:8603d8942c241dd876ed,2024,On the Exploitation of DCT-Traces in the Generative-AI Domain,On the Exploitation of DCT-Traces in the Generative-AI Domain,false
data/curated/papers.csv,curated:19c7b91816312d2877c9,curated:19c7b91816312d2877c9,2024,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,false
data/curated/papers.csv,curated:ef5f9b419eef35c5c255,curated:ef5f9b419eef35c5c255,2025,Where's the liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,Where's the Liability in the Generative Era? Recovery-Based Black-Box Detection of AI-Generated Content,true
data/curated/papers.csv,curated:c6bfe8f5199d1d8beb29,curated:c6bfe8f5199d1d8beb29,2025,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,false
data/curated/papers.csv,curated:47b576be1ed7e2a6bfed,curated:47b576be1ed7e2a6bfed,2025,"Fully AI-Generated Image Detection: Definition, Recent Advances and Challenges","Fully AI-Generated Image Detection: Definition, Recent Advances and Challenges",false
data/curated/papers.csv,curated:3110ea827546b2fd78ff,curated:3110ea827546b2fd78ff,2026,"Your AI-Generated Image Detector Can Secretly Achieve SOTA Accuracy, If Calibrated","Your AI-Generated Image Detector Can Secretly Achieve SOTA Accuracy, If Calibrated",false
data/curated/papers.csv,curated:1f9d168cc6c4c445a231,curated:1f9d168cc6c4c445a231,2025,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,Orthogonal Subspace Decomposition for Generalizable AI-Generated Image Detection,false
data/curated/papers.csv,curated:d040be3d1fb83a51311e,curated:d040be3d1fb83a51311e,2025,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection,false
data/curated/papers.csv,curated:e688194977fa7bbf7db3,curated:e688194977fa7bbf7db3,2025,LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,false
data/curated/papers.csv,curated:6ca781a0d606a5d5db64,curated:6ca781a0d606a5d5db64,2025,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content,false
data/curated/papers.csv,curated:1332f5c35b9ac943f349,curated:1332f5c35b9ac943f349,2025,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,FLODA: Harnessing Vision-Language Models for Deepfake Assessment,false
data/curated/papers.csv,curated:f3e1319a5e27319578cd,curated:f3e1319a5e27319578cd,2026,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,false
data/curated/papers.csv,curated:fe98b5f37967f5a51b86,curated:fe98b5f37967f5a51b86,2025,Simple Detection of AI-Generated Images based on Noise Correlation,Simple Detection of AI-Generated Images Based on Noise Correlation,true
data/curated/papers.csv,curated:b7664c48f91262cfe091,curated:b7664c48f91262cfe091,2024,StealthDiffusion: Towards Evading Diffusion Forensic Detection through Diffusion Model,StealthDiffusion: Towards Evading Diffusion Forensic Detection Through Diffusion Model,true
data/curated/papers.csv,curated:82a6421311c4d39076d9,curated:82a6421311c4d39076d9,2025,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,Sanitizing Diffusion-Generated Images via Fingerprint Removal and Adversarial Perturbation for Forensic Evasion,false
data/curated/papers.csv,curated:0b2081f70faaf81278dc,curated:0b2081f70faaf81278dc,2024,Organic or Diffused: Can We Distinguish Human Art from AI-generated Images?,Organic or Diffused: Can We Distinguish Human Art from AI-Generated Images?,true
data/curated/papers.csv,curated:b1977dc0fcca329719f0,curated:b1977dc0fcca329719f0,2024,Towards the Detection of Diffusion Model Deepfakes,Towards the Detection of Diffusion Model Deepfakes,false
data/curated/papers.csv,curated:c420495aae5c20e0ea2a,curated:c420495aae5c20e0ea2a,2026,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,false
data/curated/papers.csv,curated:8116d19627b92530b580,curated:8116d19627b92530b580,2026,EvoGuard: An Extensible Agentic RL-based Framework for Practical and Evolving AI-Generated Image Detection,EvoGuard: An Extensible Agentic RL-Based Framework for Practical and Evolving AI-Generated Image Detection,true
data/curated/papers.csv,curated:cf55e35fcf11e09fdd12,curated:cf55e35fcf11e09fdd12,2026,Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,false
data/curated/papers.csv,curated:be2900947b322f9eb905,curated:be2900947b322f9eb905,2025,OmniDFA: A Unified Framework for Open Set Synthesis Image Detection and Few-Shot Attribution,OmniDFA: A Unified Framework for Open Set Synthesis Image Detection and Few-Shot Attribution,false
data/curated/papers.csv,curated:8e9658fa727094695be8,curated:8e9658fa727094695be8,2026,MIRAGE: Towards AI-Generated Image Detection in the Wild,MIRAGE: Towards AI-Generated Image Detection in the Wild,false
data/curated/papers.csv,curated:44a70bf5f21b5457102b,curated:44a70bf5f21b5457102b,2025,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,false
data/curated/papers.csv,curated:79adf19ca6991c1d85f8,curated:79adf19ca6991c1d85f8,2025,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,false
data/curated/papers.csv,curated:074bb9a77ee85d50090c,curated:074bb9a77ee85d50090c,2025,Aperture: a patch-aware framework for joint forgery detection and localization,Aperture: A Patch-Aware Framework for Joint Forgery Detection and Localization,true
data/curated/papers.csv,curated:f76424b401abe0c0fd0c,curated:f76424b401abe0c0fd0c,2024,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,ImagiNet: A Multi-Content Benchmark for Synthetic Image Detection,false
data/curated/papers.csv,curated:4d91354cd919a64a2259,curated:4d91354cd919a64a2259,2025,Few-Shot Learner Generalizes Across AI-Generated Image Detection,Few-Shot Learner Generalizes Across AI-Generated Image Detection,false
data/curated/papers.csv,curated:3c3cd6143ece4045b378,curated:3c3cd6143ece4045b378,2025,Generalized Design Choices for Deepfake Detectors,Generalized Design Choices for Deepfake Detectors,false
data/curated/papers.csv,curated:e256ad6b672c3cf433ba,curated:e256ad6b672c3cf433ba,2025,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,false
data/curated/papers.csv,curated:61baa52cd3bc07215faf,curated:61baa52cd3bc07215faf,2026,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,false
data/curated/papers.csv,curated:35aae1e2c9d673ab1a97,curated:35aae1e2c9d673ab1a97,2026,Source Attribution of AI-Generated Images: a Principled Survey,Source Attribution of AI-Generated Images: A Principled Survey,true
data/curated/papers.csv,curated:ee47e898ad64ec14b709,curated:ee47e898ad64ec14b709,2025,Training-free Source Attribution of AI-generated Images via Resynthesis,Training-Free Source Attribution of AI-Generated Images via Resynthesis,true
data/curated/papers.csv,curated:3bd79627ad7e70a28a97,curated:3bd79627ad7e70a28a97,2025,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,false
data/curated/papers.csv,curated:a1eea412716e4d045da6,curated:a1eea412716e4d045da6,2026,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,Source Attribution of AI-Generated Images in Data Scarcity Conditions via Training-Free Resynthesis,false
data/curated/papers.csv,curated:5a91cc922c8a3c4c3d0c,curated:5a91cc922c8a3c4c3d0c,2023,Open Set Synthetic Image Source Attribution,Open Set Synthetic Image Source Attribution,false
data/curated/papers.csv,curated:3864d12fe8df7b9cb19c,curated:3864d12fe8df7b9cb19c,2024,Detecting computer-generated images by using only real images,Detecting Computer-Generated Images by Using Only Real Images,true
data/curated/papers.csv,curated:31a4d429d7c5750bd778,curated:31a4d429d7c5750bd778,2025,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,Spot the Fake: Large Multimodal Model-Based Synthetic Image Detection with Artifact Explanation,false
data/curated/papers.csv,curated:c6bb6e1e0a4d4eb372b5,curated:c6bb6e1e0a4d4eb372b5,2023,Seeing is not always believing: Benchmarking Human and Model Perception of AI-Generated Images,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,true
data/curated/papers.csv,curated:0b34eeaa2b4f5b0a7b3b,curated:0b34eeaa2b4f5b0a7b3b,2025,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,false
data/curated/papers.csv,curated:f158c57190bcd2c8405c,curated:f158c57190bcd2c8405c,2025,Is Artificial Intelligence Generated Image Detection a Solved Problem?,Is Artificial Intelligence Generated Image Detection a Solved Problem?,false
data/curated/papers.csv,curated:211ea83fa8d41c8ec810,curated:211ea83fa8d41c8ec810,2026,AI-generated image detection algorithm based on classical-quantum hybrid neural network,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,true
data/curated/papers.csv,curated:29878fee09624b7d105d,curated:29878fee09624b7d105d,2026,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,false
data/curated/papers.csv,curated:29642e43aa51fece46f7,curated:29642e43aa51fece46f7,2026,Beyond Semantic Features: Pixel-level Mapping for Generalized AI-Generated Image Detection,Beyond Semantic Features: Pixel-Level Mapping for Generalized AI-Generated Image Detection,true
data/curated/papers.csv,curated:911d693997183535a4ac,curated:911d693997183535a4ac,2025,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,false
data/curated/papers.csv,curated:8bdbf72555619e7893d3,curated:8bdbf72555619e7893d3,2025,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-hoc Distribution Alignment,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-Hoc Distribution Alignment,true
data/curated/papers.csv,curated:fe2c4c4c423cdd91d6d3,curated:fe2c4c4c423cdd91d6d3,2024,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,false
data/curated/papers.csv,curated:d9f9207830bec1da388f,curated:d9f9207830bec1da388f,2024,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,false
data/curated/papers.csv,curated:fa317ff4ccce609227c0,curated:fa317ff4ccce609227c0,2024,Improving Interpretability and Robustness for the Detection of AI-Generated Images,Improving Interpretability and Robustness for the Detection of AI-Generated Images,false
data/curated/papers.csv,curated:9a84f4f666bcdda92186,curated:9a84f4f666bcdda92186,2024,Mixture of Low-rank Experts for Transferable AI-Generated Image Detection,Mixture of Low-Rank Experts for Transferable AI-Generated Image Detection,true
data/curated/papers.csv,curated:40db3b79c5d83b80e5a4,curated:40db3b79c5d83b80e5a4,2024,Fake-GPT: Detecting Fake Image via Large Language Model,Fake-GPT: Detecting Fake Image via Large Language Model,false
data/curated/papers.csv,curated:0f774e5d7c63020bdc50,curated:0f774e5d7c63020bdc50,2026,Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,Privacy-Preserving and Zero-Shot Detection Strategies for Multimodal AI-Generated Content,true
data/curated/papers.csv,curated:67a6b7828afaed59e1c0,curated:67a6b7828afaed59e1c0,2026,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,false
data/curated/papers.csv,curated:772bb625ccc3e45e8481,curated:772bb625ccc3e45e8481,2025,Prompt-Engineered Detection of AI-Generated Images,Prompt-Engineered Detection of AI-Generated Images,false
data/curated/papers.csv,curated:f105a82454d369e100b9,curated:f105a82454d369e100b9,2026,General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,true
data/curated/papers.csv,curated:3fcd3bc4dd2c9d8c3b80,curated:3fcd3bc4dd2c9d8c3b80,2026,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,false
data/curated/papers.csv,curated:5fde2c559e029508e0c3,curated:5fde2c559e029508e0c3,2025,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,Human vs. AI: A Novel Benchmark and a Comparative Study on the Detection\n of Generated Images and the Impact of Prompts,false
data/curated/papers.csv,curated:cda6067db322246e8195,curated:cda6067db322246e8195,2025,No Detector to Rule Them All,No Detector to Rule Them All,false
data/curated/papers.csv,curated:d59bffe554500b241a3e,curated:d59bffe554500b241a3e,2026,ImageAttributionBench: How Far Are We from Generalizable Attribution?,ImageAttributionBench: How Far Are We from Generalizable Attribution?,false
data/curated/papers.csv,curated:d3e19d8cb61eb0e7d620,curated:d3e19d8cb61eb0e7d620,2026,Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution,Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution,false
data/curated/papers.csv,curated:5f105b70c28ce5beeb0b,curated:5f105b70c28ce5beeb0b,2025,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,false
data/curated/papers.csv,curated:1d944c47839b3890a623,curated:1d944c47839b3890a623,2024,Are handcrafted filters helpful for attributing AI-generated images?,Are Handcrafted Filters Helpful for Attributing AI-Generated Images?,true
data/curated/papers.csv,curated:56cb44d373ab183b7df9,curated:56cb44d373ab183b7df9,2024,On the Use of Mixup Augmentation for Synthetic Image Attribution in the Wild,On the Use of Mixup Augmentation for Synthetic Image Attribution in the Wild,false
data/curated/papers.csv,curated:2117831292318de4cf18,curated:2117831292318de4cf18,2024,Explainable Artifacts for Synthetic Western Blot Source Attribution,Explainable Artifacts for Synthetic Western Blot Source Attribution,false
data/curated/papers.csv,curated:78e64e4829587c072681,curated:78e64e4829587c072681,2025,Attribution of AI-Generated Images Across Multiple Models: a Benchmark,Attribution of AI-Generated Images Across Multiple Models: A Benchmark,true
data/curated/papers.csv,curated:8c85a92b00aa321fbe8c,curated:8c85a92b00aa321fbe8c,2024,Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,Source Attribution for Images Generated by Diffusion-Based Text-to-Image Models: Exploring the Forensics Approach,false
data/curated/papers.csv,curated:2c278dcd079ea27d0f73,curated:2c278dcd079ea27d0f73,2025,MAID: Model Attribution via Inverse Diffusion,MAID: Model Attribution via Inverse Diffusion,false
data/curated/papers.csv,curated:1ec62a78a4e0372bc0d9,curated:1ec62a78a4e0372bc0d9,2025,ReTD: Reconstruction-Based Traceability Detection for Generated Images,ReTD: Reconstruction-Based Traceability Detection for Generated Images,false
data/curated/papers.csv,curated:1c590f67c931d712bb78,curated:1c590f67c931d712bb78,2025,An Efficient Frequency Domain Based Attribution and Detection Network,An Efficient Frequency Domain Based Attribution and Detection Network,false
data/curated/papers.csv,curated:3e94d8fc69e41aade2cc,curated:3e94d8fc69e41aade2cc,2025,D <sup>3</sup> QE: Learning Discrete Distribution Discrepancy-Aware Quantization Error for Autoregressive-Generated Image Detection,D <sup>3</sup> QE: Learning Discrete Distribution Discrepancy-Aware Quantization Error for Autoregressive-Generated Image Detection,false
data/curated/papers.csv,curated:16646ad4b7b77cde2ad8,curated:16646ad4b7b77cde2ad8,2026,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,One for All: Synthesis-Free Fingerprint Learning for Attribution of In-the-Wild Synthetic Images,false
data/curated/papers.csv,curated:246f07c81b9f91e527eb,curated:246f07c81b9f91e527eb,2026,IncreFA: Breaking the Static Wall of Generative Model Attribution,IncreFA: Breaking the Static Wall of Generative Model Attribution,false
data/curated/papers.csv,curated:170f07b3d7020611e566,curated:170f07b3d7020611e566,2019,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,false
data/curated/papers.csv,curated:fb05dfbc95518f6fb1db,curated:fb05dfbc95518f6fb1db,2019,Source Generator Attribution via Inversion,Source Generator Attribution via Inversion,false
data/curated/papers.csv,curated:dcf7aae2c8590b07aff3,curated:dcf7aae2c8590b07aff3,2020,Leveraging Frequency Analysis for Deep Fake Image Recognition,Leveraging Frequency Analysis for Deep Fake Image Recognition,false
data/curated/papers.csv,curated:baa48a1bff3effa2e915,curated:baa48a1bff3effa2e915,2023,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,false
data/curated/papers.csv,curated:625ba11125534aedd39d,curated:625ba11125534aedd39d,2022,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,false
data/curated/papers.csv,curated:1ef55e4fc03eb4880beb,curated:1ef55e4fc03eb4880beb,2023,Towards Universal Fake Image Detectors that Generalize Across Generative Models,Towards Universal Fake Image Detectors That Generalize Across Generative Models,true
data/curated/papers.csv,curated:2465f28a94bb45bec499,curated:2465f28a94bb45bec499,2025,Aigi-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,AIGI-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,true
data/curated/papers.csv,curated:f40ecaaf5d0212852b79,curated:f40ecaaf5d0212852b79,2025,Dual Data Alignment Makes AI-Generated Image Detector Easier Generalizable,Dual Data Alignment Makes AI-Generated Image Detector Easier Generalizable,false
data/curated/papers.csv,curated:98bed92571e23d5df139,curated:98bed92571e23d5df139,2026,AI-Generated Image Detection: Challenges and Recent Advances,AI-Generated Image Detection: Challenges and Recent Advances,false
data/curated/papers.csv,curated:27b6ffdee837c7f997f5,curated:27b6ffdee837c7f997f5,2026,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,false
data/curated/papers.csv,curated:f6ad15b01df18aadfe1a,curated:f6ad15b01df18aadfe1a,2026,PRADA: Probability-Ratio-Based Attribution and Detection of Autoregressive-Generated Images,PRADA: Probability-Ratio-Based Attribution and Detection of Autoregressive-Generated Images,false
data/curated/papers.csv,curated:d4a9b3a3cef9bfbd0e32,curated:d4a9b3a3cef9bfbd0e32,2026,Detecting AI-Generated Content on Social Media with Multi-modal Language Models,Detecting AI-Generated Content on Social Media with Multi-Modal Language Models,true
data/curated/papers.csv,curated:ba0669dd843c9defd483,curated:ba0669dd843c9defd483,2026,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,Comparative Study of Adversarial Training and Randomized Smoothing for Robust AI-Generated Image Attribution,false
data/curated/papers.csv,curated:bb388762c1cb4bd3bf4a,curated:bb388762c1cb4bd3bf4a,2026,Quality-Aware Calibration for AI-Generated Image Detection in the Wild,Quality-Aware Calibration for AI-Generated Image Detection in the Wild,false
data/curated/papers.csv,curated:589870527983af575480,curated:589870527983af575480,2026,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,The Deployment Gap in AI Media Detection: Platform-Aware and Visually Constrained Adversarial Evaluation,false
data/curated/papers.csv,curated:f7906cb987975444e893,curated:f7906cb987975444e893,2026,Boosting Robust AIGI Detection with LoRA-based Pairwise Training,Boosting Robust AIGI Detection with LoRA-Based Pairwise Training,true
data/curated/papers.csv,curated:efceafb2be2246aa120b,curated:efceafb2be2246aa120b,2025,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,Weakly‐Aligned Region‐Language Transformer for Real‐Time Artistic Content Detection in SAGIN,false
data/curated/papers.csv,curated:8ffdbd0ba264927d1c3a,curated:8ffdbd0ba264927d1c3a,2025,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,Robust Fake Image Detection via Incremental Training of Siamese Neural Networks,false
data/curated/papers.csv,curated:08aa2b51bb36247bdda3,curated:08aa2b51bb36247bdda3,2026,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,RealNet: Efficient and Unsupervised Detection of AI-Generated Images via Real-Only Representation Learning,false
data/curated/papers.csv,curated:45cb3642fd138c136139,curated:45cb3642fd138c136139,2026,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,Decision-Driven Orthogonal Learning with Complementary Feature Mining for Robust Synthetic Image Detection,false
data/curated/papers.csv,curated:6a5bef99dcdc1ad4ba28,curated:6a5bef99dcdc1ad4ba28,2026,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,false
data/curated/papers.csv,curated:dbbb2e6ee311ee6198c3,curated:dbbb2e6ee311ee6198c3,2026,FIND: A Simple Yet Effective Baseline for Diffusion-Generated Image Detection,FIND: A Simple yet Effective Baseline for Diffusion-Generated Image Detection,true
