institution_id,institution_name,country,city,direct_paper_count,mapping_count,author_count,marker_count,alias_count,child_count,parent_id,merge_target,replacement_target,decision,reason,alias_preserved_as,deleted_from_registry,deleted_location,run_id,timestamp
institution:e6405787e8a9312c,CNRS,,,1,1,1,0,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3da00d58d4c97192,Commonwealth Scientific and Industrial Research Organisation,Australia,Perth,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6a318a8411b5cf74,Complutense University of Madrid,Spain,Madrid,1,1,3,1,2,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3d7a55d07b650cfa,Czech Technical University in Prague,,,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3be1ce40ea53f6d2,Data61,,,0,0,0,0,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e0fc2ffb269489e7,Drexel University,United States,Philadelphia,5,5,9,6,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a8d8c5fe60be3e65,East China Normal University,China,Shanghai,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:82b627d49a985ef1,East China University of Science and Technology,China,Shanghai,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:73bb0fe265f6e090,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Erlangen,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:baa1df7c4adddbda,Fudan University,China,Shanghai,10,10,15,14,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c3227ed71ef6fcd8,Fujian University of Technology,China,Fuzhou,1,1,2,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0da909b4402f8657,Fujitsu Limited,Japan,Kawasaki,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:dbb4589b8e2f8264,Florida International University,United States,Miami,1,1,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:90cbfdc3d90fe8a0,Fujitsu Research of Europe,United Kingdom,Slough,2,2,5,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6beb2f6c52d3f30c,Gachon University,South Korea,Seongnam-si,2,2,3,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:39839f8732e7433b,George Mason University,United States,George Mason,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ab37cf6fbc2c38dd,GIPSA-Lab,,,1,1,3,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:35e36dc1a5213fa3,Google Research,United States,Mountain View,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a76d3c97c5824bc9,Grenoble INP,France,Grenoble,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:8fe72087521e285a,Guangdong University of Technology,China,Guangzhou,3,3,11,4,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a1e1ec8b780e67c8,Guizhou Normal University,,,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2b9a45614734dda3,Hand and Upper Limb Clinic,,,1,1,3,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:91e76fe32279c58d,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,China,Hangzhou,2,2,7,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:3e2d6c20e9d268da,Hanyang University,South Korea,Seoul,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:fe438b1c7662476f,Harbin Institute of Technology,China,Harbin,4,4,7,5,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:6c5bb70e9f4b77ba,"Harbin Institute of Technology, Shenzhen",China,Shenzhen,2,2,1,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:329f39cda413f721,Ho Chi Minh City University of Science,,,0,0,0,0,1,0,institution:19d2ee8d44bfb9f0,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:b83f47152ad1ec29,Hebei University of Technology,China,Tianjin,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:dfb7666cf1c6e052,Hefei Comprehensive National Science Center,,,1,1,3,0,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:f6342fd457763517,Hefei University of Technology,China,Hefei,3,3,13,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:9dd7b58a09f6962c,"HKISI, Chinese Academy of Sciences",China,Hong Kong,2,2,1,2,0,0,institution:3afb6cc453e0a8d9,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e1fcb46488c800ef,Hong Kong Metropolitan University,China,Hong Kong,1,1,2,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:1f9be0c6a5d4aa0b,Hong Kong University of Science and Technology,China,Hongkong,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:95daf5606b8bd80c,HSE University,Russia,Moscow,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:2e62680df0fed751,Huawei Noah's Ark Lab,China,Hong Kong,2,2,11,2,2,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:570cf7f2e9869b63,Huawei Technologies (China),,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e540a2485c3e954f,Huazhong University of Science and Technology,,,1,1,4,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:be8fe6da68f67876,Hunan University,China,Changsha,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:42d2e85e0328361b,Hunan University of Science and Technology,,,1,1,2,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:f5c8a9b792d3b901,IBM Thomas J. Watson Research Center,United States,Yorktown Heights,1,1,4,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:fe7a819f82113c79,IdentifAI,Italy,Milan,2,2,2,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:b91c4ceb2690766e,IIIT Delhi,India,New Delhi,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:9958d7ee1cfec4aa,IMT School for Advanced Studies Lucca,Italy,Lucca,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:c49f954847b969c5,Incheon National University,,,1,1,1,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:4269181ef8bd7d6e,"Indian Institute of Engineering Science and Technology, Shibpur",India,Howrah,2,2,3,3,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:f0c3da144873207a,Indian Institute of Technology Kharagpur,India,Kharagpur,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:d0b09c4ef698e8de,Indian Institute of Technology Roorkee,India,Roorkee,1,1,3,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:7c73c5ea3377e7f2,Indiana Hand to Shoulder Center,,,1,1,3,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:df7499422b3e4d82,Indraprastha Institute of Information Technology Delhi,India,New Delhi,0,0,0,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:04b81a56c7eb1a69,Informatics Institute for Postgraduate Studies,Iraq,Baghdad,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:ce9788da3b7b6137,Inner Mongolia University of Technology,,,1,1,3,0,0,0,,,,retained_by_reference,active author–institution mapping,,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:507c5724052f23eb,"INSAIT, Sofia University ""St. Kliment Ohridski""",Bulgaria,Sofia,1,1,1,1,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:475fa3f7d32d5d27,Grenoble INP,,,1,1,3,0,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e4ca3896941052d9,Institute for Scientific Interchange,,,0,0,0,0,0,0,,,,retained_by_reference,"retained mapping, paper, review, alias, audit, or protection reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:a1ff6f7123083db9,"Institute of Artificial Intelligence (TeleAI), China Telecom",China,Beijing,2,2,13,2,0,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:966ff12833f90bb0,"Institute of Automation, Chinese Academy of Sciences",China,Beijing,15,15,32,14,2,0,institution:3afb6cc453e0a8d9,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:e278f75918ccf8a7,"Institute of Computing Technology, Chinese Academy of Sciences",China,Beijing,6,6,14,6,2,0,institution:3afb6cc453e0a8d9,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:cee70184073782c7,"Institute of Information Engineering, Chinese Academy of Sciences",China,Beijing,3,3,5,7,2,0,institution:3afb6cc453e0a8d9,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
institution:0aed8b5908ebcd25,Institute for Pure and Applied Mathematics (IMPA),Brazil,Rio de Janeiro,1,1,1,1,1,0,,,,retained_by_reference,"reviewed alias, audit, replacement, or curated review reference",,false,false,orphan-cleanup:a2735ffb0dbbf196,2026-08-08T11:53:47+00:00
