paper_id,title,institution_id,canonical_name,mapping_id,authors,location_id,city,region,country,latitude,longitude,review_status,classification,support_source,reason
curated:4f53748fb43c13e3fc32,A Hybrid CLIP-Diffusion Architecture for Transparent Deepfake Detection and Explainability Evaluation,institution:b77fd041ca0a61be,Fraunhofer Center for Machine Learning,mapping:a1c2c1da4b160df0c2a9,Andreas Specker; Manjunatha Veerappa; Thomas Golda; Nadia Burkart,location:b9c64454ac09a5f6996d,Karlsruhe,Baden-Württemberg,Germany,49.0158,8.4252,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,institution:5dc3b0fc32168ce3,Altınbaş University,,Omar Alfarouk Hadi Hasan Al-Dulaimi; Sefer Kurnaz,,Istanbul,,Turkey,41.01384,28.94966,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Hybrid CNN-LSTM Approach for Precision Deepfake Image Detection Based on Transfer Learning,institution:c72155b537fbbff3,Middle Technical University,,Omar Alfarouk Hadi Hasan Al-Dulaimi,,Baghdad,,Iraq,33.34058,44.40088,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Novel Deep Learning Approach for Deepfake Image Detection,institution:191ab0ad911126ad,University of Hafr Al-Batin,,Mubarak Almutairi,,Riyadh,,Saudi Arabia,24.68773,46.72185,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Novel Deep Learning Approach for Deepfake Image Detection,institution:8fac1f5c8936e362,Khwaja Fareed University of Engineering and Information Technology,,Ali Raza; Kashif Munir,,Rahim Yar Khan,,Pakistan,28.41987,70.30345,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:5fbc6e7421fa29f2,Kamala Nehru College,mapping:2356903fcb319d77a362,Aruna J. Chamatkar,location:6a88136b41aa6e90d5b8,Delhi,Delhi,India,28.5557307,77.2164432,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:afc7ba5b733248b6,Rashtrasant Tukadoji Maharaj Nagpur University,mapping:7844a3a7366dc16590a0,Suhashini Awadhesh Chaurasia,location:13a3dd462c5b1c9dd702,Nagpur,Maharashtra,India,21.1477175,79.0392433,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:b98073e3070abd17,Chitkara University,mapping:09abb2fa0db4131039f0,Bhisham Sharma,location:b92f02b30f8fbda75e16,Rajpura,Punjab,India,30.51613,76.65974,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:d407d447fe02673c,Sant Gadge Baba Amravati University,mapping:926a0513252c471be318,Ambika Jaiswal,location:e673da9565391541b2d8,Amravati,Maharashtra,India,20.9357,77.7796,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:ec338d817ec6cd01,Dar Al-Hekma University,mapping:d478c72073015c9ed64d,Imed Ben Dhaou,location:d912c93d45027c7a7844,Jeddah,Makkah Region,Saudi Arabia,21.4904847,39.2307769,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Framework for Deepfake Image Detection Using Deep Learning Approach,institution:ecb4d2eeabc31027,"Saraswati College, Shegaon",mapping:7bd8d78959d1a3a313bd,Akash Prakash Kharat,location:6a0464c80e91e9a66888,Shegaon,Maharashtra,India,20.7934,76.6946,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,institution:f7126dbda09b4f9a,Amity University,,Samaksh Agarwal; Nancy Girdhar; Himanshu Raghav,,Noida,,India,28.58,77.33,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,institution:128d207ba007d9d7,Graphic Era University,,Mukesh Joshi,,Dehradun,,India,30.32443,78.03392,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,institution:77789f69fddd731b,Sharda University,,Ambuj Kumar Agarwal,,Greater Noida,,India,28.49615,77.53601,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:517a2cc4ca3690f3fc44,A Performance Analysis to Detect Synthetic Images with Deep Learning-Based Image Classification,institution:b98073e3070abd17,Chitkara University,,Vinay Gautam; Raj Gaurang Tiwari; Naresh Kumar Trivedi,,Chandigarh,,India,30.73629,76.7884,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,"A Review on Deepfake Image Detection Approaches, Techniques and Methods",institution:2dd8e4fd2cb400d5,University of Aleppo,,Bayan Issa,,Aleppo,,Syria,36.20124,37.16117,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,"A Review on Deepfake Image Detection Approaches, Techniques and Methods",institution:e91675148695594c,Sunway University,,Jefferson Ng; Muhammed Basheer Jasser; Samuel-Soma M. Ajibade; Hui Na Chua,,Petaling Jaya,,Malaysia,3.10726,101.60671,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-Generated Image Detection,institution:d1012c88e7ee61fd,Xiaohongshu Inc.,mapping:45e84d69d444095fda28,Shilin Yan; Jiayin Cai; Xiaolong Jiang; Yao Hu,location:3b46f8ed6f87860347da,Beijing,Beijing,China,39.978168,116.406507,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-Generated Image Detection,institution:e721b03b6f6c172d,University of Science and Technology of China,mapping:1e4b6b1fe321142d86ef,Ouxiang Li; Yanbin Hao,location:e721b03b6f6c172dd7c7,Hefei,Anhui,China,31.8229,117.2808,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-Generated Image Detection,institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,mapping:185b20cc0dfe56da444f,Weidi Xie,location:fccd5d0ac9cc52f960f2,Shanghai,Shanghai,China,31.0254,121.4331,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:34d0af5286cad283526f,A Siamese-Based Verification System for Open-Set Architecture Attribution of Synthetic Images,institution:65dbfd1e022f02e2,University of Siena,mapping:8958151ef70b345b52ce,Lydia Abady; Jun Wang; Benedetta Tondi; Mauro Barni,location:65dbfd1e022f02e2ac68,Siena,Toscany,Italy,43.3191,11.3328,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Single Simple Patch is All You Need for AI-generated Image Detection,institution:17d17325e0e0dae2,Nanjing University of Aeronautics and Astronautics,mapping:9350828d5bb33e52e633,Jiaxuan Chen,location:17d17325e0e0dae23edc,Nanjing,Jiangsu,China,31.9402131,118.787381,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Single Simple Patch is All You Need for AI-generated Image Detection,institution:fccd5d0ac9cc52f9,Shanghai Jiao Tong University,mapping:efbdf7da51cdbd9aaefc,Jieteng Yao; Li Niu,location:fccd5d0ac9cc52f960f2,Shanghai,Shanghai,China,31.0254,121.4331,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Survey of Deep Learning-Based Source Image Forensics,institution:42fcf4ae44e1a706,University of Florence,,Daniele Baracchi; Fabrizio Argenti; Alessandro Piva,,Florence,,Italy,43.77925,11.24626,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Deep Learning-Based Source Image Forensics,institution:bf6195b78f6dc951,Beijing Jiaotong University,,Pengpeng Yang; Rongrong Ni; Yao Zhao,,Beijing,,China,39.9075,116.39723,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",institution:31f980eaa403801a,The Hong Kong Polytechnic University,mapping:92d3f5c984f212a665cb,Zhe Peng,location:31f980eaa403801addc9,Hong Kong,Hong Kong,China,22.3046,114.1796,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",institution:afc29be68ac419be,Xi'an Jiaotong University,mapping:8fbe456f9a3bffda221e,Jingyi Deng; Chenhao Lin; Zhengyu Zhao; Shuai Liu; Chao Shen,location:afc29be68ac419bed0ee,Xi’an,Shaanxi,China,34.2467,108.9839,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",institution:f23b95ce92de4591,Wuhan University,mapping:2d52ecb91d95e467eca5,Qian Wang,location:f23b95ce92de459152b1,Wuhan,Hubei,China,30.5407,114.3603,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:1b91d0993efc3a95,Gyeongguk National University,,Saurabh Agarwal; Ki‐Hyun Jung,,Andong,,South Korea,36.56636,128.72275,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:4423bec9199a5d47,GLA University,,Dilip Kumar Sharma,,Mathura,,India,27.5035,77.67215,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:4f857a16fa2b6772,University of Malta,,Lalit Garg,,Msida,,Malta,35.8925,14.48278,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:9191a7d5e3a9fc0c,Sejong University,,Cheonshik Kim,,Seoul,,South Korea,37.566,126.9784,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:b4361f45b61f9e1c,University of St. Thomas - Minnesota,,Bhuvanesh Singh,,Saint Paul,,United States,44.94441,-93.09327,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,institution:f7126dbda09b4f9a,Amity University,,Saurabh Agarwal,,Noida,,India,28.58,77.33,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:f3e1319a5e27319578cd,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,institution:6a318a8411b5cf74,Complutense University of Madrid,mapping:23fa580d08b3cc08c4ab,Staycy Guevara; Ana Lucila Sandoval Orozco; Luis Javier García Villalba,location:2e73bb336e7ad920a7c2,Madrid,Community of Madrid,Spain,40.449167,-3.728056,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:4363b7a97f75f90ad22c,A Swin Transformer and CLIP-Based Framework for Generalized DeepFake Detection,institution:6bdc62fb06ac696f,Changsha University of Science and Technology,mapping:475051f12f09903dfc36,Sheng Li; Shuren Zhou,location:24ff901ade26602be031,Changsha,Hunan,China,28.0705674,113.0029417,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,A robust ensemble model for Deepfake detection of GAN-generated images on social media,institution:018c503420feda75,University of Petroleum and Energy Studies,,Hitesh Kumar Sharma,,Dehradun,,India,30.32443,78.03392,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A robust ensemble model for Deepfake detection of GAN-generated images on social media,institution:125af76b30759ac2,Middle East University,,Manoj Kumar,,Amman,,Jordan,31.95522,35.94503,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A robust ensemble model for Deepfake detection of GAN-generated images on social media,institution:32e3542f42f3fe45,University of Wollongong in Dubai,,Manoj Kumar,,Dubai,,United Arab Emirates,25.07725,55.30927,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
,A robust ensemble model for Deepfake detection of GAN-generated images on social media,institution:b77cc69e117a29dc,Dehradun Institute of Technology University,,Preeti Sharma,,Dehradun,,India,30.32443,78.03392,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:d1195175f50833c90a64,ADRD: Detecting Diffusion-Generated Images via Adversarial Perturbation Induced Reconstruction Discrepancy,institution:23556881bce23bb9,Jiaxing Municipal Public Security Bureau,mapping:cb2295576afb01c47d6b,Jun Tong,location:23556881bce23bb97f28,Jiaxing,Zhejiang,China,30.7467,120.7636,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:d1195175f50833c90a64,ADRD: Detecting Diffusion-Generated Images via Adversarial Perturbation Induced Reconstruction Discrepancy,institution:5d6887482c098264,Binjiang Institute of Zhejiang University,mapping:83f6b68902e2a0f856b3,Changting Lin,location:5d6887482c098264e719,Hangzhou,Zhejiang,China,30.18049,120.19831,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:d1195175f50833c90a64,ADRD: Detecting Diffusion-Generated Images via Adversarial Perturbation Induced Reconstruction Discrepancy,institution:d9bedf96789f3033,Jiaxing Vocational Technical College,mapping:59fdda701b76db9535d9,Yi Zhou; Xiangwei Hu; Mei Sun; Shuangxi Chen,location:d9bedf96789f3033c415,Jiaxing,Zhejiang,China,30.7798,120.6933,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:27b6ffdee837c7f997f5,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,institution:e721b03b6f6c172d,University of Science and Technology of China,mapping:7082ad4881281100cfd6,Chao Wang; Zijin Yang; Weiming Zhang; Kejiang Chen,location:e721b03b6f6c172dd7c7,Hefei,Anhui,China,31.8229,117.2808,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:27b6ffdee837c7f997f5,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,institution:f6342fd457763517,Hefei University of Technology,mapping:09c2afdb82905aff5325,Yaofei Wang,location:f6342fd457763517e773,Hefei,Anhui,China,31.8467,117.2976,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:a0abee05e50398d03f2f,AEROBLADE: Training-Free Detection of Latent Diffusion Images Using Autoencoder Reconstruction Error,institution:8f8dd64c6339c8ff,Ruhr University Bochum,mapping:cfd9b2e40fb2d934d815,Jonas Ricker; Denis Lukovnikov; Asja Fischer,location:8f8dd64c6339c8ff95bb,Bochum,North Rhine-Westphalia,Germany,51.4472,7.2603,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
,AI Generated Image Detection Using Neural Networks,institution:87c744673e7e4d05,SRM Institute of Science and Technology,,Mrs D. Suma,,Chennai,,India,13.08784,80.27847,automatic_export_eligible,COMPLETE,existing_validated_automatic_location,Existing public location provenance retained; no new geocoding or independent re-review.
curated:c9c2682178c0f22b648f,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,institution:d046d2c57bb3a863,University of Naples Federico II,mapping:013b9bf833b95ce281ad,Davide Cozzolino; Luisa Verdoliva,location:d046d2c57bb3a863a89a,Naples,Campania,Italy,40.8463,14.2572,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c9c2682178c0f22b648f,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,institution:e73ae6a6d6ff3735,University of Bologna,mapping:445b5f89cab4cdddba31,Lorenzo Pellegrini; Serafino Pandolfini; Davide Maltoni; Matteo Ferrara,location:e73ae6a6d6ff3735f995,Bologna,Emilia-Romagna,Italy,44.4964,11.3547,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:c9c2682178c0f22b648f,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,institution:fe7a819f82113c79,IdentifAI,mapping:bc22cfd2f80dd3accf61,Marco Prati; Marco Ramilli,location:fe7a819f82113c79e588,Milan,Lombardy,Italy,45.4642,9.19,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,institution:16ee891260af74c0,Anhui University,mapping:d69ef60c28ad5043b3da,Juncong Xu; Yang Yang; Lei Qu,location:9ed4a37245617a66decc,Hefei,Anhui,China,31.8471875,117.2501336,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,institution:502b0f4ec4bc4546,"Origin Quantum Computing Technology (Hefei) Co., Ltd.",mapping:b23b637b1e1894f67386,Menghan Dou,location:1ac420b9b6269a5589bc,Hefei,Anhui,China,31.8209,117.1266,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,institution:70ccb485197bbb6c,National University of Singapore,mapping:8f7295a5b0f5be985000,Han Fang,location:70ccb485197bbb6c89fd,Singapore,Singapore,Singapore,1.2959845,103.7766186,confirmed,COMPLETE,curated_confirmed_location,"Source-backed affiliation, canonical institution identity, and selected location are represented by the exported mapping lineage."
