tier,actionability_class,institution_id,canonical_name,active_mapping_count,affected_paper_ids,affected_papers,public_export_status,registry_status,review_status,location_evidence,queue_reason
C_dormant_registry_only,registry_only,institution:457423605fa485bc,Samsung (South Korea),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:479e5a2ad13993e2,APJ Abdul Kalam Technological University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:48be4a3c2949fee3,Changsha University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:49700da520d8842b,Samsung SDS (South Korea),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4a22ca636b97fd7f,University of Applied Health Sciences,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4a297c8ff1c10795,National Research Council,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4bff7ae080547794,TrueMedia,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4d3dd6848c184118,University of Warwick,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4dc98405f4a72728,University of Jinan,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:4f857a16fa2b6772,University of Malta,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:557b8ad811254ad6,Jianghan University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:567dcc53fa2f6dd3,Prince Mohammad bin Fahd University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
B_referenced_non_public,B_explicitly_non_actionable,institution:570cf7f2e9869b63,Huawei Technologies (China),1,curated:4c6404676fc92cb9e8eb,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,excluded_from_public_preview_and_map,active,,"Huawei, Shenzhen, China",Durable active paper exclusion: deepfake_only_not_core.
C_dormant_registry_only,registry_only,institution:5919d60e453e2459,Kahramanmaraş Sütçü İmam University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:5c5bb5ad830242f4,Texas Tech University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:5d8853c0a593d41c,Zhengzhou University of Science and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:5dc3b0fc32168ce3,Altınbaş University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:5e520dd2cd0a49c8,Tilburg University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:636b930e320fc074,Chengdu University of Information Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:6398f2ea80ac2393,Center for Security and Emerging Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:64f282fa6abe9403,Peptidream (Japan),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
B_referenced_non_public,B_explicitly_non_actionable,institution:66101d2ca048704e,Technische Universität Berlin,1,curated:6e9b86dace6a85f4469c,Towards Explaining Classification Models in Security with Sparse Autoencoders,excluded_from_public_preview_and_map,active,,TU Berlin & BIFOLD,Durable active paper exclusion: out_of_scope.
C_dormant_registry_only,registry_only,institution:6688d0d34a3ee58b,Sorbonne University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:69152a620553f03a,Wuhan Business University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:6b773370c41b47b5,RMIT University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:6dc785b2ccdf142c,Satya Wacana Christian University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:6f14a665aa77ba34,Helmholtz Center for Information Security,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:6ffec4118fae194f,University of Engineering and Technology Taxila,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7095dc4de406754b,Korea Aerospace University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:71438ca10017bba5,National Institute of Standards and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:720565e77c6f2c38,Marmara University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:72e33b377a422ec3,National Taiwan University of Science and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7375490cb489bcfd,Jacksonville University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:753a256f592cb1fe,Data Assurance and Communication Security,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:76f485d9ab6917e6,University of Management and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:77789f69fddd731b,Sharda University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:78ca573d3b6c457c,VSB - Technical University of Ostrava,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:79e17450a764ece3,Sheffield Hallam University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7bc70559aeb421fa,LG (South Korea),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7df4a1601453f806,Tel Aviv University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7ec2cd070cc14278,King's College London,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:7ecedd9572b7f6ba,China Academy of Information and Communications Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:8051e5f39b55dde4,University of South Wales,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:807ee51b6afcf8f2,Institute of Artificial Intelligence,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:834e8b5e7fb040b9,Honeywell (United States),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:85b5522dac5ab1d7,Majmaah University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:85d468a61a1936c6,Louisiana State University of Alexandria,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:85dd03b724084b02,University of Baltimore,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:85eee734d249f6b1,University of Rajshahi,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:86acee6f855e6b06,Bowie State University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:87c744673e7e4d05,SRM Institute of Science and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:87cfa9f9d3bda4e1,State University of New York,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:882d9509a9483333,University of Kerala,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:88b6a237229e50a1,University of Žilina,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:8ac3b059e7b70054,State Key Laboratory of Information Security,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:8d0a45af450fc806,Symbiosis International University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:8dd670c7d0f431d4,Mercatorum University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:8fac1f5c8936e362,Khwaja Fareed University of Engineering and Information Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9191a7d5e3a9fc0c,Sejong University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:926c0d427a18622b,Taif University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
A_public_referenced,A_must_be_actionable,institution:96dd3389141fcf35,"Department of Technical Education, Uttar Pradesh",1,curated:6e6c7c4645ed4af43a61,Enhancing Sensing and Imaging Capabilities Through Surface Plasmon Resonance for Deepfake Image Detection,public_relevant_missing_coordinates,active,pending_review/needs_coordinate_review/needs_coordinate_review,"Department of Technical Education, Kanpur, Uttar Pradesh, India | Kanpur | India | Focused public review 2026-08-27: Springer author entry 4 confirms Digvijay Pandey at Department of Technical Education, Kanpur, Uttar Pradesh, India (online 2024). Government tender identifies the Directorate at Vikas Nagar, Kanpur. Official department site timed out; no verified directorate building/address coordinate was obtained. City center, postcode and third-party plus-code guesses are not sufficient.",Actionable location-review row is persisted.
C_dormant_registry_only,registry_only,institution:9862b50bf0eb12f0,Hindustan Institute of Technology and Science,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9d4cf3c6e95e06c5,Karnatak University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9dcc9e0e62baaea9,Yulin Normal University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9e1ab9137907fdce,Microsoft (United States),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9e9891886a71efdf,St. Joseph's Institute of Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9ed23c2db75b5eee,Tianjin University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:9fa92db1d3d981f0,University of Vienna,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a2c9ccf9659160de,Electronics and Telecommunications Research Institute,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a3c0c022b00a11a5,Adobe Systems (United States),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a4e0e93fcd90b1c0,Indian Institute of Technology Patna,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a7f4bd547e079314,University of Indianapolis,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a8aa4fcbf3d06d56,Shandong University of Political Science and Law,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a8ed28b9013a59e5,Universiti Putra Malaysia,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:a992a0408381afc7,Tencent (China),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:aa230e9d21cefa3b,Anhui Business College,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ac88e2afb065388b,University of Padua,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:ace1428e2323596a,University of Al-Qadisiyah,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:afc7ba5b733248b6,Rashtrasant Tukadoji Maharaj Nagpur University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b0f3614b042aab47,Universiti Malaysia Sarawak,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b3e3a87d3fc950c5,China People's Public Security University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b4361f45b61f9e1c,University of St. Thomas - Minnesota,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b71e4506b75fcb88,Leeds Beckett University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b771bab570cca255,Microsoft Research Asia (China),0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b77cc69e117a29dc,Dehradun Institute of Technology University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:b98073e3070abd17,Chitkara University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bb266f47a5ceef81,Edinburgh Napier University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bb302a0231577b3c,Haliç University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bbbd3e4c853af6c2,Technical University of Applied Sciences Mannheim,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bbc6ae7ed9b4bd38,Humboldt University of Berlin,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bc1cdb126bafdc16,Washington State University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:bc735f3cccb71688,"University of Maryland, College Park",0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c04d9c3ee6b155d2,Ahsanullah University of Science and Technology,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c121cd267550901f,"University at Albany, State University of New York",0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c27ba6b4c07428cf,University of Southern Denmark,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c6b6c8d24f8e66aa,Dominican University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c6f551ae664eb6a5,Victoria University of Wellington,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
C_dormant_registry_only,registry_only,institution:c72155b537fbbff3,Middle Technical University,0,,,not_referenced_by_active_mapping,active,,,No active or needs-review paper mapping references this identity.
