paper_id,title,arxiv_id,stored_doi,paper_url,resolved_formal_doi,resolved_formal_url,status,reason
curated:d59bffe554500b241a3e,ImageAttributionBench: How Far Are We from Generalizable Attribution?,2605.12967,10.48550/arxiv.2605.12967,https://doi.org/10.48550/arxiv.2605.12967,10.48550/arxiv.2605.12967,https://doi.org/10.48550/arxiv.2605.12967,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:d3e19d8cb61eb0e7d620,Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution,2603.10583,10.48550/arxiv.2603.10583,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Attribution_as_Retrieval_Model-Agnostic_AI-Generated_Image_Attribution_CVPR_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Attribution_as_Retrieval_Model-Agnostic_AI-Generated_Image_Attribution_CVPR_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:dcf7aae2c8590b07aff3,Leveraging Frequency Analysis for Deep Fake Image Recognition,2003.08685,10.48550/arxiv.2003.08685,https://proceedings.mlr.press/v119/frank20a/frank20a.pdf,,https://proceedings.mlr.press/v119/frank20a/frank20a.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:f40ecaaf5d0212852b79,Dual Data Alignment Makes AI-Generated Image Detector Easier Generalizable,2505.14359,10.48550/arxiv.2505.14359,https://openreview.net/pdf?id=C39ShJwtD5,,https://openreview.net/pdf?id=C39ShJwtD5,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:f6ad15b01df18aadfe1a,PRADA: Probability-Ratio-Based Attribution and Detection of Autoregressive-Generated Images,2511.20068,10.48550/arxiv.2511.20068,https://openaccess.thecvf.com/content/CVPR2026F/papers/Damm_PRADA_Probability-Ratio-Based_Attribution_and_Detection_of_Autoregressive-Generated_Images_CVPRF_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026F/papers/Damm_PRADA_Probability-Ratio-Based_Attribution_and_Detection_of_Autoregressive-Generated_Images_CVPRF_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:bb388762c1cb4bd3bf4a,Quality-Aware Calibration for AI-Generated Image Detection in the Wild,2604.15027,10.48550/arxiv.2604.15027,https://openaccess.thecvf.com/content/CVPR2026W/APAI/papers/Guillaro_Quality-Aware_Calibration_for_AI-Generated_Image_Detection_in_the_Wild_CVPRW_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026W/APAI/papers/Guillaro_Quality-Aware_Calibration_for_AI-Generated_Image_Detection_in_the_Wild_CVPRW_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:f7906cb987975444e893,Boosting Robust AIGI Detection with LoRA-based Pairwise Training,2604.12307,10.48550/arxiv.2604.12307,https://openaccess.thecvf.com/content/CVPR2026W/NTIRE/papers/Xia_Boosting_Robust_AIGI_Detection_with_Lora-based_Pairwise_Training_CVPRW_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026W/NTIRE/papers/Xia_Boosting_Robust_AIGI_Detection_with_Lora-based_Pairwise_Training_CVPRW_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:c87f234ea256991903e1,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,2606.10309,10.48550/arxiv.2606.10309,https://doi.org/10.48550/arxiv.2606.10309,10.48550/arxiv.2606.10309,https://doi.org/10.48550/arxiv.2606.10309,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:078ade9edabe304013a7,ForensicConcept: Transferable Forensic Concepts for AIGI Detection,2606.07034,10.48550/arxiv.2606.07034,https://doi.org/10.48550/arxiv.2606.07034,10.48550/arxiv.2606.07034,https://doi.org/10.48550/arxiv.2606.07034,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:d6fe2666a64b0c70ff6b,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,2605.16122,10.48550/arxiv.2605.16122,https://doi.org/10.48550/arxiv.2605.16122,10.48550/arxiv.2605.16122,https://doi.org/10.48550/arxiv.2605.16122,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:a570863c3a6ac227b56c,PGC: Peak-Guided Calibration for Generalizable AI-Generated Image Detection,2605.21207,10.48550/arxiv.2605.21207,https://doi.org/10.48550/arxiv.2605.21207,10.48550/arxiv.2605.21207,https://doi.org/10.48550/arxiv.2605.21207,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:f380c0d31081fc59f1eb,FiSeR: Fine-Grained Source Representations for Cross-Domain AI Image Detection,2606.00606,10.48550/arxiv.2606.00606,https://doi.org/10.48550/arxiv.2606.00606,10.48550/arxiv.2606.00606,https://doi.org/10.48550/arxiv.2606.00606,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:828a87e68db4c3541e80,MLEP: Multi-granularity Local Entropy Patterns for Generalized AI-generated Image Detection,2504.13726,https://doi.org/10.48550/arxiv.2504.13726,https://proceedings.neurips.cc/paper_files/paper/2025/file/63db94e06ce85dde10871c99dd39ad98-Paper-Conference.pdf,,https://proceedings.neurips.cc/paper_files/paper/2025/file/63db94e06ce85dde10871c99dd39ad98-Paper-Conference.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2410.09732,10.48550/arxiv.2410.09732,https://openreview.net/pdf?id=z8sxoCYgmd,,https://openreview.net/pdf?id=z8sxoCYgmd,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:beb92721c8ba0d0c4231,Scaling Up AI-Generated Image Detection with Generator-Aware Prototypes,2512.12982,10.48550/arxiv.2512.12982,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_Scaling_Up_AI-Generated_Image_Detection_with_Generator-Aware_Prototypes_CVPR_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_Scaling_Up_AI-Generated_Image_Detection_with_Generator-Aware_Prototypes_CVPR_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:dd05c4a609d902da8c1d,FerretNet: Efficient Synthetic Image Detection via Local Pixel Dependencies,2509.20890,https://doi.org/10.48550/arxiv.2509.20890,https://proceedings.neurips.cc/paper_files/paper/2025/file/3bfcc45018b4156b92197db47e9742bd-Paper-Conference.pdf,,https://proceedings.neurips.cc/paper_files/paper/2025/file/3bfcc45018b4156b92197db47e9742bd-Paper-Conference.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:3e707a16418405139945,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,2508.01603,10.48550/arxiv.2508.01603,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Generalizable_AI-Generated_Image_Detection_via_Image-Adaptive_Prompt_Learning_CVPR_2026_paper.pdf,,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Generalizable_AI-Generated_Image_Detection_via_Image-Adaptive_Prompt_Learning_CVPR_2026_paper.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
curated:f9eac1aa13a606c6ec88,A Sanity Check for AI-generated Image Detection,2406.19435,10.48550/arxiv.2406.19435,https://proceedings.iclr.cc/paper_files/paper/2025/file/b0303773962ea1b5394c3a83cc7dd066-Paper-Conference.pdf,,https://proceedings.iclr.cc/paper_files/paper/2025/file/b0303773962ea1b5394c3a83cc7dd066-Paper-Conference.pdf,needs_review,"Distinct publisher URL exists, but no formal DOI is explicit in curated fields."
