map_record_id,canonical_paper_identity,title,year,institution,institution_id,institution_source,latitude,longitude,in_scope,publication_type,venue_type,venue_id,venue_label,trace_result
openalex-candidate-aa40e42eb21b2b46,openalex:https://openalex.org/w4390191016,Detecting Images Generated by Deep Diffusion Models using their Local Intrinsic Dimensionality,2023,Fraunhofer Institute for Industrial Mathematics,institution:42c60ebb24e9f839,automatic_fallback,49.443,7.77161,True,conference,conference,venue:ieee-cvf-international-conference-on-computer-vision:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCVW),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-dbdc880272c6e95d,openalex:https://openalex.org/w4388002730,Exposing fake images generated by text-to-image diffusion models,2023,City University of Hong Kong,institution:ec71dc4340659fd9,automatic_fallback,22.2783203125,114.17469024658203,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-abbea7654cd9bdbb,openalex:https://openalex.org/w4398184526,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,University of Modena and Reggio Emilia,institution:117fcda9a6399108,automatic_fallback,44.64783,10.92539,True,journal,journal,venue:acm-transactions-on-multimedia-computing-communications-and-applications:main,Journal · ACM Transactions on Multimedia Computing Communications and Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-da5def77a678fdcb,openalex:https://openalex.org/w4393379633,Unsupervised Generative Fake Image Detector,2024,Hangzhou Dianzi University,institution:07d62a903f84afcd,automatic_fallback,30.293649673461914,120.16142272949219,True,journal,journal,venue:ieee-transactions-on-circuits-and-systems-for-video-technology:main,Journal · IEEE Transactions on Circuits and Systems for Video Technology,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f7888db659be7a0c,openalex:https://openalex.org/w4376461282,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,"Institute of Information Engineering, Chinese Academy of Sciences",institution:cee70184073782c7,automatic_fallback,39.9075,116.39723,True,journal,journal,venue:ieee-transactions-on-cognitive-and-developmental-systems:main,Journal · IEEE Transactions on Cognitive and Developmental Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-7b63e7be5c15dd38,openalex:https://openalex.org/w4395447483,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,National University of Computer and Emerging Sciences,institution:18a199cf02e2dc6e,automatic_fallback,33.72148132324219,73.04328918457031,True,journal,journal,venue:ieee-access:main,Journal · IEEE Access,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5a35202878d6f0bd,openalex:https://openalex.org/w4391433395,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,City University of Hong Kong,institution:ec71dc4340659fd9,automatic_fallback,22.2783203125,114.17469024658203,True,journal,journal,venue:expert-systems-with-applications:main,Journal · Expert Systems with Applications,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-9293a5f0cc0e9ecc,openalex:https://openalex.org/w4394624427,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,Shahid Beheshti University,institution:2e47d59ad1e8d5a4,automatic_fallback,35.69439,51.42151,True,conference,conference,venue:iranian-3rd-international-machine-vision-and-image-processing-conference:main,Conference · Iranian/3rd International Machine Vision and Image Processing Conference (MVIP),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-756b159fb6692693,openalex:https://openalex.org/w4393375171,A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,Sapienza University of Rome,institution:977430a4473aa4b0,automatic_fallback,41.89193,12.51133,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-19b046a4317999d4,openalex:https://openalex.org/w4405945632,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,National Institute of Technology Karnataka,institution:12fe4f34c1ed5053,automatic_fallback,12.91723,74.85603,True,conference,conference,venue:indian-conference-on-computer-vision-graphics-and-image-processing:main,Conference · Indian Conference on Computer Vision Graphics and Image Processing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ae9d56afde26fce3,openalex:https://openalex.org/w4402594796,Robust CLIP-Based Detector for Exposing Diffusion Model-Generated Images,2024,Purdue University West Lafayette,institution:312d37d9636306c2,automatic_fallback,40.42587,-86.90807,True,conference,conference,venue:ieee-international-conference-on-advanced-video-and-signal-based-surveillance:main,Conference · IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-339e1d1ce1424d2f,openalex:https://openalex.org/w3147384726,A Closer Look at Fourier Spectrum Discrepancies for CNN-generated Images Detection,2021,Singapore University of Technology and Design,institution:6dd3ce9e0d5fd1ab,automatic_fallback,1.28967,103.85007,True,conference,conference,venue:cvpr:main,Conference · IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-dae59ecf24556992,openalex:https://openalex.org/w4393610334,TWIGMA: A dataset of AI-Generated Images with Metadata From Twitter,2024,Stanford University,institution:ed72534d79b73fac,automatic_fallback,37.42411,-122.16608,True,preprint,preprint,venue:zenodo:main,Preprint · Zenodo,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-03a22903db314223,openalex:https://openalex.org/w4409262697,Detecting Origin Attribution for Text-to-Image Diffusion Models,2025,California University of Pennsylvania,institution:d0cac2bc9207e50f,automatic_fallback,40.06563186645508,-79.89170837402344,True,conference,conference,venue:wacv:main,Conference · IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-b54520cabc3f0606,openalex:https://openalex.org/w7125951995,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,2026,Communication University of China,institution:157163d25dac880f,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-signal-processing-letters:main,Journal · IEEE Signal Processing Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6774627fefbe0027,openalex:https://openalex.org/w7164742316,"Interpol review of detection of AI-generated image and video deepfakes, 2022-2025",2026,Netherlands Forensic Institute,institution:bda289c20f284717,automatic_fallback,52.044639587402344,4.358749866485596,True,journal,journal,venue:forensic-science-international-synergy:main,Journal · Forensic Science International Synergy,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-4fc5d76c4c1dde8a,openalex:https://openalex.org/w4411378016,Can GPT tell us why these images are synthesized? Empowering Multimodal Large Language Models for Forensics,2025,Institute of Information Engineering,institution:9aae8d70d2d6eed8,automatic_fallback,39.907501220703125,116.39723205566406,True,conference,workshop,venue:ih-mmsec:main,Workshop · ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-56d8b6d66e449045,openalex:https://openalex.org/w4413155783,Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,University of Michigan,institution:89b9b3962b3327c8,automatic_fallback,42.27756,-83.74088,True,conference,conference,venue:cvpr:main,Conference · IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2e8e2dd596764da4,openalex:https://openalex.org/w4409917780,Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,University of Siena,institution:65dbfd1e022f02e2,automatic_fallback,43.31821823120117,11.330639839172363,True,conference,conference,venue:ieee-cvf-winter-conference-on-applications-of-computer-vision:main,Conference · IEEE/CVF Winter Conference on Applications of Computer Vision (WACVW),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-36c5c60d14ab8d83,openalex:https://openalex.org/w4410888267,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2025,Centre for Research and Technology Hellas (CERTH),institution:f841aa8a7a0d29aa,automatic_fallback,40.64360809326172,22.93086051940918,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-8437dbea171cd8fe,openalex:https://openalex.org/w7137976262,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,Sun Yat-sen University,institution:5c85faa51cc57a24,automatic_fallback,23.11667,113.25,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-359309458c5d064b,openalex:https://openalex.org/w7128818896,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,Harbin Institute of Technology,institution:fe438b1c7662476f,automatic_fallback,45.75,126.6500015258789,True,journal,journal,venue:ieee-transactions-on-pattern-analysis-and-machine-intelligence:main,Journal · IEEE Transactions on Pattern Analysis and Machine Intelligence,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-3f0d23530876f4bc,openalex:https://openalex.org/w7125581744,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,Fujian University of Technology,institution:c3227ed71ef6fcd8,automatic_fallback,26.061389923095703,119.30610656738281,True,journal,journal,venue:ieee-transactions-on-circuits-and-systems-for-video-technology:main,Journal · IEEE Transactions on Circuits and Systems for Video Technology,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d1f49c6a260404d3,openalex:https://openalex.org/w7131898118,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,Xi’an Jiaotong University,institution:afc29be68ac419be,automatic_fallback,34.25833,108.92861,True,journal,journal,venue:ieee-transactions-on-multimedia:main,Journal · IEEE Transactions on Multimedia,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-bfc89b0b63bcdc26,openalex:https://openalex.org/w7125828141,Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,Fudan University,institution:baa1df7c4adddbda,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,venue:ieee-transactions-on-information-forensics-and-security:main,Journal · IEEE Transactions on Information Forensics and Security,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-19e6026830ef9ce2,openalex:https://openalex.org/w4417526972,Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2025,China People's Public Security University,institution:b3e3a87d3fc950c5,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:neurocomputing:main,Journal · Neurocomputing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-a84334d84ada41ec,openalex:https://openalex.org/w4417166521,E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2025,Shenzhen University,institution:ad9c8964d01f80d8,automatic_fallback,22.54553985595703,114.06829833984375,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-840ec3364e991ddf,openalex:https://openalex.org/w7128586659,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,Government Sadiq College Women University,institution:823a09a4580fb39e,automatic_fallback,29.397859573364258,71.68363952636719,True,journal,journal,venue:sensors:main,Journal · Sensors,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ebe60fc6abbab654,openalex:https://openalex.org/w7164298589,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,2026,Comilla University,institution:7182b5831d4ba8a2,automatic_fallback,23.46186065673828,91.18502807617188,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-aa0d52041ecd0c07,openalex:https://openalex.org/w4408356108,ReTD: Reconstruction-Based Traceability Detection for Generated Images,2025,"Institute of Information Engineering, Chinese Academy of Sciences",institution:cee70184073782c7,automatic_fallback,39.9075,116.39723,True,conference,conference,venue:ieee-international-conference-on-acoustics-speech-and-signal-processing:main,Conference · IEEE International Conference on Acoustics Speech and Signal Processing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ad9158b1e1eef7b7,openalex:https://openalex.org/w4409367167,C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,2025,Beijing Jiaotong University,institution:bf6195b78f6dc951,automatic_fallback,39.907501220703125,116.39723205566406,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-9fc14b2a0f7696ba,openalex:https://openalex.org/w4413145084,FIRE: Robust Detection of Diffusion-Generated Images via Frequency-Guided Reconstruction Error,2025,Beijing University of Posts and Telecommunications,institution:1502cb7c96ae3095,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-20ef2bae71c5cf78,openalex:https://openalex.org/w4413145584,OpenSDI: Spotting Diffusion-Generated Images in the Open World,2025,Xi’an Jiaotong University,institution:afc29be68ac419be,automatic_fallback,34.25833,108.92861,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6162788b83db1bc7,openalex:https://openalex.org/w4413146372,Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,2025,Tencent (China),institution:a992a0408381afc7,automatic_fallback,22.54554,114.0683,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-000ae598a83c4cc6,openalex:https://openalex.org/w4413146055,CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by AI,2025,Purdue University West Lafayette,institution:312d37d9636306c2,automatic_fallback,40.42587,-86.90807,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-3e36acb7cecb0f1d,openalex:https://openalex.org/w4413156425,Forensics-Bench: A Comprehensive Forgery Detection Benchmark Suite for Large Vision Language Models,2025,University of Hong Kong,institution:da2d97c082267c13,automatic_fallback,22.26861,114.12924,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-10e227bebd064499,openalex:https://openalex.org/w4415343382,Aigi-Holmes: Towards Explainable and Generalizable AI-Generated Image Detection via Multimodal Large Language Models,2025,Xiamen University,institution:929ddef9540ec1e7,automatic_fallback,24.47978973388672,118.08187103271484,True,conference,conference,venue:iccv:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-f0876f99ba262471,openalex:https://openalex.org/w7160128830,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,2025,Tencent (China),institution:a992a0408381afc7,automatic_fallback,22.54554,114.0683,True,conference,conference,venue:iccv:main,Conference · IEEE/CVF International Conference on Computer Vision (ICCV),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-90b5060d79313344,openalex:https://openalex.org/w4414903171,LEGION: Learning to Ground and Explain for Synthetic Image Detection,2025,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,automatic_fallback,31.222219467163086,121.45806121826172,True,preprint,preprint,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-caad465d68fa7710,openalex:https://openalex.org/w4414487140,Semantic Discrepancy-Aware Detector for Image Forgery Identification,2025,Nanjing University of Science and Technology,institution:a239b6e2cb8473ef,automatic_fallback,32.061668395996094,118.77777862548828,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-af86ed74fc84674b,openalex:https://openalex.org/w7160017581,ForgeLens: Data-Efficient Forgery Focus for Generalizable Forgery Image Detection,2025,Henan University of Engineering,institution:312f5a2a85c73aa0,automatic_fallback,34.623207092285156,113.69159698486328,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-348a506b67288d74,openalex:https://openalex.org/w7131117798,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,2025,University at Buffalo,institution:4f85329e76bc9454,automatic_fallback,42.88645,-78.87837,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-569a3f42d9595894,openalex:https://openalex.org/w4411484192,SAGNet: Decoupling Semantic-Agnostic Artifacts From Limited Training Data for Robust Generalization in Deepfake Detection,2025,Beijing Jiaotong University,institution:bf6195b78f6dc951,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-information-forensics-and-security:main,Journal · IEEE Transactions on Information Forensics and Security,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-071adf2c66af598a,openalex:https://openalex.org/w4415538223,ExDA: Towards Universal Detection and Plug-and-Play Attribution of AI-Generated Ex-Regulatory Images,2025,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-3a2726c50ff6a7d0,openalex:https://openalex.org/w4408355373,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,Zhejiang University,institution:e433baf78e80004b,automatic_fallback,30.29365,120.16142,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ab2d4388df28f9ee,openalex:https://openalex.org/w4410487490,GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,Tianjin University of Technology,institution:3e0adb795a72cea8,automatic_fallback,39.14221954345703,117.17666625976562,True,journal,journal,venue:knowledge-based-systems:main,Journal · Knowledge-Based Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2df36b8005f053b0,openalex:https://openalex.org/w4405895672,High-resolution network-based multi-feature fusion for generalized forgery detection,2024,Guizhou Normal University,institution:a1e1ec8b780e67c8,automatic_fallback,26.583330154418945,106.71666717529297,True,journal,journal,venue:multimedia-systems:main,Journal · Multimedia Systems,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-58cf26d1f7ef3e1d,openalex:https://openalex.org/w4406657393,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,Beijing Academy of Artificial Intelligence,institution:985443a2d7239406,automatic_fallback,39.99357223510742,116.3315200805664,True,journal,journal,venue:ieee-internet-of-things-journal:main,Journal · IEEE Internet of Things Journal,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-2b3de8f25296a245,openalex:https://openalex.org/w4409917519,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,Texas A&M University,institution:4e140b5268efc364,automatic_fallback,30.62798,-96.33441,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-6d6cebc338c382bb,openalex:https://openalex.org/w4409917584,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,2025,Centre for Research and Technology Hellas (CERTH),institution:f841aa8a7a0d29aa,automatic_fallback,40.64360809326172,22.93086051940918,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-642350cef5fc2cbd,openalex:https://openalex.org/w4415187215,HRR: Hierarchical retrospection refinement for generated image detection,2026,Jianghan University,institution:557b8ad811254ad6,automatic_fallback,30.583330154418945,114.26667022705078,True,journal,journal,venue:pattern-recognition-letters:main,Journal · Pattern Recognition Letters,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-14d8de2dca116799,openalex:https://openalex.org/w4416260579,Robust AI-Synthesized Image Detection via Multi-feature Frequency-Aware Learning,2025,City University of Macau,institution:769b711ed2fee7c0,automatic_fallback,22.200559616088867,113.54611206054688,True,book,book,venue:lncs:main,Book · Lecture Notes in Computer Science (LNCS),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d451b0dc194a56c5,openalex:https://openalex.org/w4417052422,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,2025,Aristotle University of Thessaloniki,institution:69d7dc38d11d5f80,automatic_fallback,40.64360809326172,22.93086051940918,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-5e2bbf104c5cbbcd,openalex:https://openalex.org/w7138458380,Explainable Synthetic Image Detection Through Diffusion Timestep Ensembling,2026,Fudan University,institution:baa1df7c4adddbda,automatic_fallback,31.222219467163086,121.45806121826172,True,conference,conference,venue:aaai:main,Conference · AAAI Conference on Artificial Intelligence (AAAI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-0732653094055e02,openalex:https://openalex.org/w4400616829,Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion,2024,Shanghai Jiao Tong University,institution:fccd5d0ac9cc52f9,automatic_fallback,31.222219467163086,121.45806121826172,True,journal,journal,venue:information-fusion:main,Journal · Information Fusion,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-61bba714507e2aef,openalex:https://openalex.org/w7131430408,What is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery,2026,East Tennessee State University,institution:3cef1f53ea25d8c9,automatic_fallback,36.31344,-82.35347,True,conference,conference,venue:ieee-16th-annual-computing-and-communication-workshop-and-conference:main,Conference · IEEE 16th Annual Computing and Communication Workshop and Conference (CCWC),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d7c069043e94318b,openalex:https://openalex.org/w4411979039,Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,2025,Sungkyunkwan University,institution:e80b94c605da24ce,automatic_fallback,37.566,126.9784,True,conference,conference,venue:workshop-on-security-implications-of-deepfakes-and-cheapfakes:main,Conference · Workshop on Security Implications of Deepfakes and Cheapfakes,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-ffc5d929530a3f5f,openalex:https://openalex.org/w7160998329,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,2026,Technische Universität Darmstadt,institution:f29a43c08a37e42f,automatic_fallback,49.87167,8.65027,True,journal,journal,,,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-d2a030d99b35b5f8,openalex:https://openalex.org/w4416604008,"""That's another doom I haven't thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",2026,Leibniz University Hannover,institution:ac9dc63b4bd4669a,automatic_fallback,52.37052,9.73322,True,conference,conference,venue:chi:main,Conference · CHI Conference on Human Factors in Computing Systems (CHI),valid baseline-only marker absent from current partial source snapshot
openalex-candidate-54ed0ed2bf2c48e6,openalex:https://openalex.org/w7140634248,Toward Generalizable Forgery Detection and Reasoning,2026,Beijing University of Posts and Telecommunications,institution:1502cb7c96ae3095,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-image-processing:main,Journal · IEEE Transactions on Image Processing,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-04d03b396c4bb29f,openalex:https://openalex.org/w7128818896,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,University of Southampton,institution:a0c3927e4ddb3a39,automatic_fallback,50.90395,-1.40428,True,journal,journal,venue:ieee-transactions-on-pattern-analysis-and-machine-intelligence:main,Journal · IEEE Transactions on Pattern Analysis and Machine Intelligence,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-c37d12b87daf2551,openalex:https://openalex.org/w7128818896,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,Xi’an Jiaotong University,institution:afc29be68ac419be,automatic_fallback,34.25833,108.92861,True,journal,journal,venue:ieee-transactions-on-pattern-analysis-and-machine-intelligence:main,Journal · IEEE Transactions on Pattern Analysis and Machine Intelligence,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-99f3fd1d2669f905,openalex:https://openalex.org/w7125581744,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,Beijing Institute of Graphic Communication,institution:9cd15ab643d7131f,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-circuits-and-systems-for-video-technology:main,Journal · IEEE Transactions on Circuits and Systems for Video Technology,valid baseline-only marker absent from current partial source snapshot
openalex-candidate-9c67950484968b8b,openalex:https://openalex.org/w7125581744,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,Beijing Jiaotong University,institution:bf6195b78f6dc951,automatic_fallback,39.907501220703125,116.39723205566406,True,journal,journal,venue:ieee-transactions-on-circuits-and-systems-for-video-technology:main,Journal · IEEE Transactions on Circuits and Systems for Video Technology,valid baseline-only marker absent from current partial source snapshot
