institution_id,canonical_name,institution_type,institution_status,parent_institution_id,public_display,created_at,updated_at,created_by
institution:f841aa8a7a0d29aa,Centre for Research and Technology Hellas (CERTH),research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:29645bb566fcd576,Centre National de la Recherche Scientifique,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:48be4a3c2949fee3,Changsha University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:6bdc62fb06ac696f,Changsha University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:7aae859eefe8edd1,Chang’an University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:7ecedd9572b7f6ba,China Academy of Information and Communications Technology,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:5757493192522b63,China Electronics Technology Group Corporation,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2f4cdd3b31b9a5db,China Telecom,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0be9d444a6c88894,"China Telecom Cloud Technology Co., Ltd.",company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e67012d79bb3f603,China University of Mining and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3afb6cc453e0a8d9,Chinese Academy of Sciences,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3f9391add8daa620,Chinese People's Armed Police Force Engineering University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ff4b6fb0e7e3f155,Chinese University of Hong Kong,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:488418437bfc9b2c,Chittagong University of Engineering and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:7e10613327a4e264,Chongqing University of Posts and Telecommunications,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:aea376936c88135b,CISPA Helmholtz Center for Information Security,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ec71dc4340659fd9,City University of Hong Kong,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:cedf27014e59d7d9,"City University of Hong Kong, Shenzhen Research Institute",university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:24e78a56f93457a5,City University of London,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:769b711ed2fee7c0,City University of Macau,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:fa6adc95226df542,Clemson University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:721b1fe645c5b099,CNIT,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e6405787e8a9312c,CNRS,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3da00d58d4c97192,Commonwealth Scientific and Industrial Research Organisation,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:6a318a8411b5cf74,Complutense University of Madrid,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3d7a55d07b650cfa,Czech Technical University in Prague,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:753a256f592cb1fe,Data Assurance and Communication Security,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3be1ce40ea53f6d2,Data61,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e0fc2ffb269489e7,Drexel University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a8d8c5fe60be3e65,East China Normal University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:82b627d49a985ef1,East China University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a2c9ccf9659160de,Electronics and Telecommunications Research Institute (ETRI),research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:73bb0fe265f6e090,Friedrich-Alexander-Universität Erlangen-Nürnberg,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:baa1df7c4adddbda,Fudan University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:c3227ed71ef6fcd8,Fujian University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0da909b4402f8657,Fujitsu Limited,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:dbb4589b8e2f8264,Florida International University,university,active,,self,2026-07-15T11:28:05Z,2026-07-15T11:28:05Z,referential-integrity-repair
institution:90cbfdc3d90fe8a0,Fujitsu Research of Europe,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:6beb2f6c52d3f30c,Gachon University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:39839f8732e7433b,George Mason University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ab37cf6fbc2c38dd,GIPSA-Lab,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:35e36dc1a5213fa3,Google Research,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a76d3c97c5824bc9,Grenoble INP,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:8fe72087521e285a,Guangdong University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a1e1ec8b780e67c8,Guizhou Normal University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2b9a45614734dda3,Hand and Upper Limb Clinic,other,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:91e76fe32279c58d,Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:3e2d6c20e9d268da,Hanyang University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:fe438b1c7662476f,Harbin Institute of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:6c5bb70e9f4b77ba,"Harbin Institute of Technology, Shenzhen",university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:329f39cda413f721,Ho Chi Minh City University of Science,university,active,institution:19d2ee8d44bfb9f0,self,2026-07-15T11:28:05Z,2026-07-15T11:28:05Z,referential-integrity-repair
institution:b83f47152ad1ec29,Hebei University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:dfb7666cf1c6e052,Hefei Comprehensive National Science Center,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:f6342fd457763517,Hefei University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:9dd7b58a09f6962c,"HKISI, Chinese Academy of Sciences",research_unit,active,institution:3afb6cc453e0a8d9,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e1fcb46488c800ef,Hong Kong Metropolitan University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:1f9be0c6a5d4aa0b,Hong Kong University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:95daf5606b8bd80c,HSE University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2e62680df0fed751,Huawei Noah’s Ark Lab,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:570cf7f2e9869b63,Huawei Technologies (China),company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e540a2485c3e954f,Huazhong University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:be8fe6da68f67876,Hunan University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:42d2e85e0328361b,Hunan University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:f5c8a9b792d3b901,IBM Thomas J. Watson Research Center,company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:fe7a819f82113c79,IdentifAI,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:b91c4ceb2690766e,IIIT Delhi,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:9958d7ee1cfec4aa,IMT School for Advanced Studies Lucca,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:c49f954847b969c5,Incheon National University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:4269181ef8bd7d6e,"Indian Institute of Engineering Science and Technology, Shibpur",university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:f0c3da144873207a,Indian Institute of Technology Kharagpur,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:d0b09c4ef698e8de,Indian Institute of Technology Roorkee,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:7c73c5ea3377e7f2,Indiana Hand to Shoulder Center,other,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:df7499422b3e4d82,Indraprastha Institute of Information Technology Delhi,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:04b81a56c7eb1a69,Informatics Institute for Postgraduate Studies,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ce9788da3b7b6137,Inner Mongolia University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:507c5724052f23eb,"INSAIT, Sofia University ""St. Kliment Ohridski""",university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:475fa3f7d32d5d27,Institut polytechnique de Grenoble,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:e4ca3896941052d9,Institute for Scientific Interchange,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a1ff6f7123083db9,"Institute of Artificial Intelligence (TeleAI), China Telecom",company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:966ff12833f90bb0,"Institute of Automation, Chinese Academy of Sciences",research_unit,active,institution:3afb6cc453e0a8d9,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:dfb3cc816a4476d7,Institute of Computing Technology,research_unit,merged,,self,2026-07-13T21:50:39Z,2026-07-15T13:24:17Z,institution-model-migration
institution:e278f75918ccf8a7,"Institute of Computing Technology, Chinese Academy of Sciences",research_unit,active,institution:3afb6cc453e0a8d9,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:cee70184073782c7,"Institute of Information Engineering, Chinese Academy of Sciences",research_unit,active,institution:3afb6cc453e0a8d9,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0aed8b5908ebcd25,Instituto de Matemática Pura e Aplicada,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:260c0fc69149bb41,Intel Corporation,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:33f2056ddfd46aaa,International Institute of Information Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:118c2f047da4525d,"International Institute of Information Technology, Naya Raipur",university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:541450f1f663948c,ISTI-CNR,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:bc52939c5da8ad98,Jaume I University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:45d2a7ca48493f42,Jilin Vocational College of Industry and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:8632718a2c1444c6,Jinan University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:81f79a387128ccac,Khalifa University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:24b3cd33acdc095d,Kochi University of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:696e90c102571ea3,Korea AI Safety Institute (AISI),research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a28e1611e5e6b8b6,Lanzhou University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:8ca93bff11a3be9e,Leonardo S.p.A.,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ab1c5fd351e72f37,Link Campus University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:d30e2f168f8ccc03,Loyola University Chicago,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:1a36f9f1487a39da,Manipal University Jaipur,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:366058c27e343874,Massachusetts Institute of Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:bef37c90751e824e,Max Planck Institute for Informatics,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ea3bd73e2b506e00,Meta,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:357dc1b545173dd5,Meta (United States),company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a1b609b0fc5c2e23,Miraflow,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:39fbdba5585bb3c4,MIT Lincoln Laboratory,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:f04b96a9716ab2f4,Mohamed bin Zayed University of Artificial Intelligence,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:02e0cb0a82c051ec,Monash University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ae914839cab3ba03,Monash University Malaysia,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:74eb5a7db0242865,Nanchang University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0af8b0b3be8e7963,Nanjing University of Information Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:70f74652d14cacde,Nankai University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:c111feb812f1a7ed,Nanyang Technological University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:db8874f9983a5ffd,National Institute of Informatics,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:d4f85059258439dc,National Institute of Technology Silchar,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:69a779f3b8d566f6,National Taiwan University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:70ccb485197bbb6c,National University of Singapore,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:b99e56fd55395250,National Yang Ming Chiao Tung University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2b91b5917e5279ea,NEC Laboratories America,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:fbc0802be3266f6f,Netflix Eyeline Studios,company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:bda289c20f284717,Netherlands Forensic Institute,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:c83aeae887827902,New York University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:d1f71b03766ee0a2,Noeon Research,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0008285766dcabc7,Northeastern University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:bc1d8b5fba4bc5ff,Northwestern Polytechnical University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:c055ca96e505b797,Nottingham Trent University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:26db9b197bbb7634,NSFOCUS,company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:0b1cc69a0a28e0c1,NVIDIA AI Technology Center Italy,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2e732c4601154ff1,Origin Quantum Computing Technology Company (China),company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:4f596f4cb1eacc17,Pegaso Telematic University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:e7cbd84466f9202b,Pegaso University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:46e4866d3b2954ab,Peking University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:6346b1a9c3b5ccd7,Peking University Shenzhen Graduate School,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:1ce921cf3475aa52,Pengcheng Laboratory,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:64f282fa6abe9403,Peptidream (Japan),company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:4ceaa6cde1782dfd,PLA Information Engineering University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:1ee9da20656fd88b,Politecnico di Milano,university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:35caf31d5104b996,"Polytechnic Institute of Turin, Turin, Italy",university,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:1e2fe2432a089705,Polytechnic University of Hauts-de-France,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:6f4241a7694672b8,Princeton University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:90b589325857dff0,Purdue University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:312d37d9636306c2,Purdue University West Lafayette,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:a4cdf5c9d1038c90,Purple Mountain Laboratories,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:c5eade35ea50a856,Queen Mary University of London,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:2469c3505064216c,Queen's University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:5fbb6e2cbdd4ea21,Renmin University of China,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:ccbfeb66fb71797e,RIKEN Center for Advanced Intelligence Project,research_unit,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:8f8dd64c6339c8ff,Ruhr University Bochum,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:33a58a66974db112,Rutgers University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:41db7d042136daef,Salesforce Research,company,active,,self,2026-07-13T21:50:39Z,2026-07-18T16:01:56Z,institution-model-migration
institution:a86e3c911036d069,Sangfor Technologies Inc.,company,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:977430a4473aa4b0,Sapienza University of Rome,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:39263f3dbe1e47f9,Shandong Normal University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:b3d626f58155d650,Shandong University,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
institution:0e65844051a659b1,Shandong University of Science and Technology,university,active,,self,2026-07-13T21:50:39Z,2026-07-13T21:50:39Z,institution-model-migration
