exclusion_id,paper_id,title,year,doi,openalex_url,reason,review_note,excluded_from_public_preview,excluded_from_map,is_active,created_at,created_by,restored_at,restore_note,source_database,metadata_source
exclusion-bcd55c50e982477293adc8b9a990b88a,,"AGIDefect-4K: A Richly Annotated Dataset for AI-Generated Image Defect Detection, Localization and Explanation",2026,10.48550/arxiv.2608.20713,https://openalex.org/W7204111771,out_of_scope,2026-09-05 closed Ant/AI-edit gap audit: Generation-quality/defect diagnosis; authenticity is not the target.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-577c3e9685b9372c42ab528d0c5b297e,,LADBench: A Benchmark for Logical Fault Detection in Images,2026,10.48550/arxiv.2606.17433,,out_of_scope,"2026-09-05 closed Ant/AI-edit gap audit: Logical-anomaly reasoning benchmark, not image authenticity forensics.",true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-854349147f53157bc58ac3ee3b209b19,,GPT-Image-2 in the Wild: A Twitter Dataset of Self-Reported AI-Generated Images from the First Week of Deployment,2026,10.48550/arxiv.2604.25370,,out_of_scope,2026-09-05 closed Ant/AI-edit gap audit: Collection and characterization of self-reported generated images without a forensic task or benchmark.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-824cca688ef5c18950f6341dbf4f9d4b,,Veritas: Generalizable Deepfake Detection via Pattern-Aware Reasoning,2025,10.48550/arxiv.2508.21048,https://openalex.org/W4414452097,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only face-forensics paper.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-3a208cebe8083a8842a8e5694ef77418,,BusterX: MLLM-Powered AI-Generated Video Forgery Detection and Explanation,2025,10.48550/arxiv.2505.12620,https://openalex.org/W4417301672,out_of_scope,2026-09-05 closed Ant/AI-edit gap audit: Video-only AIGC detection and explanation.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-e6cfc0137423341dcb353713451a9d00,,DDL: A Large-Scale Datasets for Deepfake Detection and Localization in Diversified Real-World Scenarios,2025,10.48550/arxiv.2506.23292,,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only image/video dataset.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-17cc5ae1bdcacbb2fc44c0bd12d68a46,,DF40: Toward Next-Generation Deepfake Detection,2024,10.48550/arxiv.2406.13495,https://openalex.org/W4399912913,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only benchmark and detector study.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-75d3d5084f559cb84e95e108d9b7a2ae,,Explainable Deepfake Detection with Feature-robust Augmentation and Evidence-grounded Explanation Optimization,2026,10.48550/arxiv.2608.20913,,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only explainable detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-1fd4ca0c2f1f6477c90cb1299ced124c,,PATE-Forensics: Perception-as-Tool for Explainable Deepfake Forensics with General-Purpose MLLMs,2026,10.48550/arxiv.2608.18573,https://openalex.org/W7203862485,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only forensic framework.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-4cf3350cd885950941e5cc7aaac61835,,VIGIL: Part-Grounded Structured Reasoning for Generalizable Deepfake Detection,2026,10.48550/arxiv.2603.21526,,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only reasoning detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-bb9e493d674aa75a4a01fe89e38dcc82,,Environment-Invariant Subspace Learning for Generalizable Deepfake Detection,2026,10.48550/arxiv.2608.17700,https://openalex.org/W7203745753,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-a6b1b904db49e1500107889210ef0b5d,,Forensics Adapter: Unleashing CLIP for Generalizable Face Forgery Detection,2024,10.48550/arxiv.2411.19715,https://openalex.org/W4405031434,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Face-forgery-only detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-339566c1e85fb08e0e2d67a78a6f0646,,Exploring Unbiased Deepfake Detection via Token-Level Shuffling and Mixing,2025,10.48550/arxiv.2501.04376,https://openalex.org/W4406231339,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-170336985cc84d715953007c3c571dc6,,FakeFormer: Efficient Vulnerability-Driven Transformers for Generalisable Deepfake Detection,2024,10.48550/arxiv.2410.21964,https://openalex.org/W4404341445,deepfake_only_not_core,2026-09-05 closed Ant/AI-edit gap audit: Deepfake-only detector.,true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
exclusion-7401a7d351cd2420ec9bb1b1230113f0,,AIGuard: A Benchmark and Lightweight Detection for E-commerce AIGC Risks,2025,10.18653/v1/2025.findings-acl.643,,out_of_scope,"2026-09-05 closed Ant/AI-edit gap audit: AIGC risk/content classification, not generated-image authenticity detection or source attribution.",true,true,true,2026-09-04T22:26:20Z,codex_ant_gap_fill_20260905,,,manual,arXiv/publisher
