queue_id,audit_id,mapping_id,paper_id,paper_title,year,doi,openalex_url,author,current_institution,current_institution_id,raw_affiliation,suggested_canonical_institution,suggested_institution_id,severity,issue_type,reason,recommended_action,finding_status,resolution_action,resolution_note,is_current,created_at,updated_at,resolved_at,resolved_by
institution-review:ad3acdd8e3d90f4b7dee,institution-consistency:ae95e3a08a661ac25754,mapping:9a5b09bedd8308cd489d,curated:2c278dcd079ea27d0f73,MAID: Model Attribution via Inverse Diffusion,2025,10.1109/icassp49660.2025.10888869,https://openalex.org/W4408354801,Kai Ye,Chinese University of Hong Kong,institution:ff4b6fb0e7e3f155,"The University of Hong Kong,Hong Kong SAR",The University of Hong Kong,institution:404cfa1ef241f359,medium,suspicious_replacement,"Why flagged: raw affiliation strongly matches 'The University of Hong Kong', not the current institution; organization names have low semantic similarity and no alias, parent, or merge relationship. Both organizations are research-sector entities, so this remains a review case rather than presumed corruption.",Replace mapping after reviewing the original affiliation.,archived,mapping_excluded,Linked mapping is excluded; finding retained as historical audit evidence.,false,2026-07-13T22:22:31+00:00,2026-08-01T13:22:47+00:00,2026-08-01T13:22:47+00:00,mapping-sync
institution-review:ce000614874fe74e533f,institution-consistency:e17104f07cdc4c42fef1,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Ji Li,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",French National Centre for Scientific Research,institution:29645bb566fcd576,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Centre National de la Recherche Scientifique'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:82a74c7ac1b84f185500,institution-consistency:3a0fab92be1c04acea91,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Ji Li,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",GIPSA-Lab,institution:ab37cf6fbc2c38dd,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'GIPSA-Lab'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:eba63be7cff18390a63e,institution-consistency:68305a7e575c332c264c,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Ji Li,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",Université Grenoble Alpes,institution:ef7c68d6edbab550,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Université Grenoble Alpes'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:2c1fbc8e4c108dcdfb6f,institution-consistency:5c8b88fae4b2c828d0dd,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Kai Wang,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",French National Centre for Scientific Research,institution:29645bb566fcd576,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Centre National de la Recherche Scientifique'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:0bfb409501a7b1e290d5,institution-consistency:eecff445ceb0d570c24e,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Kai Wang,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",GIPSA-Lab,institution:ab37cf6fbc2c38dd,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'GIPSA-Lab'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:a433e4e3a6ddd5a08ff7,institution-consistency:1bbd4348a166cc5ac3fc,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Kai Wang,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",Université Grenoble Alpes,institution:ef7c68d6edbab550,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Université Grenoble Alpes'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:e9afe6c46e20d874e0ba,institution-consistency:c9cac735bf97ed2131b3,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Thai Ngoc Toan Truong,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",French National Centre for Scientific Research,institution:29645bb566fcd576,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Centre National de la Recherche Scientifique'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:d1b8a96e87b8b3a25b93,institution-consistency:9090433ab26ca3f10f65,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Thai Ngoc Toan Truong,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",GIPSA-Lab,institution:ab37cf6fbc2c38dd,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'GIPSA-Lab'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:fe5f814d64b0ec6a9f94,institution-consistency:c62670536ed3af75dd9c,mapping:fae8129e624ca8734ea6,curated:e9594b5466110ca009aa,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,2026,10.1109/mmul.2026.3710370,https://openalex.org/W7167505904,Thai Ngoc Toan Truong,Institut polytechnique de Grenoble,institution:475fa3f7d32d5d27,"GIPSA-lab, Univ. Grenoble Alpes, CNRS, Grenoble INP, Grenoble, France",Université Grenoble Alpes,institution:ef7c68d6edbab550,medium,author_institution_conflict,"Why flagged: same author and paper have unrelated canonical institutions 'Institut polytechnique de Grenoble' and 'Université Grenoble Alpes'; this may be a legitimate multiple affiliation, so it is grouped for review rather than treated as corruption.",Review the grouped evidence and keep multiple affiliations when both are supported.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-22T21:55:25+00:00,2026-07-22T21:55:25+00:00,queue-sync
institution-review:6dbf72cff6634929c1c5,institution-consistency:ef418a8bf9b00de053db,mapping:8958151ef70b345b52ce,openalex:W4392453284,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,Benedetta Tondi,University of Siena,institution:65dbfd1e022f02e2,Resolved from authoritative candidate institution metadata.,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,manually_resolved,ML,false,2026-07-13T22:22:31+00:00,2026-07-13T23:02:38+00:00,2026-07-13T23:02:38+00:00,admin
institution-review:64e532a22ffe686e7bd7,institution-consistency:4beb2d0ff178efb1011e,mapping:8958151ef70b345b52ce,openalex:W4392453284,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,Jun Wang,University of Siena,institution:65dbfd1e022f02e2,Resolved from authoritative candidate institution metadata.,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,manually_resolved,ML,false,2026-07-13T22:22:31+00:00,2026-07-13T23:03:01+00:00,2026-07-13T23:03:01+00:00,admin
institution-review:3edd50c56335f79aefb1,institution-consistency:cc5d30d4d5bb44a17241,mapping:8958151ef70b345b52ce,openalex:W4392453284,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,Lydia Abady,University of Siena,institution:65dbfd1e022f02e2,Resolved from authoritative candidate institution metadata.,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,manually_resolved,ML,false,2026-07-13T22:22:31+00:00,2026-07-13T23:02:51+00:00,2026-07-13T23:02:51+00:00,admin
institution-review:6bbebcd427d216acc675,institution-consistency:98aef9ad580462d899ea,mapping:8958151ef70b345b52ce,openalex:W4392453284,A siamese-based verification system for open-set architecture attribution of synthetic images,2024,10.1016/j.patrec.2024.03.002,https://openalex.org/W4392453284,Mauro Barni,University of Siena,institution:65dbfd1e022f02e2,Resolved from authoritative candidate institution metadata.,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,manually_resolved,ML,false,2026-07-13T22:22:31+00:00,2026-07-13T23:02:45+00:00,2026-07-13T23:02:45+00:00,admin
institution-review:de99d3f0ea3c514a5aa3,institution-consistency:d70a736f260277298111,mapping:37226513ee9bb670e2a9,openalex:W7117078863,AdaptPrompt: Parameter-Efficient Adaptation of VLMs for Generalizable Deepfake Detection,2025,,https://openalex.org/W7117078863,Mohammed Talha Alam,Mohamed bin Zayed University of Artificial Intelligence,institution:f04b96a9716ab2f4,"MBZUAI, UAE",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:43f44bff0d54ed7eab35,institution-consistency:fdc8b8e1cd9aa3f9bc86,mapping:09c2afdb82905aff5325,curated:27b6ffdee837c7f997f5,AEDR: Training-Free AI-Generated Image Attribution via Autoencoder Double-Reconstruction,2026,10.1609/aaai.v40i12.37930,https://openalex.org/W7138264983,Yaofei Wang,Hefei University of Technology,institution:f6342fd457763517,,,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:0d45370eb94a79d296ac,institution-consistency:ca41e2ec05fb67b916f1,mapping:b23b637b1e1894f67386,curated:211ea83fa8d41c8ec810,AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,10.1007/s11432-024-4475-4,https://openalex.org/W7123358516,Menghan Dou,Origin Quantum Computing Technology Company (China),institution:2e732c4601154ff1,"6 Origin Quantum Computing Co., Ltd, Hefei 230026, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:9f8cef390bffdcf629c1,institution-consistency:4d8d00d62c61d76620d0,mapping:60885b2524f55089d4f9,curated:1d944c47839b3890a623,Are handcrafted filters helpful for attributing AI-generated images?,2024,10.1145/3664647.3680945,https://openalex.org/W4403791664,Athanasios V. Vasilakos,University of Agder,institution:51bbeb5bfb404721,"University of Adger, Grimstad, Norway",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:6c301d095cb47be8401f,institution-consistency:f03ea307a75f7c25ebc1,mapping:b8f33d38c88db04b2267,curated:78e64e4829587c072681,Attribution of AI-Generated Images Across Multiple Models: a Benchmark,2026,10.1007/978-3-032-11381-8_32,https://openalex.org/W7122619085,Giuseppe Mazzola,University of Palermo,institution:a407f4c649ba4c6a,"Dipartimento di Ingegneria, Università degli Studi di Palermo, 90128, Palermo, Italy",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:a70c630b20dc344e9b0b,institution-consistency:d71abb766a54c3cc1ce0,mapping:b8f33d38c88db04b2267,curated:78e64e4829587c072681,Attribution of AI-Generated Images Across Multiple Models: a Benchmark,2026,10.1007/978-3-032-11381-8_32,https://openalex.org/W7122619085,Liliana Lo Presti,University of Palermo,institution:a407f4c649ba4c6a,"Dipartimento di Ingegneria, Università degli Studi di Palermo, 90128, Palermo, Italy",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:b717923e0b7641869c07,institution-consistency:750baefb787d8791820e,mapping:b8f33d38c88db04b2267,curated:78e64e4829587c072681,Attribution of AI-Generated Images Across Multiple Models: a Benchmark,2026,10.1007/978-3-032-11381-8_32,https://openalex.org/W7122619085,Marco La Cascia,University of Palermo,institution:a407f4c649ba4c6a,"Dipartimento di Ingegneria, Università degli Studi di Palermo, 90128, Palermo, Italy",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:29c2a32055ac211e1751,institution-consistency:34bba2c666dbde02da6c,mapping:3eab2958042ee8fcfbb0,curated:4c6404676fc92cb9e8eb,Black-Box Adaptation for Deepfake Detection via Local Relation Guided AUC Optimization,2026,10.1109/jiot.2026.3686234,https://openalex.org/W7155048878,Qi Tian,Huawei Technologies (China),institution:570cf7f2e9869b63,"Huawei, Shenzhen, China",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
institution-review:8b2df364d44134e5eb09,institution-consistency:ecd59e4f0075e687a097,mapping:6c20cdd41af5f807c4b5,curated:0895eb11a7610f3973da,Cover-Source Mismatch in Deepfake Detection: A Systematic Study,2026,10.1145/3785353.3815097,https://openalex.org/W7164884130,Jan Franců,Czech Technical University in Prague,institution:3d7a55d07b650cfa,"Faculty of Electrical Engineering, Czech Technical University, Prague, Czech Republic",,,medium,affiliation_mismatch,Current institution and its aliases/parents have no semantic relation to the preserved affiliation evidence.,Verify affiliation evidence and canonical institution.,archived,resolved_by_reaudit,Finding no longer appears in the generated audit.,false,2026-07-13T22:22:31+00:00,2026-07-13T23:47:16+00:00,2026-07-13T23:47:16+00:00,queue-sync
